# k[h/Mpc]   P_Zel   P_A    P_W    P_d    P_dd     P_d^2    P_d^2d^2  P_dd^2    P_s^2    P_ds^2    P_d^2s^2   P_s^2s^2   P_D2d     P_dD2d
# 
1.1315e-02 7.5468e+03 6.6776e+00 -2.7835e+00 1.5112e+04 7.5726e+03 3.4876e-01 1.9700e+02 5.5363e+00 2.4546e+00 1.8348e+00 5.0701e+02 3.2950e+02 0.0000e+00 0.0000e+00
1.2269e-02 7.7151e+03 7.9409e+00 -3.2400e+00 1.5449e+04 7.7505e+03 5.5034e-01 1.9685e+02 6.5341e+00 2.6012e+00 1.9755e+00 5.0380e+02 3.2644e+02 0.0000e+00 0.0000e+00
1.3302e-02 7.8495e+03 9.3846e+00 -3.7403e+00 1.5716e+04 7.8863e+03 8.2113e-01 1.9668e+02 7.7066e+00 2.7151e+00 2.1018e+00 5.0015e+02 3.2305e+02 0.0000e+00 0.0000e+00
1.4422e-02 7.9381e+03 1.1009e+01 -4.2755e+00 1.5900e+04 7.9749e+03 1.1789e+00 1.9648e+02 9.0808e+00 2.7826e+00 2.2057e+00 4.9603e+02 3.1931e+02 0.0000e+00 0.0000e+00
1.5637e-02 7.9777e+03 1.2815e+01 -4.8368e+00 1.5987e+04 8.0124e+03 1.6445e+00 1.9625e+02 1.0686e+01 2.7872e+00 2.2781e+00 4.9137e+02 3.1520e+02 0.0000e+00 0.0000e+00
1.6955e-02 7.9672e+03 1.4803e+01 -5.4122e+00 1.5968e+04 7.9963e+03 2.2414e+00 1.9598e+02 1.2554e+01 2.7089e+00 2.3089e+00 4.8616e+02 3.1072e+02 0.0000e+00 0.0000e+00
1.8383e-02 7.8990e+03 1.6970e+01 -5.9816e+00 1.5838e+04 7.9250e+03 2.9953e+00 1.9567e+02 1.4717e+01 2.5267e+00 2.2879e+00 4.8034e+02 3.0585e+02 0.0000e+00 0.0000e+00
1.9931e-02 7.7710e+03 1.9279e+01 -6.5227e+00 1.5587e+04 7.7972e+03 3.9338e+00 1.9531e+02 1.7208e+01 2.2213e+00 2.2050e+00 4.7388e+02 3.0059e+02 0.0000e+00 0.0000e+00
2.1610e-02 7.5786e+03 2.1673e+01 -7.0058e+00 1.5210e+04 7.6120e+03 5.0843e+00 1.9489e+02 2.0058e+01 1.7789e+00 2.0515e+00 4.6674e+02 2.9493e+02 0.0000e+00 0.0000e+00
2.3430e-02 7.3237e+03 2.4105e+01 -7.4025e+00 1.4707e+04 7.3685e+03 6.4728e+00 1.9440e+02 2.3292e+01 1.1921e+00 1.8208e+00 4.5891e+02 2.8886e+02 0.0000e+00 0.0000e+00
2.5404e-02 7.0129e+03 2.6534e+01 -7.6876e+00 1.4092e+04 7.0673e+03 8.1214e+00 1.9385e+02 2.6934e+01 4.5782e-01 1.5090e+00 4.5036e+02 2.8239e+02 0.0000e+00 0.0000e+00
2.7544e-02 6.6510e+03 2.8887e+01 -7.8336e+00 1.3377e+04 6.7129e+03 1.0046e+01 1.9320e+02 3.0994e+01 -4.2779e-01 1.1153e+00 4.4108e+02 2.7551e+02 0.0000e+00 0.0000e+00
2.9864e-02 6.2489e+03 3.1108e+01 -7.8235e+00 1.2580e+04 6.3158e+03 1.2255e+01 1.9246e+02 3.5475e+01 -1.4666e+00 6.4152e-01 4.3105e+02 2.6822e+02 0.0000e+00 0.0000e+00
3.2379e-02 5.8237e+03 3.3195e+01 -7.6573e+00 1.1738e+04 5.8930e+03 1.4748e+01 1.9161e+02 4.0369e+01 -2.6500e+00 9.0886e-02 4.2027e+02 2.6053e+02 0.0000e+00 0.0000e+00
3.5106e-02 5.3918e+03 3.5124e+01 -7.3442e+00 1.0882e+04 5.4659e+03 1.7518e+01 1.9064e+02 4.5662e+01 -3.9613e+00 -5.3362e-01 4.0872e+02 2.5246e+02 0.0000e+00 0.0000e+00
3.8064e-02 4.9720e+03 3.6957e+01 -6.9104e+00 1.0050e+04 5.0548e+03 2.0556e+01 1.8952e+02 5.1336e+01 -5.3971e+00 -1.2321e+00 3.9640e+02 2.4402e+02 0.0000e+00 0.0000e+00
4.1270e-02 4.5836e+03 3.8799e+01 -6.3958e+00 9.2816e+03 4.6746e+03 2.3860e+01 1.8825e+02 5.7378e+01 -6.9752e+00 -2.0110e+00 3.8330e+02 2.3525e+02 0.0000e+00 0.0000e+00
4.4746e-02 4.2384e+03 4.0782e+01 -5.8333e+00 8.6002e+03 4.3361e+03 2.7442e+01 1.8680e+02 6.3790e+01 -8.7130e+00 -2.8853e+00 3.6941e+02 2.2621e+02 0.0000e+00 0.0000e+00
4.8515e-02 3.9453e+03 4.3021e+01 -5.2495e+00 8.0232e+03 4.0482e+03 3.1346e+01 1.8515e+02 7.0596e+01 -1.0639e+01 -3.8768e+00 3.5475e+02 2.1697e+02 0.0000e+00 0.0000e+00
5.2602e-02 3.6992e+03 4.5605e+01 -4.6260e+00 7.5431e+03 3.8136e+03 3.5645e+01 1.8329e+02 7.7843e+01 -1.2805e+01 -5.0084e+00 3.3937e+02 2.0761e+02 0.0000e+00 0.0000e+00
5.7032e-02 3.4939e+03 4.8549e+01 -3.9275e+00 7.1461e+03 3.6184e+03 4.0433e+01 1.8118e+02 8.5588e+01 -1.5229e+01 -6.2953e+00 3.2336e+02 1.9821e+02 0.0000e+00 0.0000e+00
6.1836e-02 3.2985e+03 5.1524e+01 -3.0229e+00 6.7690e+03 3.4336e+03 4.5795e+01 1.7883e+02 9.3857e+01 -1.7903e+01 -7.7291e+00 3.0687e+02 1.8885e+02 0.0000e+00 0.0000e+00
6.7045e-02 3.0826e+03 5.4030e+01 -1.7741e+00 6.3517e+03 3.2308e+03 5.1736e+01 1.7619e+02 1.0258e+02 -2.0745e+01 -9.2616e+00 2.9010e+02 1.7958e+02 0.0000e+00 0.0000e+00
7.2692e-02 2.8306e+03 5.5565e+01 -1.2118e-01 5.8595e+03 2.9859e+03 5.8115e+01 1.7326e+02 1.1155e+02 -2.3598e+01 -1.0804e+01 2.7329e+02 1.7040e+02 0.0000e+00 0.0000e+00
7.8815e-02 2.5268e+03 5.5479e+01 1.9479e+00 5.2563e+03 2.6854e+03 6.4601e+01 1.7001e+02 1.2036e+02 -2.6252e+01 -1.2239e+01 2.5665e+02 1.6130e+02 0.0000e+00 0.0000e+00
8.5454e-02 2.1950e+03 5.3911e+01 4.2186e+00 4.5937e+03 2.3558e+03 7.0723e+01 1.6646e+02 1.2850e+02 -2.8516e+01 -1.3464e+01 2.4030e+02 1.5226e+02 0.0000e+00 0.0000e+00
9.2652e-02 1.8810e+03 5.1705e+01 6.3530e+00 3.9692e+03 2.0464e+03 7.6066e+01 1.6259e+02 1.3556e+02 -3.0322e+01 -1.4447e+01 2.2424e+02 1.4331e+02 0.0000e+00 0.0000e+00
1.0046e-01 1.6326e+03 4.9930e+01 8.0424e+00 3.4707e+03 1.7973e+03 8.0508e+01 1.5841e+02 1.4146e+02 -3.1770e+01 -1.5245e+01 2.0840e+02 1.3452e+02 0.0000e+00 0.0000e+00
1.0892e-01 1.4647e+03 4.9551e+01 9.2536e+00 3.1397e+03 1.6334e+03 8.4376e+01 1.5396e+02 1.4654e+02 -3.3068e+01 -1.5973e+01 1.9275e+02 1.2601e+02 0.0000e+00 0.0000e+00
1.1809e-01 1.3507e+03 5.0177e+01 1.0268e+01 2.9183e+03 1.5252e+03 8.8254e+01 1.4923e+02 1.5137e+02 -3.4383e+01 -1.6714e+01 1.7737e+02 1.1785e+02 0.0000e+00 0.0000e+00
1.2804e-01 1.2356e+03 5.0263e+01 1.1477e+01 2.6934e+03 1.4149e+03 9.2425e+01 1.4424e+02 1.5616e+02 -3.5656e+01 -1.7428e+01 1.6255e+02 1.1006e+02 0.0000e+00 0.0000e+00
1.3883e-01 1.0809e+03 4.8271e+01 1.2975e+01 2.3836e+03 1.2605e+03 9.6383e+01 1.3899e+02 1.6034e+02 -3.6609e+01 -1.7956e+01 1.4856e+02 1.0256e+02 0.0000e+00 0.0000e+00
1.5052e-01 9.0889e+02 4.4668e+01 1.4355e+01 2.0331e+03 1.0837e+03 9.9139e+01 1.3352e+02 1.6290e+02 -3.6988e+01 -1.8168e+01 1.3544e+02 9.5298e+01 0.0000e+00 0.0000e+00
1.6320e-01 7.7461e+02 4.1693e+01 1.5174e+01 1.7580e+03 9.4512e+02 1.0035e+02 1.2786e+02 1.6360e+02 -3.6873e+01 -1.8113e+01 1.2306e+02 8.8332e+01 0.0000e+00 0.0000e+00
1.7694e-01 6.9151e+02 4.0286e+01 1.5542e+01 1.5894e+03 8.6062e+02 1.0083e+02 1.2207e+02 1.6330e+02 -3.6579e+01 -1.7964e+01 1.1129e+02 8.1753e+01 0.0000e+00 0.0000e+00
1.9185e-01 6.1877e+02 3.8834e+01 1.5894e+01 1.4415e+03 7.8679e+02 1.0133e+02 1.1617e+02 1.6274e+02 -3.6245e+01 -1.7783e+01 1.0027e+02 7.5561e+01 0.0000e+00 0.0000e+00
2.0801e-01 5.2841e+02 3.5893e+01 1.6261e+01 1.2531e+03 6.9081e+02 1.0127e+02 1.1020e+02 1.6131e+02 -3.5666e+01 -1.7458e+01 9.0138e+01 6.9680e+01 0.0000e+00 0.0000e+00
2.2553e-01 4.4855e+02 3.2906e+01 1.6309e+01 1.0842e+03 6.0418e+02 9.9979e+01 1.0419e+02 1.5838e+02 -3.4716e+01 -1.6929e+01 8.0831e+01 6.4105e+01 0.0000e+00 0.0000e+00
2.4453e-01 3.9367e+02 3.0824e+01 1.6076e+01 9.6753e+02 5.4450e+02 9.8028e+01 9.8205e+01 1.5461e+02 -3.3605e+01 -1.6314e+01 7.2232e+01 5.8889e+01 0.0000e+00 0.0000e+00
2.6512e-01 3.4128e+02 2.8465e+01 1.5768e+01 8.5472e+02 4.8625e+02 9.5852e+01 9.2268e+01 1.5043e+02 -3.2453e+01 -1.5668e+01 6.4375e+01 5.4006e+01 0.0000e+00 0.0000e+00
2.8746e-01 2.9079e+02 2.5839e+01 1.5316e+01 7.4393e+02 4.2841e+02 9.2988e+01 8.6417e+01 1.4539e+02 -3.1132e+01 -1.4929e+01 5.7258e+01 4.9423e+01 0.0000e+00 0.0000e+00
3.1167e-01 2.5176e+02 2.3603e+01 1.4708e+01 6.5692e+02 3.8279e+02 8.9632e+01 8.0692e+01 1.3976e+02 -2.9708e+01 -1.4134e+01 5.0800e+01 4.5157e+01 0.0000e+00 0.0000e+00
3.3792e-01 2.1609e+02 2.1317e+01 1.4010e+01 5.7609e+02 3.3999e+02 8.6006e+01 7.5117e+01 1.3376e+02 -2.8265e+01 -1.3327e+01 4.4975e+01 4.1186e+01 0.0000e+00 0.0000e+00
3.6639e-01 1.8533e+02 1.9131e+01 1.3223e+01 5.0493e+02 3.0197e+02 8.2008e+01 6.9722e+01 1.2734e+02 -2.6761e+01 -1.2489e+01 3.9744e+01 3.7498e+01 0.0000e+00 0.0000e+00
3.9725e-01 1.5905e+02 1.7064e+01 1.2366e+01 4.4288e+02 2.6852e+02 7.7807e+01 6.4529e+01 1.2070e+02 -2.5257e+01 -1.1653e+01 3.5055e+01 3.4084e+01 0.0000e+00 0.0000e+00
4.3071e-01 1.3616e+02 1.5091e+01 1.1458e+01 3.8765e+02 2.3843e+02 7.3424e+01 5.9555e+01 1.1387e+02 -2.3753e+01 -1.0821e+01 3.0869e+01 3.0928e+01 0.0000e+00 0.0000e+00
4.6699e-01 1.1652e+02 1.3235e+01 1.0512e+01 3.3914e+02 2.1174e+02 6.8937e+01 5.4816e+01 1.0697e+02 -2.2272e+01 -1.0005e+01 2.7140e+01 2.8018e+01 0.0000e+00 0.0000e+00
5.0632e-01 9.9582e+01 1.1491e+01 9.5460e+00 2.9625e+02 1.8788e+02 6.4394e+01 5.0321e+01 1.0006e+02 -2.0823e+01 -9.2121e+00 2.3826e+01 2.5341e+01 0.0000e+00 0.0000e+00
5.4897e-01 8.5001e+01 9.8619e+00 8.5719e+00 2.5837e+02 1.6657e+02 5.9844e+01 4.6075e+01 9.3201e+01 -1.9415e+01 -8.4475e+00 2.0888e+01 2.2881e+01 0.0000e+00 0.0000e+00
5.9521e-01 7.2457e+01 8.3483e+00 7.6028e+00 2.2489e+02 1.4752e+02 5.5328e+01 4.2082e+01 8.6459e+01 -1.8055e+01 -7.7156e+00 1.8288e+01 2.0627e+01 0.0000e+00 0.0000e+00
6.4535e-01 6.1668e+01 6.9495e+00 6.6498e+00 1.9530e+02 1.3047e+02 5.0883e+01 3.8340e+01 7.9879e+01 -1.6749e+01 -7.0196e+00 1.5990e+01 1.8564e+01 0.0000e+00 0.0000e+00
6.9971e-01 5.2390e+01 5.6644e+00 5.7228e+00 1.6911e+02 1.1520e+02 4.6539e+01 3.4847e+01 7.3498e+01 -1.5498e+01 -6.3615e+00 1.3963e+01 1.6679e+01 0.0000e+00 0.0000e+00
7.5865e-01 4.4414e+01 4.4920e+00 4.8312e+00 1.4594e+02 1.0150e+02 4.2324e+01 3.1597e+01 6.7347e+01 -1.4304e+01 -5.7422e+00 1.2176e+01 1.4961e+01 0.0000e+00 0.0000e+00
8.2255e-01 3.7560e+01 3.4312e+00 3.9840e+00 1.2544e+02 8.9207e+01 3.8259e+01 2.8582e+01 6.1450e+01 -1.3168e+01 -5.1622e+00 1.0603e+01 1.3395e+01 0.0000e+00 0.0000e+00
8.9184e-01 3.1671e+01 2.4808e+00 3.1897e+00 1.0732e+02 7.8172e+01 3.4364e+01 2.5794e+01 5.5825e+01 -1.2087e+01 -4.6213e+00 9.2186e+00 1.1972e+01 0.0000e+00 0.0000e+00
9.6696e-01 2.6617e+01 1.6399e+00 2.4562e+00 9.1308e+01 6.8266e+01 3.0654e+01 2.3222e+01 5.0486e+01 -1.1061e+01 -4.1187e+00 8.0018e+00 1.0680e+01 0.0000e+00 0.0000e+00
1.0484e+00 2.2282e+01 9.0732e-01 1.7908e+00 7.7200e+01 5.9377e+01 2.7146e+01 2.0855e+01 4.5442e+01 -1.0089e+01 -3.6536e+00 6.9328e+00 9.5077e+00 0.0000e+00 0.0000e+00
1.1367e+00 1.8571e+01 2.8158e-01 1.1999e+00 6.4803e+01 5.1410e+01 2.3850e+01 1.8682e+01 4.0698e+01 -9.1677e+00 -3.2250e+00 5.9943e+00 8.4463e+00 0.0000e+00 0.0000e+00
1.2325e+00 1.5401e+01 -2.3939e-01 6.8851e-01 5.3958e+01 4.4284e+01 2.0778e+01 1.6693e+01 3.6259e+01 -8.2961e+00 -2.8315e+00 5.1711e+00 7.4865e+00 0.0000e+00 0.0000e+00
1.3363e+00 1.2701e+01 -6.5865e-01 2.5970e-01 4.4522e+01 3.7930e+01 1.7940e+01 1.4876e+01 3.2126e+01 -7.4729e+00 -2.4721e+00 4.4496e+00 6.6197e+00 0.0000e+00 0.0000e+00
1.4488e+00 1.0410e+01 -9.8058e-01 -8.5633e-02 3.6370e+01 3.2287e+01 1.5343e+01 1.3219e+01 2.8299e+01 -6.6970e+00 -2.1454e+00 3.8180e+00 5.8383e+00 0.0000e+00 0.0000e+00
1.5709e+00 8.4763e+00 -1.2112e+00 -3.4927e-01 2.9389e+01 2.7300e+01 1.2991e+01 1.1713e+01 2.4777e+01 -5.9681e+00 -1.8502e+00 3.2659e+00 5.1351e+00 0.0000e+00 0.0000e+00
1.7032e+00 6.8528e+00 -1.3583e+00 -5.3585e-01 2.3471e+01 2.2921e+01 1.0885e+01 1.0347e+01 2.1557e+01 -5.2862e+00 -1.5851e+00 2.7843e+00 4.5036e+00 0.0000e+00 0.0000e+00
1.8467e+00 5.4994e+00 -1.4315e+00 -6.5276e-01 1.8512e+01 1.9104e+01 9.0240e+00 9.1113e+00 1.8634e+01 -4.6517e+00 -1.3486e+00 2.3651e+00 3.9379e+00 0.0000e+00 0.0000e+00
2.0022e+00 4.3798e+00 -1.4418e+00 -7.0970e-01 1.4410e+01 1.5804e+01 7.4006e+00 7.9969e+00 1.6000e+01 -4.0651e+00 -1.1394e+00 2.0013e+00 3.4323e+00 0.0000e+00 0.0000e+00
2.1709e+00 3.4615e+00 -1.4011e+00 -7.1792e-01 1.1066e+01 1.2977e+01 6.0042e+00 6.9951e+00 1.3647e+01 -3.5270e+00 -9.5581e-01 1.6867e+00 2.9818e+00 0.0000e+00 0.0000e+00
2.3537e+00 2.7151e+00 -1.3219e+00 -6.8931e-01 8.3791e+00 1.0578e+01 4.8200e+00 6.0976e+00 1.1562e+01 -3.0375e+00 -7.9611e-01 1.4157e+00 2.5818e+00 0.0000e+00 0.0000e+00
2.5520e+00 2.1141e+00 -1.2159e+00 -6.3539e-01 6.2543e+00 8.5617e+00 3.8302e+00 5.2965e+00 9.7314e+00 -2.5965e+00 -6.5846e-01 1.1832e+00 2.2278e+00 0.0000e+00 0.0000e+00
2.7669e+00 1.6347e+00 -1.0940e+00 -5.6649e-01 4.6003e+00 6.8840e+00 3.0143e+00 4.5843e+00 8.1382e+00 -2.2031e+00 -5.4091e-01 9.8471e-01 1.9158e+00 0.0000e+00 0.0000e+00
3.0000e+00 1.2558e+00 -9.6545e-01 -4.9115e-01 3.3331e+00 5.5011e+00 2.3508e+00 3.9537e+00 6.7639e+00 -1.8558e+00 -4.4145e-01 8.1610e-01 1.6418e+00 0.0000e+00 0.0000e+00
