# k[h/Mpc]   P_Zel   P_A    P_W    P_d    P_dd     P_d^2    P_d^2d^2  P_dd^2    P_s^2    P_ds^2    P_d^2s^2   P_s^2s^2   P_D2d     P_dD2d
# 
2.4341e-03 1.4337e+03 4.1567e-02 -1.5759e-02 2.8686e+03 1.7039e+03 -7.7900e-03 5.0879e+01 6.2403e-02 5.3219e-02 3.9071e-02 1.3543e+02 9.0132e+01 0.0000e+00 0.0000e+00
2.6392e-03 1.5349e+03 4.8536e-02 -1.9775e-02 3.0712e+03 1.7614e+03 -8.9605e-03 5.0877e+01 7.3424e-02 6.2343e-02 4.5619e-02 1.3538e+02 9.0073e+01 0.0000e+00 0.0000e+00
2.8615e-03 1.6412e+03 5.7494e-02 -2.4771e-02 3.2841e+03 1.8255e+03 -1.0267e-02 5.0875e+01 8.6402e-02 7.2966e-02 5.3208e-02 1.3533e+02 9.0005e+01 0.0000e+00 0.0000e+00
3.1025e-03 1.7527e+03 6.9017e-02 -3.0969e-02 3.5074e+03 1.8969e+03 -1.1710e-02 5.0872e+01 1.0169e-01 8.5302e-02 6.1984e-02 1.3526e+02 8.9925e+01 0.0000e+00 0.0000e+00
3.3638e-03 1.8692e+03 8.3827e-02 -3.8636e-02 3.7407e+03 1.9760e+03 -1.3282e-02 5.0869e+01 1.1971e-01 9.9590e-02 7.2105e-02 1.3518e+02 8.9832e+01 0.0000e+00 0.0000e+00
3.6472e-03 1.9906e+03 1.0282e-01 -4.8092e-02 3.9838e+03 2.0630e+03 -1.4963e-02 5.0865e+01 1.4094e-01 1.1608e-01 8.3745e-02 1.3509e+02 8.9723e+01 0.0000e+00 0.0000e+00
3.9544e-03 2.1168e+03 1.2706e-01 -5.9721e-02 4.2361e+03 2.1584e+03 -1.6716e-02 5.0861e+01 1.6598e-01 1.3505e-01 9.7086e-02 1.3499e+02 8.9598e+01 0.0000e+00 0.0000e+00
4.2875e-03 2.2475e+03 1.5786e-01 -7.3980e-02 4.4970e+03 2.2622e+03 -1.8482e-02 5.0857e+01 1.9551e-01 1.5674e-01 1.1232e-01 1.3487e+02 8.9453e+01 0.0000e+00 0.0000e+00
4.6486e-03 2.3824e+03 1.9673e-01 -9.1409e-02 4.7658e+03 2.3745e+03 -2.0166e-02 5.0851e+01 2.3036e-01 1.8143e-01 1.2963e-01 1.3472e+02 8.9284e+01 0.0000e+00 0.0000e+00
5.0402e-03 2.5207e+03 2.4536e-01 -1.1263e-01 5.0413e+03 2.4950e+03 -2.1627e-02 5.0844e+01 2.7150e-01 2.0933e-01 1.4921e-01 1.3456e+02 8.9090e+01 0.0000e+00 0.0000e+00
5.4648e-03 2.6617e+03 3.0569e-01 -1.3834e-01 5.3222e+03 2.6231e+03 -2.2664e-02 5.0836e+01 3.2008e-01 2.4062e-01 1.7122e-01 1.3436e+02 8.8866e+01 0.0000e+00 0.0000e+00
5.9251e-03 2.8041e+03 3.7979e-01 -1.6930e-01 5.6067e+03 2.7580e+03 -2.2990e-02 5.0827e+01 3.7748e-01 2.7538e-01 1.9579e-01 1.3413e+02 8.8609e+01 0.0000e+00 0.0000e+00
6.4242e-03 2.9466e+03 4.6989e-01 -2.0636e-01 5.8928e+03 2.8984e+03 -2.2209e-02 5.0817e+01 4.4531e-01 3.1359e-01 2.2302e-01 1.3387e+02 8.8313e+01 0.0000e+00 0.0000e+00
6.9653e-03 3.0880e+03 5.7840e-01 -2.5043e-01 6.1778e+03 3.0427e+03 -1.9782e-02 5.0804e+01 5.2549e-01 3.5504e-01 2.5291e-01 1.3356e+02 8.7976e+01 0.0000e+00 0.0000e+00
7.5520e-03 3.2276e+03 7.0798e-01 -3.0255e-01 6.4587e+03 3.1887e+03 -1.4985e-02 5.0789e+01 6.2029e-01 3.9936e-01 2.8537e-01 1.3321e+02 8.7590e+01 0.0000e+00 0.0000e+00
8.1881e-03 3.3643e+03 8.6175e-01 -3.6381e-01 6.7318e+03 3.3338e+03 -6.8610e-03 5.0772e+01 7.3237e-01 4.4590e-01 3.2020e-01 1.3279e+02 8.7152e+01 0.0000e+00 0.0000e+00
8.8778e-03 3.4959e+03 1.0435e+00 -4.3522e-01 6.9932e+03 3.4749e+03 5.8401e-03 5.0752e+01 8.6487e-01 4.9378e-01 3.5700e-01 1.3232e+02 8.6656e+01 0.0000e+00 0.0000e+00
9.6256e-03 3.6192e+03 1.2579e+00 -5.1745e-01 7.2387e+03 3.6087e+03 2.4728e-02 5.0729e+01 1.0214e+00 5.4180e-01 3.9520e-01 1.3177e+02 8.6097e+01 0.0000e+00 0.0000e+00
1.0436e-02 3.7308e+03 1.5102e+00 -6.1097e-01 7.4642e+03 3.7316e+03 5.1850e-02 5.0702e+01 1.2063e+00 5.8844e-01 4.3396e-01 1.3114e+02 8.5468e+01 0.0000e+00 0.0000e+00
1.1315e-02 3.8296e+03 1.8058e+00 -7.1630e-01 7.6652e+03 3.8399e+03 8.9774e-02 5.0670e+01 1.4244e+00 6.3182e-01 4.7219e-01 1.3043e+02 8.4764e+01 0.0000e+00 0.0000e+00
1.2269e-02 3.9154e+03 2.1487e+00 -8.3386e-01 7.8365e+03 3.9300e+03 1.4167e-01 5.0633e+01 1.6812e+00 6.6966e-01 5.0846e-01 1.2961e+02 8.3981e+01 0.0000e+00 0.0000e+00
1.3302e-02 3.9842e+03 2.5412e+00 -9.6275e-01 7.9721e+03 3.9988e+03 2.1141e-01 5.0590e+01 1.9830e+00 6.9913e-01 5.4105e-01 1.2868e+02 8.3112e+01 0.0000e+00 0.0000e+00
1.4422e-02 4.0297e+03 2.9835e+00 -1.1007e+00 8.0654e+03 4.0436e+03 3.0357e-01 5.0540e+01 2.3369e+00 7.1673e-01 5.6789e-01 1.2762e+02 8.2155e+01 0.0000e+00 0.0000e+00
1.5637e-02 4.0505e+03 3.4759e+00 -1.2453e+00 8.1098e+03 4.0625e+03 4.2352e-01 5.0482e+01 2.7504e+00 7.1815e-01 5.8664e-01 1.2643e+02 8.1104e+01 0.0000e+00 0.0000e+00
1.6955e-02 4.0459e+03 4.0192e+00 -1.3937e+00 8.1008e+03 4.0541e+03 5.7735e-01 5.0415e+01 3.2316e+00 6.9830e-01 5.9473e-01 1.2510e+02 7.9958e+01 0.0000e+00 0.0000e+00
1.8383e-02 4.0122e+03 4.6123e+00 -1.5407e+00 8.0349e+03 4.0177e+03 7.7175e-01 5.0337e+01 3.7891e+00 6.5177e-01 5.8949e-01 1.2362e+02 7.8713e+01 0.0000e+00 0.0000e+00
1.9931e-02 3.9482e+03 5.2462e+00 -1.6804e+00 7.9084e+03 3.9526e+03 1.0138e+00 5.0247e+01 4.4312e+00 5.7356e-01 5.6835e-01 1.2197e+02 7.7367e+01 0.0000e+00 0.0000e+00
2.1610e-02 3.8515e+03 5.9055e+00 -1.8052e+00 7.7173e+03 3.8583e+03 1.3108e+00 5.0143e+01 5.1660e+00 4.6010e-01 5.2903e-01 1.2015e+02 7.5919e+01 0.0000e+00 0.0000e+00
2.3430e-02 3.7232e+03 6.5777e+00 -1.9078e+00 7.4625e+03 3.7343e+03 1.6694e+00 5.0023e+01 6.0008e+00 3.0951e-01 4.6982e-01 1.1815e+02 7.4368e+01 0.0000e+00 0.0000e+00
2.5404e-02 3.5665e+03 7.2520e+00 -1.9817e+00 7.1506e+03 3.5811e+03 2.0955e+00 4.9884e+01 6.9409e+00 1.2089e-01 3.8971e-01 1.1597e+02 7.2713e+01 0.0000e+00 0.0000e+00
2.7544e-02 3.3838e+03 7.9087e+00 -2.0196e+00 6.7879e+03 3.4007e+03 2.5934e+00 4.9724e+01 7.9900e+00 -1.0673e-01 2.8845e-01 1.1360e+02 7.0954e+01 0.0000e+00 0.0000e+00
2.9864e-02 3.1807e+03 8.5329e+00 -2.0171e+00 6.3833e+03 3.1986e+03 3.1655e+00 4.9539e+01 9.1489e+00 -3.7389e-01 1.6646e-01 1.1104e+02 6.9091e+01 0.0000e+00 0.0000e+00
3.2379e-02 2.9657e+03 9.1239e+00 -1.9741e+00 5.9556e+03 2.9833e+03 3.8120e+00 4.9328e+01 1.0416e+01 -6.7844e-01 2.4565e-02 1.0829e+02 6.7126e+01 0.0000e+00 0.0000e+00
3.5106e-02 2.7473e+03 9.6755e+00 -1.8927e+00 5.5209e+03 2.7658e+03 4.5315e+00 4.9085e+01 1.1788e+01 -1.0161e+00 -1.3653e-01 1.0535e+02 6.5062e+01 0.0000e+00 0.0000e+00
3.8064e-02 2.5348e+03 1.0205e+01 -1.7796e+00 5.0981e+03 2.5562e+03 5.3219e+00 4.8807e+01 1.3260e+01 -1.3860e+00 -3.1691e-01 1.0220e+02 6.2904e+01 0.0000e+00 0.0000e+00
4.1270e-02 2.3383e+03 1.0742e+01 -1.6449e+00 4.7073e+03 2.3622e+03 6.1832e+00 4.8490e+01 1.4830e+01 -1.7930e+00 -5.1832e-01 9.8860e+01 6.0662e+01 0.0000e+00 0.0000e+00
4.4746e-02 2.1638e+03 1.1324e+01 -1.4969e+00 4.3607e+03 2.1893e+03 7.1194e+00 4.8128e+01 1.6500e+01 -2.2416e+00 -7.4477e-01 9.5314e+01 5.8349e+01 0.0000e+00 0.0000e+00
4.8515e-02 2.0158e+03 1.1985e+01 -1.3423e+00 4.0671e+03 2.0420e+03 8.1422e+00 4.7718e+01 1.8275e+01 -2.7394e+00 -1.0020e+00 9.1571e+01 5.5984e+01 0.0000e+00 0.0000e+00
5.2602e-02 1.8919e+03 1.2752e+01 -1.1762e+00 3.8229e+03 1.9217e+03 9.2717e+00 4.7253e+01 2.0170e+01 -3.3002e+00 -1.2963e+00 8.7640e+01 5.3588e+01 0.0000e+00 0.0000e+00
5.7032e-02 1.7890e+03 1.3633e+01 -9.8879e-01 3.6210e+03 1.8215e+03 1.0534e+01 4.6729e+01 2.2201e+01 -3.9293e+00 -1.6320e+00 8.3545e+01 5.1183e+01 0.0000e+00 0.0000e+00
6.1836e-02 1.6912e+03 1.4538e+01 -7.4504e-01 3.4293e+03 1.7265e+03 1.1952e+01 4.6140e+01 2.4376e+01 -4.6252e+00 -2.0072e+00 7.9324e+01 4.8788e+01 0.0000e+00 0.0000e+00
6.7045e-02 1.5828e+03 1.5323e+01 -4.0744e-01 3.2169e+03 1.6222e+03 1.3531e+01 4.5482e+01 2.6681e+01 -5.3673e+00 -2.4098e+00 7.5029e+01 4.6413e+01 0.0000e+00 0.0000e+00
7.2692e-02 1.4555e+03 1.5844e+01 4.1383e-02 2.9656e+03 1.4963e+03 1.5235e+01 4.4748e+01 2.9060e+01 -6.1148e+00 -2.8169e+00 7.0720e+01 4.4062e+01 0.0000e+00 0.0000e+00
7.8815e-02 1.3007e+03 1.5905e+01 6.0631e-01 2.6566e+03 1.3416e+03 1.6979e+01 4.3937e+01 3.1411e+01 -6.8126e+00 -3.1980e+00 6.6451e+01 4.1730e+01 0.0000e+00 0.0000e+00
8.5454e-02 1.1304e+03 1.5533e+01 1.2314e+00 2.3159e+03 1.1718e+03 1.8640e+01 4.3046e+01 3.3600e+01 -7.4100e+00 -3.5254e+00 6.2254e+01 3.9412e+01 0.0000e+00 0.0000e+00
9.2652e-02 9.6856e+02 1.4965e+01 1.8259e+00 1.9941e+03 1.0122e+03 2.0107e+01 4.2075e+01 3.5516e+01 -7.8874e+00 -3.7904e+00 5.8130e+01 3.7113e+01 0.0000e+00 0.0000e+00
1.0046e-01 8.4057e+02 1.4529e+01 2.3053e+00 1.7373e+03 8.8371e+02 2.1345e+01 4.1027e+01 3.7134e+01 -8.2706e+00 -4.0075e+00 5.4058e+01 3.4854e+01 0.0000e+00 0.0000e+00
1.0892e-01 7.5508e+02 1.4526e+01 2.6591e+00 1.5682e+03 7.9956e+02 2.2440e+01 3.9907e+01 3.8547e+01 -8.6159e+00 -4.2077e+00 5.0023e+01 3.2663e+01 0.0000e+00 0.0000e+00
1.1809e-01 6.9847e+02 1.4861e+01 2.9653e+00 1.4571e+03 7.4462e+02 2.3554e+01 3.8717e+01 3.9911e+01 -8.9694e+00 -4.4146e+00 4.6051e+01 3.0564e+01 0.0000e+00 0.0000e+00
1.2804e-01 6.4103e+02 1.5055e+01 3.3359e+00 1.3440e+03 6.8861e+02 2.4770e+01 3.7458e+01 4.1291e+01 -9.3169e+00 -4.6180e+00 4.2214e+01 2.8558e+01 0.0000e+00 0.0000e+00
1.3883e-01 5.6109e+02 1.4586e+01 3.8006e+00 1.1843e+03 6.0895e+02 2.5951e+01 3.6131e+01 4.2528e+01 -9.5817e+00 -4.7742e+00 3.8587e+01 2.6625e+01 0.0000e+00 0.0000e+00
1.5052e-01 4.7018e+02 1.3566e+01 4.2400e+00 1.0008e+03 5.1679e+02 2.6817e+01 3.4744e+01 4.3341e+01 -9.6897e+00 -4.8445e+00 3.5188e+01 2.4750e+01 0.0000e+00 0.0000e+00
1.6320e-01 3.9948e+02 1.2744e+01 4.5178e+00 8.5775e+02 4.4505e+02 2.7261e+01 3.3307e+01 4.3644e+01 -9.6597e+00 -4.8414e+00 3.1973e+01 2.2948e+01 0.0000e+00 0.0000e+00
1.7694e-01 3.5779e+02 1.2490e+01 4.6665e+00 7.7410e+02 4.0313e+02 2.7510e+01 3.1834e+01 4.3685e+01 -9.5825e+00 -4.8140e+00 2.8907e+01 2.1245e+01 0.0000e+00 0.0000e+00
1.9185e-01 3.2170e+02 1.2247e+01 4.8269e+00 7.0175e+02 3.6705e+02 2.7791e+01 3.0330e+01 4.3684e+01 -9.5008e+00 -4.7822e+00 2.6027e+01 1.9643e+01 0.0000e+00 0.0000e+00
2.0801e-01 2.7368e+02 1.1424e+01 5.0070e+00 6.0377e+02 3.1759e+02 2.7940e+01 2.8802e+01 4.3465e+01 -9.3527e+00 -4.7113e+00 2.3380e+01 1.8118e+01 0.0000e+00 0.0000e+00
2.2553e-01 2.3087e+02 1.0556e+01 5.0837e+00 5.1568e+02 2.7300e+02 2.7722e+01 2.7262e+01 4.2809e+01 -9.0939e+00 -4.5801e+00 2.0947e+01 1.6669e+01 0.0000e+00 0.0000e+00
2.4453e-01 2.0335e+02 1.0082e+01 5.0726e+00 4.5912e+02 2.4440e+02 2.7320e+01 2.5723e+01 4.1918e+01 -8.7894e+00 -4.4243e+00 1.8692e+01 1.5314e+01 0.0000e+00 0.0000e+00
2.6512e-01 1.7634e+02 9.4775e+00 5.0564e+00 4.0318e+02 2.1596e+02 2.6881e+01 2.4193e+01 4.0939e+01 -8.4803e+00 -4.2635e+00 1.6629e+01 1.4044e+01 0.0000e+00 0.0000e+00
2.8746e-01 1.4918e+02 8.7094e+00 4.9921e+00 3.4621e+02 1.8685e+02 2.6231e+01 2.2679e+01 3.9704e+01 -8.1181e+00 -4.0727e+00 1.4762e+01 1.2850e+01 0.0000e+00 0.0000e+00
3.1167e-01 1.2936e+02 8.1401e+00 4.8749e+00 3.0436e+02 1.6538e+02 2.5433e+01 2.1195e+01 3.8291e+01 -7.7238e+00 -3.8642e+00 1.3065e+01 1.1738e+01 0.0000e+00 0.0000e+00
3.3792e-01 1.1067e+02 7.5065e+00 4.7378e+00 2.6453e+02 1.4486e+02 2.4567e+01 1.9746e+01 3.6785e+01 -7.3289e+00 -3.6538e+00 1.1534e+01 1.0703e+01 0.0000e+00 0.0000e+00
3.6639e-01 9.4622e+01 6.8991e+00 4.5667e+00 2.2990e+02 1.2691e+02 2.3577e+01 1.8340e+01 3.5139e+01 -6.9118e+00 -3.4311e+00 1.0161e+01 9.7401e+00 0.0000e+00 0.0000e+00
3.9725e-01 8.1080e+01 6.3331e+00 4.3749e+00 2.0035e+02 1.1151e+02 2.2530e+01 1.6984e+01 3.3429e+01 -6.4973e+00 -3.2092e+00 8.9311e+00 8.8490e+00 0.0000e+00 0.0000e+00
4.3071e-01 6.9199e+01 5.7796e+00 4.1641e+00 1.7408e+02 9.7730e+01 2.1421e+01 1.5682e+01 3.1655e+01 -6.0819e+00 -2.9865e+00 7.8350e+00 8.0249e+00 0.0000e+00 0.0000e+00
4.6699e-01 5.9112e+01 5.2622e+00 3.9396e+00 1.5146e+02 8.5795e+01 2.0279e+01 1.4439e+01 2.9854e+01 -5.6749e+00 -2.7681e+00 6.8603e+00 7.2654e+00 0.0000e+00 0.0000e+00
5.0632e-01 5.0431e+01 4.7723e+00 3.7054e+00 1.3171e+02 7.5296e+01 1.9113e+01 1.3259e+01 2.8041e+01 -5.2774e+00 -2.5549e+00 5.9969e+00 6.5667e+00 0.0000e+00 0.0000e+00
5.4897e-01 4.2993e+01 4.3123e+00 3.4654e+00 1.1451e+02 6.6091e+01 1.7941e+01 1.2143e+01 2.6239e+01 -4.8940e+00 -2.3495e+00 5.2341e+00 5.9255e+00 0.0000e+00 0.0000e+00
5.9521e-01 3.6639e+01 3.8830e+00 3.2233e+00 9.9564e+01 5.8031e+01 1.6775e+01 1.1093e+01 2.4464e+01 -4.5264e+00 -2.1529e+00 4.5620e+00 5.3385e+00 0.0000e+00 0.0000e+00
6.4535e-01 3.1206e+01 3.4834e+00 2.9822e+00 8.6557e+01 5.0962e+01 1.5626e+01 1.0109e+01 2.2729e+01 -4.1766e+00 -1.9663e+00 3.9711e+00 4.8022e+00 0.0000e+00 0.0000e+00
6.9971e-01 2.6567e+01 3.1128e+00 2.7444e+00 7.5240e+01 4.4761e+01 1.4502e+01 9.1908e+00 2.1048e+01 -3.8455e+00 -1.7903e+00 3.4528e+00 4.3133e+00 0.0000e+00 0.0000e+00
7.5865e-01 2.2609e+01 2.7704e+00 2.5118e+00 6.5390e+01 3.9319e+01 1.3411e+01 8.3372e+00 1.9429e+01 -3.5340e+00 -1.6253e+00 2.9990e+00 3.8685e+00 0.0000e+00 0.0000e+00
8.2255e-01 1.9233e+01 2.4549e+00 2.2857e+00 5.6814e+01 3.4540e+01 1.2359e+01 7.5466e+00 1.7881e+01 -3.2421e+00 -1.4714e+00 2.6024e+00 3.4647e+00 0.0000e+00 0.0000e+00
8.9184e-01 1.6354e+01 2.1650e+00 2.0673e+00 4.9341e+01 3.0339e+01 1.1351e+01 6.8168e+00 1.6407e+01 -2.9697e+00 -1.3285e+00 2.2563e+00 3.0988e+00 0.0000e+00 0.0000e+00
9.6696e-01 1.3899e+01 1.8994e+00 1.8577e+00 4.2825e+01 2.6644e+01 1.0390e+01 6.1454e+00 1.5012e+01 -2.7163e+00 -1.1965e+00 1.9548e+00 2.7678e+00 0.0000e+00 0.0000e+00
1.0484e+00 1.1806e+01 1.6567e+00 1.6576e+00 3.7140e+01 2.3390e+01 9.4772e+00 5.5295e+00 1.3697e+01 -2.4812e+00 -1.0749e+00 1.6923e+00 2.4689e+00 0.0000e+00 0.0000e+00
1.1367e+00 1.0021e+01 1.4354e+00 1.4676e+00 3.2176e+01 2.0523e+01 8.6142e+00 4.9662e+00 1.2462e+01 -2.2637e+00 -9.6330e-01 1.4640e+00 2.1994e+00 0.0000e+00 0.0000e+00
1.2325e+00 8.4993e+00 1.2343e+00 1.2882e+00 2.7837e+01 1.7993e+01 7.8014e+00 4.4523e+00 1.1308e+01 -2.0628e+00 -8.6117e-01 1.2657e+00 1.9569e+00 0.0000e+00 0.0000e+00
1.3363e+00 7.2010e+00 1.0521e+00 1.1196e+00 2.4043e+01 1.5759e+01 7.0383e+00 3.9846e+00 1.0232e+01 -1.8774e+00 -7.6795e-01 1.0935e+00 1.7388e+00 0.0000e+00 0.0000e+00
1.4488e+00 6.0934e+00 8.8754e-01 9.6209e-01 2.0722e+01 1.3784e+01 6.3244e+00 3.5600e+00 9.2322e+00 -1.7065e+00 -6.8308e-01 9.4408e-01 1.5431e+00 0.0000e+00 0.0000e+00
1.5709e+00 5.1482e+00 7.3963e-01 8.1599e-01 1.7816e+01 1.2036e+01 5.6586e+00 3.1752e+00 8.3059e+00 -1.5491e+00 -6.0597e-01 8.1446e-01 1.3676e+00 0.0000e+00 0.0000e+00
1.7032e+00 4.3416e+00 6.0733e-01 6.8146e-01 1.5270e+01 1.0490e+01 5.0397e+00 2.8272e+00 7.4498e+00 -1.4041e+00 -5.3606e-01 7.0204e-01 1.2104e+00 0.0000e+00 0.0000e+00
1.8467e+00 3.6534e+00 4.8974e-01 5.5871e-01 1.3042e+01 9.1196e+00 4.4663e+00 2.5131e+00 6.6609e+00 -1.2706e+00 -4.7280e-01 6.0456e-01 1.0699e+00 0.0000e+00 0.0000e+00
2.0022e+00 3.0663e+00 3.8604e-01 4.4791e-01 1.1094e+01 7.9063e+00 3.9370e+00 2.2301e+00 5.9356e+00 -1.1475e+00 -4.1567e-01 5.2004e-01 9.4423e-01 0.0000e+00 0.0000e+00
2.1709e+00 2.5658e+00 2.9545e-01 3.4919e-01 9.3918e+00 6.8320e+00 3.4506e+00 1.9754e+00 5.2705e+00 -1.0340e+00 -3.6418e-01 4.4678e-01 8.3206e-01 0.0000e+00 0.0000e+00
2.3537e+00 2.1396e+00 2.1726e-01 2.6258e-01 7.9085e+00 5.8817e+00 3.0056e+00 1.7466e+00 4.6624e+00 -9.2939e-01 -3.1787e-01 3.8329e-01 7.3203e-01 0.0000e+00 0.0000e+00
2.5520e+00 1.7772e+00 1.5074e-01 1.8799e-01 6.6198e+00 5.0426e+00 2.6006e+00 1.5413e+00 4.1079e+00 -8.3287e-01 -2.7634e-01 3.2827e-01 6.4290e-01 0.0000e+00 0.0000e+00
2.7669e+00 1.4699e+00 9.5172e-02 1.2518e-01 5.5046e+00 4.3032e+00 2.2344e+00 1.3574e+00 3.6040e+00 -7.4385e-01 -2.3920e-01 2.8063e-01 5.6357e-01 0.0000e+00 0.0000e+00
3.0000e+00 1.2099e+00 4.9771e-02 7.3675e-02 4.5445e+00 3.6539e+00 1.9055e+00 1.1929e+00 3.1478e+00 -6.6181e-01 -2.0609e-01 2.3939e-01 4.9305e-01 0.0000e+00 0.0000e+00
