# k[h/Mpc]   P_Zel   P_A    P_W    P_d    P_dd     P_d^2    P_d^2d^2  P_dd^2    P_s^2    P_ds^2    P_d^2s^2   P_s^2s^2   P_D2d     P_dD2d
# 
2.6392e-03 1.4488e+03 4.3341e-02 -1.7619e-02 2.8989e+03 1.6626e+03 -7.9835e-03 4.5329e+01 6.5417e-02 5.5546e-02 4.0645e-02 1.2062e+02 8.0252e+01 0.0000e+00 0.0000e+00
2.8615e-03 1.5491e+03 5.1348e-02 -2.2070e-02 3.0999e+03 1.7231e+03 -9.1477e-03 4.5327e+01 7.6981e-02 6.5009e-02 4.7406e-02 1.2057e+02 8.0190e+01 0.0000e+00 0.0000e+00
3.1025e-03 1.6543e+03 6.1647e-02 -2.7592e-02 3.3106e+03 1.7905e+03 -1.0433e-02 4.5325e+01 9.0603e-02 7.6001e-02 5.5225e-02 1.2051e+02 8.0119e+01 0.0000e+00 0.0000e+00
3.3638e-03 1.7643e+03 7.4881e-02 -3.4423e-02 3.5309e+03 1.8651e+03 -1.1834e-02 4.5322e+01 1.0665e-01 8.8731e-02 6.4243e-02 1.2044e+02 8.0036e+01 0.0000e+00 0.0000e+00
3.6472e-03 1.8790e+03 9.1847e-02 -4.2848e-02 3.7603e+03 1.9473e+03 -1.3331e-02 4.5319e+01 1.2557e-01 1.0343e-01 7.4613e-02 1.2036e+02 7.9940e+01 0.0000e+00 0.0000e+00
3.9544e-03 1.9981e+03 1.1351e-01 -5.3209e-02 3.9985e+03 2.0373e+03 -1.4894e-02 4.5315e+01 1.4788e-01 1.2032e-01 8.6500e-02 1.2027e+02 7.9828e+01 0.0000e+00 0.0000e+00
4.2875e-03 2.1215e+03 1.4103e-01 -6.5914e-02 4.2448e+03 2.1353e+03 -1.6467e-02 4.5311e+01 1.7419e-01 1.3965e-01 1.0007e-01 1.2016e+02 7.9699e+01 0.0000e+00 0.0000e+00
4.6486e-03 2.2487e+03 1.7575e-01 -8.1442e-02 4.4985e+03 2.2413e+03 -1.7967e-02 4.5306e+01 2.0524e-01 1.6165e-01 1.1549e-01 1.2003e+02 7.9549e+01 0.0000e+00 0.0000e+00
5.0402e-03 2.3793e+03 2.1920e-01 -1.0035e-01 4.7585e+03 2.3550e+03 -1.9269e-02 4.5300e+01 2.4190e-01 1.8651e-01 1.3294e-01 1.1988e+02 7.9376e+01 0.0000e+00 0.0000e+00
5.4648e-03 2.5124e+03 2.7309e-01 -1.2325e-01 5.0236e+03 2.4760e+03 -2.0193e-02 4.5293e+01 2.8518e-01 2.1439e-01 1.5255e-01 1.1971e+02 7.9176e+01 0.0000e+00 0.0000e+00
5.9251e-03 2.6468e+03 3.3928e-01 -1.5084e-01 5.2922e+03 2.6033e+03 -2.0483e-02 4.5285e+01 3.3632e-01 2.4536e-01 1.7444e-01 1.1951e+02 7.8947e+01 0.0000e+00 0.0000e+00
6.4242e-03 2.7813e+03 4.1977e-01 -1.8386e-01 5.5623e+03 2.7358e+03 -1.9787e-02 4.5275e+01 3.9675e-01 2.7940e-01 1.9870e-01 1.1927e+02 7.8684e+01 0.0000e+00 0.0000e+00
6.9653e-03 2.9149e+03 5.1671e-01 -2.2313e-01 5.8313e+03 2.8720e+03 -1.7625e-02 4.5264e+01 4.6819e-01 3.1633e-01 2.2533e-01 1.1900e+02 7.8383e+01 0.0000e+00 0.0000e+00
7.5520e-03 3.0466e+03 6.3248e-01 -2.6956e-01 6.0964e+03 3.0098e+03 -1.3351e-02 4.5251e+01 5.5266e-01 3.5582e-01 2.5426e-01 1.1868e+02 7.8040e+01 0.0000e+00 0.0000e+00
8.1881e-03 3.1756e+03 7.6987e-01 -3.2415e-01 6.3542e+03 3.1467e+03 -6.1126e-03 4.5236e+01 6.5252e-01 3.9729e-01 2.8529e-01 1.1831e+02 7.7650e+01 0.0000e+00 0.0000e+00
8.8778e-03 3.2999e+03 9.3226e-01 -3.8777e-01 6.6009e+03 3.2800e+03 5.2039e-03 4.5218e+01 7.7057e-01 4.3995e-01 3.1808e-01 1.1789e+02 7.7208e+01 0.0000e+00 0.0000e+00
9.6256e-03 3.4163e+03 1.1238e+00 -4.6104e-01 6.8327e+03 3.4063e+03 2.2033e-02 4.5198e+01 9.1007e-01 4.8274e-01 3.5212e-01 1.1740e+02 7.6709e+01 0.0000e+00 0.0000e+00
1.0436e-02 3.5216e+03 1.3493e+00 -5.4436e-01 7.0456e+03 3.5223e+03 4.6199e-02 4.5173e+01 1.0748e+00 5.2429e-01 3.8666e-01 1.1685e+02 7.6149e+01 0.0000e+00 0.0000e+00
1.1315e-02 3.6149e+03 1.6134e+00 -6.3821e-01 7.2353e+03 3.6245e+03 7.9989e-02 4.5145e+01 1.2691e+00 5.6295e-01 4.2071e-01 1.1621e+02 7.5522e+01 0.0000e+00 0.0000e+00
1.2269e-02 3.6960e+03 1.9199e+00 -7.4296e-01 7.3970e+03 3.7096e+03 1.2623e-01 4.5112e+01 1.4979e+00 5.9668e-01 4.5304e-01 1.1548e+02 7.4825e+01 0.0000e+00 0.0000e+00
1.3302e-02 3.7609e+03 2.2707e+00 -8.5781e-01 7.5250e+03 3.7745e+03 1.8836e-01 4.5074e+01 1.7669e+00 6.2294e-01 4.8208e-01 1.1465e+02 7.4051e+01 0.0000e+00 0.0000e+00
1.4422e-02 3.8039e+03 2.6660e+00 -9.8070e-01 7.6131e+03 3.8168e+03 2.7049e-01 4.5030e+01 2.0822e+00 6.3864e-01 5.0600e-01 1.1371e+02 7.3198e+01 0.0000e+00 0.0000e+00
1.5637e-02 3.8235e+03 3.1062e+00 -1.1096e+00 7.6550e+03 3.8346e+03 3.7737e-01 4.4978e+01 2.4506e+00 6.3991e-01 5.2271e-01 1.1265e+02 7.2263e+01 0.0000e+00 0.0000e+00
1.6955e-02 3.8193e+03 3.5919e+00 -1.2418e+00 7.6465e+03 3.8266e+03 5.1444e-01 4.4918e+01 2.8794e+00 6.2224e-01 5.2993e-01 1.1147e+02 7.1241e+01 0.0000e+00 0.0000e+00
1.8383e-02 3.7875e+03 4.1222e+00 -1.3728e+00 7.5843e+03 3.7922e+03 6.8767e-01 4.4849e+01 3.3761e+00 5.8080e-01 5.2527e-01 1.1014e+02 7.0132e+01 0.0000e+00 0.0000e+00
1.9931e-02 3.7271e+03 4.6889e+00 -1.4973e+00 7.4649e+03 3.7308e+03 9.0339e-01 4.4769e+01 3.9483e+00 5.1114e-01 5.0644e-01 1.0867e+02 6.8934e+01 0.0000e+00 0.0000e+00
2.1610e-02 3.6359e+03 5.2786e+00 -1.6085e+00 7.2845e+03 3.6417e+03 1.1680e+00 4.4676e+01 4.6031e+00 4.1006e-01 4.7142e-01 1.0705e+02 6.7644e+01 0.0000e+00 0.0000e+00
2.3430e-02 3.5148e+03 5.8800e+00 -1.7000e+00 7.0441e+03 3.5247e+03 1.4876e+00 4.4569e+01 5.3470e+00 2.7591e-01 4.1867e-01 1.0527e+02 6.6262e+01 0.0000e+00 0.0000e+00
2.5404e-02 3.3670e+03 6.4833e+00 -1.7658e+00 6.7497e+03 3.3800e+03 1.8673e+00 4.4446e+01 6.1848e+00 1.0787e-01 3.4730e-01 1.0333e+02 6.4788e+01 0.0000e+00 0.0000e+00
2.7544e-02 3.1946e+03 7.0711e+00 -1.7996e+00 6.4073e+03 3.2098e+03 2.3111e+00 4.4303e+01 7.1198e+00 -9.4921e-02 2.5708e-01 1.0122e+02 6.3222e+01 0.0000e+00 0.0000e+00
2.9864e-02 3.0029e+03 7.6300e+00 -1.7974e+00 6.0254e+03 3.0189e+03 2.8210e+00 4.4140e+01 8.1526e+00 -3.3295e-01 1.4839e-01 9.8945e+01 6.1563e+01 0.0000e+00 0.0000e+00
3.2379e-02 2.8001e+03 8.1594e+00 -1.7591e+00 5.6217e+03 2.8157e+03 3.3973e+00 4.3951e+01 9.2819e+00 -6.0430e-01 2.1948e-02 9.6495e+01 5.9813e+01 0.0000e+00 0.0000e+00
3.5106e-02 2.5939e+03 8.6537e+00 -1.6865e+00 5.2113e+03 2.6103e+03 4.0387e+00 4.3736e+01 1.0505e+01 -9.0516e-01 -1.2161e-01 9.3872e+01 5.7974e+01 0.0000e+00 0.0000e+00
3.8064e-02 2.3934e+03 9.1286e+00 -1.5856e+00 4.8121e+03 2.4124e+03 4.7434e+00 4.3488e+01 1.1817e+01 -1.2348e+00 -2.8236e-01 9.1072e+01 5.6052e+01 0.0000e+00 0.0000e+00
4.1270e-02 2.2079e+03 9.6102e+00 -1.4655e+00 4.4432e+03 2.2292e+03 5.5114e+00 4.3206e+01 1.3217e+01 -1.5974e+00 -4.6186e-01 8.8094e+01 5.4055e+01 0.0000e+00 0.0000e+00
4.4746e-02 2.0432e+03 1.0132e+01 -1.3335e+00 4.1160e+03 2.0660e+03 6.3463e+00 4.2885e+01 1.4705e+01 -1.9972e+00 -6.6370e-01 8.4937e+01 5.1996e+01 0.0000e+00 0.0000e+00
4.8515e-02 1.9036e+03 1.0726e+01 -1.1956e+00 3.8388e+03 1.9269e+03 7.2586e+00 4.2520e+01 1.6289e+01 -2.4409e+00 -8.9303e-01 8.1603e+01 4.9889e+01 0.0000e+00 0.0000e+00
5.2602e-02 1.7867e+03 1.1415e+01 -1.0472e+00 3.6082e+03 1.8133e+03 8.2661e+00 4.2106e+01 1.7979e+01 -2.9407e+00 -1.1554e+00 7.8103e+01 4.7755e+01 0.0000e+00 0.0000e+00
5.7032e-02 1.6896e+03 1.2206e+01 -8.7986e-01 3.4177e+03 1.7186e+03 9.3923e+00 4.1640e+01 1.9790e+01 -3.5015e+00 -1.4547e+00 7.4455e+01 4.5613e+01 0.0000e+00 0.0000e+00
6.1836e-02 1.5974e+03 1.3019e+01 -6.6210e-01 3.2367e+03 1.6288e+03 1.0658e+01 4.1117e+01 2.1731e+01 -4.1220e+00 -1.7893e+00 7.0695e+01 4.3479e+01 0.0000e+00 0.0000e+00
6.7045e-02 1.4951e+03 1.3727e+01 -3.6045e-01 3.0361e+03 1.5303e+03 1.2067e+01 4.0531e+01 2.3787e+01 -4.7837e+00 -2.1485e+00 6.6869e+01 4.1364e+01 0.0000e+00 0.0000e+00
7.2692e-02 1.3749e+03 1.4198e+01 4.0678e-02 2.7988e+03 1.4113e+03 1.3589e+01 3.9879e+01 2.5911e+01 -5.4504e+00 -2.5118e+00 6.3031e+01 3.9270e+01 0.0000e+00 0.0000e+00
7.8815e-02 1.2288e+03 1.4256e+01 5.4573e-01 2.5069e+03 1.2652e+03 1.5147e+01 3.9157e+01 2.8010e+01 -6.0729e+00 -2.8519e+00 5.9228e+01 3.7192e+01 0.0000e+00 0.0000e+00
8.5454e-02 1.0679e+03 1.3926e+01 1.1048e+00 2.1851e+03 1.1048e+03 1.6631e+01 3.8364e+01 2.9965e+01 -6.6059e+00 -3.1443e+00 5.5489e+01 3.5127e+01 0.0000e+00 0.0000e+00
9.2652e-02 9.1503e+02 1.3420e+01 1.6370e+00 1.8810e+03 9.5403e+02 1.7943e+01 3.7500e+01 3.1677e+01 -7.0320e+00 -3.3809e+00 5.1815e+01 3.3080e+01 0.0000e+00 0.0000e+00
1.0046e-01 7.9411e+02 1.3032e+01 2.0665e+00 1.6384e+03 8.3257e+02 1.9051e+01 3.6568e+01 3.3124e+01 -7.3739e+00 -3.5750e+00 4.8187e+01 3.1067e+01 0.0000e+00 0.0000e+00
1.0892e-01 7.1339e+02 1.3035e+01 2.3839e+00 1.4787e+03 7.5308e+02 2.0032e+01 3.5572e+01 3.4388e+01 -7.6822e+00 -3.7541e+00 4.4592e+01 2.9115e+01 0.0000e+00 0.0000e+00
1.1809e-01 6.6002e+02 1.3343e+01 2.6592e+00 1.3738e+03 7.0121e+02 2.1031e+01 3.4512e+01 3.5610e+01 -7.9978e+00 -3.9393e+00 4.1052e+01 2.7245e+01 0.0000e+00 0.0000e+00
1.2804e-01 6.0586e+02 1.3525e+01 2.9926e+00 1.2672e+03 6.4833e+02 2.2121e+01 3.3392e+01 3.6847e+01 -8.3086e+00 -4.1215e+00 3.7632e+01 2.5457e+01 0.0000e+00 0.0000e+00
1.3883e-01 5.3032e+02 1.3109e+01 3.4110e+00 1.1163e+03 5.7305e+02 2.3183e+01 3.2211e+01 3.7958e+01 -8.5454e+00 -4.2618e+00 3.4399e+01 2.3735e+01 0.0000e+00 0.0000e+00
1.5052e-01 4.4430e+02 1.2195e+01 3.8070e+00 9.4270e+02 4.8590e+02 2.3963e+01 3.0976e+01 3.8691e+01 -8.6422e+00 -4.3253e+00 3.1369e+01 2.2064e+01 0.0000e+00 0.0000e+00
1.6320e-01 3.7741e+02 1.1459e+01 4.0582e+00 8.0746e+02 4.1810e+02 2.4365e+01 2.9697e+01 3.8967e+01 -8.6154e+00 -4.3231e+00 2.8503e+01 2.0458e+01 0.0000e+00 0.0000e+00
1.7694e-01 3.3809e+02 1.1239e+01 4.1936e+00 7.2859e+02 3.7858e+02 2.4593e+01 2.8386e+01 3.9009e+01 -8.5464e+00 -4.2992e+00 2.5769e+01 1.8940e+01 0.0000e+00 0.0000e+00
1.9185e-01 3.0407e+02 1.1030e+01 4.3404e+00 6.6043e+02 3.4458e+02 2.4852e+01 2.7047e+01 3.9017e+01 -8.4738e+00 -4.2717e+00 2.3200e+01 1.7512e+01 0.0000e+00 0.0000e+00
2.0801e-01 2.5861e+02 1.0292e+01 4.5056e+00 5.6779e+02 2.9784e+02 2.4993e+01 2.5685e+01 3.8829e+01 -8.3417e+00 -4.2092e+00 2.0839e+01 1.6152e+01 0.0000e+00 0.0000e+00
2.2553e-01 2.1806e+02 9.5127e+00 4.5774e+00 4.8448e+02 2.5570e+02 2.4805e+01 2.4313e+01 3.8249e+01 -8.1102e+00 -4.0925e+00 1.8670e+01 1.4861e+01 0.0000e+00 0.0000e+00
2.4453e-01 1.9210e+02 9.0935e+00 4.5701e+00 4.3123e+02 2.2880e+02 2.4452e+01 2.2942e+01 3.7459e+01 -7.8376e+00 -3.9537e+00 1.6658e+01 1.3652e+01 0.0000e+00 0.0000e+00
2.6512e-01 1.6658e+02 8.5551e+00 4.5591e+00 3.7848e+02 2.0200e+02 2.4067e+01 2.1578e+01 3.6592e+01 -7.5613e+00 -3.8107e+00 1.4818e+01 1.2520e+01 0.0000e+00 0.0000e+00
2.8746e-01 1.4084e+02 7.8641e+00 4.5046e+00 3.2464e+02 1.7452e+02 2.3492e+01 2.0229e+01 3.5494e+01 -7.2371e+00 -3.6406e+00 1.3152e+01 1.1455e+01 0.0000e+00 0.0000e+00
3.1167e-01 1.2213e+02 7.3572e+00 4.4020e+00 2.8526e+02 1.5435e+02 2.2783e+01 1.8906e+01 3.4236e+01 -6.8838e+00 -3.4545e+00 1.1638e+01 1.0464e+01 0.0000e+00 0.0000e+00
3.3792e-01 1.0446e+02 6.7892e+00 4.2820e+00 2.4771e+02 1.3503e+02 2.2015e+01 1.7614e+01 3.2896e+01 -6.5304e+00 -3.2668e+00 1.0272e+01 9.5399e+00 0.0000e+00 0.0000e+00
3.6639e-01 8.9279e+01 6.2446e+00 4.1309e+00 2.1508e+02 1.1815e+02 2.1133e+01 1.6360e+01 3.1428e+01 -6.1566e+00 -3.0678e+00 9.0471e+00 8.6814e+00 0.0000e+00 0.0000e+00
3.9725e-01 7.6483e+01 5.7378e+00 3.9612e+00 1.8729e+02 1.0370e+02 2.0201e+01 1.5150e+01 2.9902e+01 -5.7854e+00 -2.8695e+00 7.9495e+00 7.8865e+00 0.0000e+00 0.0000e+00
4.3071e-01 6.5249e+01 5.2412e+00 3.7742e+00 1.6258e+02 9.0773e+01 1.9212e+01 1.3989e+01 2.8319e+01 -5.4132e+00 -2.6704e+00 6.9716e+00 7.1515e+00 0.0000e+00 0.0000e+00
4.6699e-01 5.5719e+01 4.7773e+00 3.5748e+00 1.4134e+02 7.9592e+01 1.8193e+01 1.2880e+01 2.6711e+01 -5.0485e+00 -2.4752e+00 6.1021e+00 6.4739e+00 0.0000e+00 0.0000e+00
5.0632e-01 4.7517e+01 4.3377e+00 3.3664e+00 1.2279e+02 6.9766e+01 1.7152e+01 1.1827e+01 2.5092e+01 -4.6924e+00 -2.2845e+00 5.3321e+00 5.8507e+00 0.0000e+00 0.0000e+00
5.4897e-01 4.0493e+01 3.9249e+00 3.1526e+00 1.0667e+02 6.1162e+01 1.6106e+01 1.0831e+01 2.3482e+01 -4.3490e+00 -2.1008e+00 4.6519e+00 5.2788e+00 0.0000e+00 0.0000e+00
5.9521e-01 3.4494e+01 3.5397e+00 2.9369e+00 9.2670e+01 5.3639e+01 1.5065e+01 9.8935e+00 2.1896e+01 -4.0198e+00 -1.9249e+00 4.0526e+00 4.7551e+00 0.0000e+00 0.0000e+00
6.4535e-01 2.9367e+01 3.1810e+00 2.7220e+00 8.0501e+01 4.7049e+01 1.4038e+01 9.0152e+00 2.0346e+01 -3.7066e+00 -1.7580e+00 3.5260e+00 4.2768e+00 0.0000e+00 0.0000e+00
6.9971e-01 2.4992e+01 2.8485e+00 2.5100e+00 6.9927e+01 4.1278e+01 1.3034e+01 8.1955e+00 1.8843e+01 -3.4104e+00 -1.6005e+00 3.0642e+00 3.8408e+00 0.0000e+00 0.0000e+00
7.5865e-01 2.1261e+01 2.5412e+00 2.3026e+00 6.0735e+01 3.6222e+01 1.2059e+01 7.4335e+00 1.7396e+01 -3.1317e+00 -1.4530e+00 2.6601e+00 3.4441e+00 0.0000e+00 0.0000e+00
8.2255e-01 1.8081e+01 2.2581e+00 2.1010e+00 5.2744e+01 3.1788e+01 1.1120e+01 6.7278e+00 1.6012e+01 -2.8709e+00 -1.3154e+00 2.3070e+00 3.0841e+00 0.0000e+00 0.0000e+00
8.9184e-01 1.5370e+01 1.9980e+00 1.9063e+00 4.5790e+01 2.7898e+01 1.0220e+01 6.0764e+00 1.4695e+01 -2.6276e+00 -1.1877e+00 1.9991e+00 2.7579e+00 0.0000e+00 0.0000e+00
9.6696e-01 1.3061e+01 1.7597e+00 1.7194e+00 3.9736e+01 2.4482e+01 9.3618e+00 5.4772e+00 1.3449e+01 -2.4016e+00 -1.0697e+00 1.7309e+00 2.4628e+00 0.0000e+00 0.0000e+00
1.0484e+00 1.1094e+01 1.5419e+00 1.5410e+00 3.4461e+01 2.1480e+01 8.5475e+00 4.9277e+00 1.2274e+01 -2.1921e+00 -9.6116e-01 1.4977e+00 2.1965e+00 0.0000e+00 0.0000e+00
1.1367e+00 9.4173e+00 1.3433e+00 1.3715e+00 2.9863e+01 1.8839e+01 7.7779e+00 4.4251e+00 1.1172e+01 -1.9985e+00 -8.6156e-01 1.2950e+00 1.9565e+00 0.0000e+00 0.0000e+00
1.2325e+00 7.9890e+00 1.1627e+00 1.2113e+00 2.5851e+01 1.6513e+01 7.0534e+00 3.9668e+00 1.0142e+01 -1.8200e+00 -7.7047e-01 1.1190e+00 1.7405e+00 0.0000e+00 0.0000e+00
1.3363e+00 6.7717e+00 9.9892e-01 1.0606e+00 2.2347e+01 1.4463e+01 6.3736e+00 3.5498e+00 9.1826e+00 -1.6556e+00 -6.8739e-01 9.6635e-01 1.5464e+00 0.0000e+00 0.0000e+00
1.4488e+00 5.7339e+00 8.5081e-01 9.1957e-01 1.9285e+01 1.2654e+01 5.7378e+00 3.1713e+00 8.2913e+00 -1.5043e+00 -6.1180e-01 8.3399e-01 1.3722e+00 0.0000e+00 0.0000e+00
1.5709e+00 4.8491e+00 7.1738e-01 7.8835e-01 1.6607e+01 1.1057e+01 5.1449e+00 2.8285e+00 7.4660e+00 -1.3652e+00 -5.4318e-01 7.1929e-01 1.2162e+00 0.0000e+00 0.0000e+00
1.7032e+00 4.0945e+00 5.9766e-01 6.6706e-01 1.4265e+01 9.6450e+00 4.5939e+00 2.5187e+00 6.7037e+00 -1.2374e+00 -4.8100e-01 6.1990e-01 1.0765e+00 0.0000e+00 0.0000e+00
1.8467e+00 3.4508e+00 4.9079e-01 5.5578e-01 1.2216e+01 8.3962e+00 4.0832e+00 2.2391e+00 6.0014e+00 -1.1199e+00 -4.2477e-01 5.3381e-01 9.5158e-01 0.0000e+00 0.0000e+00
2.0022e+00 2.9020e+00 3.9600e-01 4.5464e-01 1.0425e+01 7.2914e+00 3.6115e+00 1.9872e+00 5.3560e+00 -1.0119e+00 -3.7401e-01 4.5924e-01 8.4002e-01 0.0000e+00 0.0000e+00
2.1709e+00 2.4341e+00 3.1257e-01 3.6369e-01 8.8590e+00 6.3140e+00 3.1774e+00 1.7608e+00 4.7643e+00 -9.1265e-01 -3.2828e-01 3.9466e-01 7.4048e-01 0.0000e+00 0.0000e+00
2.3537e+00 2.0355e+00 2.3984e-01 2.8297e-01 7.4931e+00 5.4497e+00 2.7796e+00 1.5574e+00 4.2232e+00 -8.2129e-01 -2.8715e-01 3.3875e-01 6.5175e-01 0.0000e+00 0.0000e+00
2.5520e+00 1.6962e+00 1.7719e-01 2.1244e-01 6.3041e+00 4.6861e+00 2.4167e+00 1.3751e+00 3.7296e+00 -7.3720e-01 -2.5025e-01 2.9033e-01 5.7273e-01 0.0000e+00 0.0000e+00
2.7669e+00 1.4081e+00 1.2399e-01 1.5194e-01 5.2724e+00 4.0128e+00 2.0875e+00 1.2118e+00 3.2807e+00 -6.5977e-01 -2.1722e-01 2.4843e-01 5.0243e-01 0.0000e+00 0.0000e+00
3.0000e+00 1.1639e+00 7.9627e-02 1.0120e-01 4.3808e+00 3.4204e+00 1.7905e+00 1.0658e+00 2.8738e+00 -5.8848e-01 -1.8775e-01 2.1218e-01 4.3994e-01 0.0000e+00 0.0000e+00
