# k[h/Mpc]   P_Zel   P_A    P_W    P_d    P_dd     P_d^2    P_d^2d^2  P_dd^2    P_s^2    P_ds^2    P_d^2s^2   P_s^2s^2   P_D2d     P_dD2d
# 
6.9653e-03 3.4827e+03 7.3125e-01 -3.1855e-01 6.9676e+03 3.4317e+03 -2.5163e-02 6.4625e+01 6.6843e-01 4.5161e-01 3.2170e-01 1.6989e+02 1.1191e+02 0.0000e+00 0.0000e+00
7.5520e-03 3.6401e+03 8.9505e-01 -3.8484e-01 7.2844e+03 3.5964e+03 -1.9062e-02 6.4606e+01 7.8902e-01 5.0797e-01 3.6299e-01 1.6944e+02 1.1142e+02 0.0000e+00 0.0000e+00
8.1881e-03 3.7942e+03 1.0894e+00 -4.6276e-01 7.5923e+03 3.7600e+03 -8.7283e-03 6.4584e+01 9.3159e-01 5.6718e-01 4.0729e-01 1.6892e+02 1.1086e+02 0.0000e+00 0.0000e+00
8.8778e-03 3.9427e+03 1.3191e+00 -5.5358e-01 7.8871e+03 3.9192e+03 7.4270e-03 6.4559e+01 1.1001e+00 6.2807e-01 4.5410e-01 1.6831e+02 1.1023e+02 0.0000e+00 0.0000e+00
9.6256e-03 4.0816e+03 1.5900e+00 -6.5818e-01 8.1641e+03 4.0702e+03 3.1451e-02 6.4529e+01 1.2993e+00 6.8914e-01 5.0268e-01 1.6762e+02 1.0952e+02 0.0000e+00 0.0000e+00
1.0436e-02 4.2074e+03 1.9088e+00 -7.7712e-01 8.4184e+03 4.2088e+03 6.5948e-02 6.4494e+01 1.5344e+00 7.4845e-01 5.5198e-01 1.6682e+02 1.0872e+02 0.0000e+00 0.0000e+00
1.1315e-02 4.3189e+03 2.2822e+00 -9.1109e-01 8.6450e+03 4.3309e+03 1.1418e-01 6.4453e+01 1.8118e+00 8.0361e-01 6.0059e-01 1.6590e+02 1.0782e+02 0.0000e+00 0.0000e+00
1.2269e-02 4.4156e+03 2.7155e+00 -1.0606e+00 8.8381e+03 4.4326e+03 1.8019e-01 6.4406e+01 2.1384e+00 8.5172e-01 6.4672e-01 1.6486e+02 1.0682e+02 0.0000e+00 0.0000e+00
1.3302e-02 4.4930e+03 3.2111e+00 -1.2245e+00 8.9911e+03 4.5101e+03 2.6888e-01 6.4351e+01 2.5223e+00 8.8918e-01 6.8815e-01 1.6367e+02 1.0572e+02 0.0000e+00 0.0000e+00
1.4422e-02 4.5443e+03 3.7697e+00 -1.3999e+00 9.0962e+03 4.5607e+03 3.8609e-01 6.4288e+01 2.9724e+00 9.1153e-01 7.2228e-01 1.6233e+02 1.0450e+02 0.0000e+00 0.0000e+00
1.5637e-02 4.5676e+03 4.3913e+00 -1.5839e+00 9.1463e+03 4.5820e+03 5.3864e-01 6.4214e+01 3.4982e+00 9.1329e-01 7.4611e-01 1.6082e+02 1.0316e+02 0.0000e+00 0.0000e+00
1.6955e-02 4.5623e+03 5.0771e+00 -1.7726e+00 9.1361e+03 4.5726e+03 7.3426e-01 6.4128e+01 4.1103e+00 8.8800e-01 7.5637e-01 1.5912e+02 1.0170e+02 0.0000e+00 0.0000e+00
1.8383e-02 4.5242e+03 5.8255e+00 -1.9594e+00 9.0617e+03 4.5315e+03 9.8146e-01 6.4028e+01 4.8192e+00 8.2875e-01 7.4967e-01 1.5723e+02 1.0012e+02 0.0000e+00 0.0000e+00
1.9931e-02 4.4519e+03 6.6251e+00 -2.1370e+00 8.9190e+03 4.4581e+03 1.2893e+00 6.3913e+01 5.6357e+00 7.2921e-01 7.2275e-01 1.5513e+02 9.8403e+01 0.0000e+00 0.0000e+00
2.1610e-02 4.3427e+03 7.4564e+00 -2.2957e+00 8.7034e+03 4.3518e+03 1.6668e+00 6.3780e+01 6.5701e+00 5.8483e-01 6.7271e-01 1.5282e+02 9.6560e+01 0.0000e+00 0.0000e+00
2.3430e-02 4.1978e+03 8.3037e+00 -2.4261e+00 8.4160e+03 4.2121e+03 2.1227e+00 6.3626e+01 7.6315e+00 3.9322e-01 5.9737e-01 1.5027e+02 9.4585e+01 0.0000e+00 0.0000e+00
2.5404e-02 4.0210e+03 9.1531e+00 -2.5200e+00 8.0643e+03 4.0394e+03 2.6644e+00 6.3449e+01 8.8268e+00 1.5325e-01 4.9545e-01 1.4749e+02 9.2479e+01 0.0000e+00 0.0000e+00
2.7544e-02 3.8148e+03 9.9798e+00 -2.5682e+00 7.6552e+03 3.8361e+03 3.2973e+00 6.3245e+01 1.0160e+01 -1.3631e-01 3.6665e-01 1.4448e+02 9.0239e+01 0.0000e+00 0.0000e+00
2.9864e-02 3.5856e+03 1.0765e+01 -2.5650e+00 7.1990e+03 3.6082e+03 4.0243e+00 6.3009e+01 1.1633e+01 -4.7615e-01 2.1150e-01 1.4122e+02 8.7868e+01 0.0000e+00 0.0000e+00
3.2379e-02 3.3431e+03 1.1507e+01 -2.5103e+00 6.7167e+03 3.3655e+03 4.8458e+00 6.2739e+01 1.3244e+01 -8.6352e-01 3.1048e-02 1.3772e+02 8.5367e+01 0.0000e+00 0.0000e+00
3.5106e-02 3.0966e+03 1.2200e+01 -2.4069e+00 6.2266e+03 3.1203e+03 5.7598e+00 6.2429e+01 1.4987e+01 -1.2930e+00 -1.7379e-01 1.3397e+02 8.2739e+01 0.0000e+00 0.0000e+00
3.8064e-02 2.8569e+03 1.2864e+01 -2.2633e+00 5.7498e+03 2.8841e+03 6.7638e+00 6.2074e+01 1.6858e+01 -1.7634e+00 -4.0312e-01 1.2996e+02 7.9992e+01 0.0000e+00 0.0000e+00
4.1270e-02 2.6352e+03 1.3536e+01 -2.0923e+00 5.3092e+03 2.6655e+03 7.8574e+00 6.1668e+01 1.8852e+01 -2.2809e+00 -6.5914e-01 1.2571e+02 7.7138e+01 0.0000e+00 0.0000e+00
4.4746e-02 2.4383e+03 1.4264e+01 -1.9046e+00 4.9185e+03 2.4707e+03 9.0458e+00 6.1206e+01 2.0972e+01 -2.8513e+00 -9.4692e-01 1.2119e+02 7.4194e+01 0.0000e+00 0.0000e+00
4.8515e-02 2.2713e+03 1.5091e+01 -1.7088e+00 4.5876e+03 2.3047e+03 1.0344e+01 6.0682e+01 2.3227e+01 -3.4841e+00 -1.2738e+00 1.1643e+02 7.1184e+01 0.0000e+00 0.0000e+00
5.2602e-02 2.1314e+03 1.6049e+01 -1.4985e+00 4.3122e+03 2.1693e+03 1.1776e+01 6.0088e+01 2.5632e+01 -4.1968e+00 -1.6476e+00 1.1142e+02 6.8134e+01 0.0000e+00 0.0000e+00
5.7032e-02 2.0152e+03 1.7149e+01 -1.2614e+00 4.0846e+03 2.0564e+03 1.3377e+01 5.9419e+01 2.8209e+01 -4.9961e+00 -2.0737e+00 1.0621e+02 6.5072e+01 0.0000e+00 0.0000e+00
6.1836e-02 1.9047e+03 1.8275e+01 -9.5322e-01 3.8685e+03 1.9495e+03 1.5175e+01 5.8667e+01 3.0968e+01 -5.8800e+00 -2.5499e+00 1.0084e+02 6.2023e+01 0.0000e+00 0.0000e+00
6.7045e-02 1.7823e+03 1.9250e+01 -5.2658e-01 3.6291e+03 1.8320e+03 1.7174e+01 5.7826e+01 3.3889e+01 -6.8221e+00 -3.0607e+00 9.5369e+01 5.9001e+01 0.0000e+00 0.0000e+00
7.2692e-02 1.6386e+03 1.9892e+01 4.0297e-02 3.3460e+03 1.6903e+03 1.9331e+01 5.6890e+01 3.6904e+01 -7.7706e+00 -3.5768e+00 8.9886e+01 5.6009e+01 0.0000e+00 0.0000e+00
7.8815e-02 1.4641e+03 1.9955e+01 7.5330e-01 2.9979e+03 1.5162e+03 2.1537e+01 5.5854e+01 3.9880e+01 -8.6557e+00 -4.0595e+00 8.4454e+01 5.3041e+01 0.0000e+00 0.0000e+00
8.5454e-02 1.2724e+03 1.9476e+01 1.5414e+00 2.6144e+03 1.3251e+03 2.3635e+01 5.4716e+01 4.2648e+01 -9.4130e+00 -4.4739e+00 7.9114e+01 5.0091e+01 0.0000e+00 0.0000e+00
9.2652e-02 1.0902e+03 1.8754e+01 2.2898e+00 2.2522e+03 1.1456e+03 2.5485e+01 5.3477e+01 4.5068e+01 -1.0018e+01 -4.8089e+00 7.3867e+01 4.7167e+01 0.0000e+00 0.0000e+00
1.0046e-01 9.4616e+02 1.8195e+01 2.8919e+00 1.9632e+03 1.0009e+03 2.7043e+01 5.2140e+01 4.7108e+01 -1.0504e+01 -5.0830e+00 6.8687e+01 4.4293e+01 0.0000e+00 0.0000e+00
1.0892e-01 8.4980e+02 1.8176e+01 3.3346e+00 1.7727e+03 9.0619e+02 2.8419e+01 5.0711e+01 4.8887e+01 -1.0941e+01 -5.3355e+00 6.3556e+01 4.1506e+01 0.0000e+00 0.0000e+00
1.1809e-01 7.8577e+02 1.8572e+01 3.7163e+00 1.6473e+03 8.4426e+02 2.9816e+01 4.9192e+01 5.0603e+01 -1.1388e+01 -5.5959e+00 5.8507e+01 3.8836e+01 0.0000e+00 0.0000e+00
1.2804e-01 7.2084e+02 1.8788e+01 4.1772e+00 1.5197e+03 7.8112e+02 3.1338e+01 4.7587e+01 5.2332e+01 -1.1827e+01 -5.8512e+00 5.3630e+01 3.6285e+01 0.0000e+00 0.0000e+00
1.3883e-01 6.3091e+02 1.8184e+01 4.7544e+00 1.3400e+03 6.9150e+02 3.2813e+01 4.5896e+01 5.3878e+01 -1.2160e+01 -6.0464e+00 4.9021e+01 3.3827e+01 0.0000e+00 0.0000e+00
1.5052e-01 5.2895e+02 1.6904e+01 5.2985e+00 1.1339e+03 5.8796e+02 3.3888e+01 4.4127e+01 5.4887e+01 -1.2296e+01 -6.1332e+00 4.4702e+01 3.1444e+01 0.0000e+00 0.0000e+00
1.6320e-01 4.4963e+02 1.5869e+01 5.6401e+00 9.7316e+02 5.0730e+02 3.4429e+01 4.2297e+01 5.5251e+01 -1.2258e+01 -6.1274e+00 4.0618e+01 2.9153e+01 0.0000e+00 0.0000e+00
1.7694e-01 4.0253e+02 1.5528e+01 5.8198e+00 8.7857e+02 4.5990e+02 3.4724e+01 4.0420e+01 5.5283e+01 -1.2161e+01 -6.0907e+00 3.6725e+01 2.6989e+01 0.0000e+00 0.0000e+00
1.9185e-01 3.6169e+02 1.5194e+01 6.0116e+00 7.9661e+02 4.1901e+02 3.5056e+01 3.8506e+01 5.5258e+01 -1.2056e+01 -6.0478e+00 3.3069e+01 2.4953e+01 0.0000e+00 0.0000e+00
2.0801e-01 3.0789e+02 1.4161e+01 6.2253e+00 6.8653e+02 3.6338e+02 3.5217e+01 3.6560e+01 5.4954e+01 -1.1868e+01 -5.9554e+00 2.9710e+01 2.3015e+01 0.0000e+00 0.0000e+00
2.2553e-01 2.5999e+02 1.3078e+01 6.3116e+00 5.8761e+02 3.1323e+02 3.4921e+01 3.4601e+01 5.4103e+01 -1.1542e+01 -5.7878e+00 2.6622e+01 2.1175e+01 0.0000e+00 0.0000e+00
2.4453e-01 2.2889e+02 1.2463e+01 6.2893e+00 5.2344e+02 2.8073e+02 3.4393e+01 3.2643e+01 5.2958e+01 -1.1158e+01 -5.5894e+00 2.3762e+01 1.9454e+01 0.0000e+00 0.0000e+00
2.6512e-01 1.9850e+02 1.1694e+01 6.2574e+00 4.6018e+02 2.4850e+02 3.3814e+01 3.0697e+01 5.1697e+01 -1.0768e+01 -5.3840e+00 2.1146e+01 1.7841e+01 0.0000e+00 0.0000e+00
2.8746e-01 1.6813e+02 1.0738e+01 6.1668e+00 3.9612e+02 2.1567e+02 3.2974e+01 2.8775e+01 5.0118e+01 -1.0312e+01 -5.1417e+00 1.8777e+01 1.6325e+01 0.0000e+00 0.0000e+00
3.1167e-01 1.4577e+02 1.0012e+01 6.0114e+00 3.4858e+02 1.9122e+02 3.1949e+01 2.6889e+01 4.8316e+01 -9.8163e+00 -4.8776e+00 1.6626e+01 1.4914e+01 0.0000e+00 0.0000e+00
3.3792e-01 1.2480e+02 9.2168e+00 5.8299e+00 3.0352e+02 1.6791e+02 3.0839e+01 2.5049e+01 4.6397e+01 -9.3190e+00 -4.6107e+00 1.4685e+01 1.3600e+01 0.0000e+00 0.0000e+00
3.6639e-01 1.0678e+02 8.4545e+00 5.6077e+00 2.6427e+02 1.4748e+02 2.9577e+01 2.3264e+01 4.4306e+01 -8.7950e+00 -4.3291e+00 1.2944e+01 1.2378e+01 0.0000e+00 0.0000e+00
3.9725e-01 9.1541e+01 7.7421e+00 5.3594e+00 2.3067e+02 1.2989e+02 2.8243e+01 2.1543e+01 4.2134e+01 -8.2739e+00 -4.0484e+00 1.1384e+01 1.1247e+01 0.0000e+00 0.0000e+00
4.3071e-01 7.8192e+01 7.0486e+00 5.0883e+00 2.0080e+02 1.1414e+02 2.6833e+01 1.9892e+01 3.9885e+01 -7.7520e+00 -3.7672e+00 9.9935e+00 1.0202e+01 0.0000e+00 0.0000e+00
4.6699e-01 6.6840e+01 6.3992e+00 4.8005e+00 1.7501e+02 1.0045e+02 2.5382e+01 1.8317e+01 3.7603e+01 -7.2403e+00 -3.4915e+00 8.7570e+00 9.2378e+00 0.0000e+00 0.0000e+00
5.0632e-01 5.7066e+01 5.7851e+00 4.5011e+00 1.5244e+02 8.8376e+01 2.3904e+01 1.6820e+01 3.5309e+01 -6.7407e+00 -3.2225e+00 7.6613e+00 8.3513e+00 0.0000e+00 0.0000e+00
5.4897e-01 4.8689e+01 5.2088e+00 4.1950e+00 1.3276e+02 7.7764e+01 2.2420e+01 1.5406e+01 3.3029e+01 -6.2585e+00 -2.9633e+00 6.6928e+00 7.5378e+00 0.0000e+00 0.0000e+00
5.9521e-01 4.1523e+01 4.6709e+00 3.8867e+00 1.1560e+02 6.8442e+01 2.0943e+01 1.4076e+01 3.0784e+01 -5.7960e+00 -2.7153e+00 5.8389e+00 6.7929e+00 0.0000e+00 0.0000e+00
6.4535e-01 3.5391e+01 4.1702e+00 3.5798e+00 1.0064e+02 6.0241e+01 1.9487e+01 1.2829e+01 2.8592e+01 -5.3553e+00 -2.4799e+00 5.0878e+00 6.1123e+00 0.0000e+00 0.0000e+00
6.9971e-01 3.0150e+01 3.7060e+00 3.2772e+00 8.7582e+01 5.3023e+01 1.8064e+01 1.1666e+01 2.6467e+01 -4.9380e+00 -2.2578e+00 4.4284e+00 5.4917e+00 0.0000e+00 0.0000e+00
7.5865e-01 2.5672e+01 3.2770e+00 2.9812e+00 7.6185e+01 4.6666e+01 1.6683e+01 1.0584e+01 2.4421e+01 -4.5446e+00 -2.0495e+00 3.8506e+00 4.9270e+00 0.0000e+00 0.0000e+00
8.2255e-01 2.1847e+01 2.8818e+00 2.6936e+00 6.6231e+01 4.1064e+01 1.5351e+01 9.5824e+00 2.2462e+01 -4.1754e+00 -1.8551e+00 3.3450e+00 4.4140e+00 0.0000e+00 0.0000e+00
8.9184e-01 1.8581e+01 2.5187e+00 2.4160e+00 5.7531e+01 3.6122e+01 1.4073e+01 8.6575e+00 2.0598e+01 -3.8302e+00 -1.6745e+00 2.9034e+00 3.9491e+00 0.0000e+00 0.0000e+00
9.6696e-01 1.5791e+01 2.1862e+00 2.1497e+00 4.9921e+01 3.1757e+01 1.2853e+01 7.8063e+00 1.8832e+01 -3.5083e+00 -1.5075e+00 2.5180e+00 3.5282e+00 0.0000e+00 0.0000e+00
1.0484e+00 1.3409e+01 1.8825e+00 1.8959e+00 4.3259e+01 2.7899e+01 1.1694e+01 7.0253e+00 1.7166e+01 -3.2088e+00 -1.3534e+00 2.1821e+00 3.1480e+00 0.0000e+00 0.0000e+00
1.1367e+00 1.1374e+01 1.6062e+00 1.6554e+00 3.7424e+01 2.4486e+01 1.0598e+01 6.3105e+00 1.5602e+01 -2.9309e+00 -1.2119e+00 1.8895e+00 2.8050e+00 0.0000e+00 0.0000e+00
1.2325e+00 9.6357e+00 1.3556e+00 1.4289e+00 3.2309e+01 2.1462e+01 9.5638e+00 5.6580e+00 1.4137e+01 -2.6731e+00 -1.0822e+00 1.6349e+00 2.4959e+00 0.0000e+00 0.0000e+00
1.3363e+00 8.1506e+00 1.1294e+00 1.2171e+00 2.7824e+01 1.8782e+01 8.5927e+00 5.0637e+00 1.2770e+01 -2.4344e+00 -9.6361e-01 1.4134e+00 2.2179e+00 0.0000e+00 0.0000e+00
1.4488e+00 6.8818e+00 9.2630e-01 1.0206e+00 2.3889e+01 1.6404e+01 7.6839e+00 4.5238e+00 1.1499e+01 -2.2135e+00 -8.5552e-01 1.2208e+00 1.9681e+00 0.0000e+00 0.0000e+00
1.5709e+00 5.7977e+00 7.4504e-01 8.4001e-01 2.0438e+01 1.4294e+01 6.8365e+00 4.0341e+00 1.0320e+01 -2.0089e+00 -7.5718e-01 1.0534e+00 1.7439e+00 0.0000e+00 0.0000e+00
1.7032e+00 4.8718e+00 5.8455e-01 6.7573e-01 1.7414e+01 1.2420e+01 6.0495e+00 3.5908e+00 9.2297e+00 -1.8196e+00 -6.6792e-01 9.0791e-01 1.5429e+00 0.0000e+00 0.0000e+00
1.8467e+00 4.0815e+00 4.4384e-01 5.2823e-01 1.4766e+01 1.0757e+01 5.3217e+00 3.1903e+00 8.2244e+00 -1.6443e+00 -5.8709e-01 7.8151e-01 1.3629e+00 0.0000e+00 0.0000e+00
2.0022e+00 3.4075e+00 3.2194e-01 3.9783e-01 1.2453e+01 9.2820e+00 4.6519e+00 2.8290e+00 7.3001e+00 -1.4819e+00 -5.1405e-01 6.7171e-01 1.2018e+00 0.0000e+00 0.0000e+00
2.1709e+00 2.8337e+00 2.1791e-01 2.8467e-01 1.0439e+01 7.9759e+00 4.0390e+00 2.5035e+00 6.4530e+00 -1.3316e+00 -4.4825e-01 5.7637e-01 1.0579e+00 0.0000e+00 0.0000e+00
2.3537e+00 2.3462e+00 1.3076e-01 1.8864e-01 8.6916e+00 6.8218e+00 3.4815e+00 2.2109e+00 5.6793e+00 -1.1924e+00 -3.8913e-01 4.9362e-01 9.2945e-01 0.0000e+00 0.0000e+00
2.5520e+00 1.9331e+00 5.9447e-02 1.0933e-01 7.1832e+00 5.8050e+00 2.9780e+00 1.9482e+00 4.9752e+00 -1.0636e+00 -3.3621e-01 4.2183e-01 8.1492e-01 0.0000e+00 0.0000e+00
2.7669e+00 1.5844e+00 2.7825e-03 4.5965e-02 5.8892e+00 4.9129e+00 2.5269e+00 1.7128e+00 4.3373e+00 -9.4458e-01 -2.8902e-01 3.5963e-01 7.1294e-01 0.0000e+00 0.0000e+00
3.0000e+00 1.2914e+00 -4.0534e-02 -2.5665e-03 4.7874e+00 4.1337e+00 2.1262e+00 1.5021e+00 3.7619e+00 -8.3488e-01 -2.4714e-01 3.0579e-01 6.2227e-01 0.0000e+00 0.0000e+00
