# k[h/Mpc]   Q1   Q2    Q3    Q5    Q8     Qs2    
# 
7.9150e+00 7.2574e+00 8.3987e+00 1.2296e+03 8.1506e+00 9.1742e+00 -3.4237e+00
7.9882e+00 7.1389e+00 9.4950e+00 1.2013e+03 8.0103e+00 9.0134e+00 -3.3899e+00
8.0622e+00 6.9837e+00 8.3567e+00 1.2240e+03 7.8516e+00 8.8350e+00 -3.2811e+00
8.1368e+00 6.8885e+00 8.8219e+00 1.1678e+03 7.7254e+00 8.6891e+00 -3.2872e+00
8.2122e+00 6.7293e+00 8.3994e+00 1.2116e+03 7.5705e+00 8.5150e+00 -3.1577e+00
8.2882e+00 6.6387e+00 8.0085e+00 1.1511e+03 7.4479e+00 8.3737e+00 -3.1687e+00
8.3649e+00 6.4909e+00 8.4324e+00 1.1900e+03 7.3030e+00 8.2102e+00 -3.0524e+00
8.4423e+00 6.3904e+00 7.3918e+00 1.1474e+03 7.1774e+00 8.0664e+00 -3.0385e+00
8.5205e+00 6.2639e+00 8.4095e+00 1.1571e+03 7.0440e+00 7.9148e+00 -2.9622e+00
8.5994e+00 6.1498e+00 7.1093e+00 1.1484e+03 6.9171e+00 7.7704e+00 -2.9085e+00
8.6790e+00 6.0465e+00 8.1201e+00 1.1221e+03 6.7947e+00 7.6304e+00 -2.8787e+00
8.7593e+00 5.9217e+00 7.0600e+00 1.1483e+03 6.6699e+00 7.4887e+00 -2.7879e+00
8.8404e+00 5.8347e+00 7.5016e+00 1.0959e+03 6.5552e+00 7.3570e+00 -2.7902e+00
8.9223e+00 5.7054e+00 7.1615e+00 1.1385e+03 6.4318e+00 7.2171e+00 -2.6818e+00
9.0049e+00 5.6232e+00 6.7913e+00 1.0799e+03 6.3204e+00 7.0895e+00 -2.6907e+00
9.0882e+00 5.4992e+00 7.3248e+00 1.1139e+03 6.1995e+00 6.9525e+00 -2.5925e+00
9.1724e+00 5.4128e+00 6.2154e+00 1.0729e+03 6.0904e+00 6.8280e+00 -2.5823e+00
9.2573e+00 5.3053e+00 7.2996e+00 1.0810e+03 5.9772e+00 6.6992e+00 -2.5175e+00
9.3430e+00 5.2074e+00 5.8751e+00 1.0734e+03 5.8688e+00 6.5760e+00 -2.4702e+00
9.4295e+00 5.1216e+00 6.9370e+00 1.0503e+03 5.7665e+00 6.4588e+00 -2.4471e+00
9.5168e+00 5.0095e+00 5.8549e+00 1.0722e+03 5.6545e+00 6.3326e+00 -2.3634e+00
9.6049e+00 4.9412e+00 6.3705e+00 1.0258e+03 5.5618e+00 6.2258e+00 -2.3720e+00
9.6938e+00 4.8216e+00 6.0946e+00 1.0610e+03 5.4469e+00 6.0971e+00 -2.2706e+00
9.7835e+00 4.7610e+00 5.7596e+00 1.0106e+03 5.3610e+00 5.9978e+00 -2.2873e+00
9.8741e+00 4.6478e+00 6.3064e+00 1.0393e+03 5.2502e+00 5.8738e+00 -2.1958e+00
9.9655e+00 4.5811e+00 5.2249e+00 1.0063e+03 5.1647e+00 5.7757e+00 -2.1919e+00
1.0058e+01 4.4869e+00 6.2478e+00 1.0126e+03 5.0651e+00 5.6633e+00 -2.1340e+00
1.0151e+01 4.4020e+00 4.9516e+00 1.0051e+03 4.9706e+00 5.5568e+00 -2.0922e+00
1.0245e+01 4.3315e+00 5.9329e+00 9.8369e+02 4.8853e+00 5.4593e+00 -2.0760e+00
1.0340e+01 4.2284e+00 4.9825e+00 1.0001e+03 4.7811e+00 5.3436e+00 -1.9981e+00
1.0435e+01 4.1773e+00 5.4244e+00 9.5858e+02 4.7084e+00 5.2593e+00 -2.0134e+00
1.0532e+01 4.0677e+00 5.1572e+00 9.8841e+02 4.6025e+00 5.1422e+00 -1.9187e+00
1.0630e+01 4.0222e+00 4.8286e+00 9.4533e+02 4.5353e+00 5.0640e+00 -1.9386e+00
1.0728e+01 3.9214e+00 5.2674e+00 9.7055e+02 4.4369e+00 4.9545e+00 -1.8552e+00
1.0827e+01 3.8655e+00 4.3966e+00 9.4117e+02 4.3644e+00 4.8716e+00 -1.8533e+00
1.0927e+01 3.7842e+00 5.2485e+00 9.4609e+02 4.2785e+00 4.7750e+00 -1.8027e+00
1.1029e+01 3.7115e+00 4.2369e+00 9.4020e+02 4.1978e+00 4.6842e+00 -1.7661e+00
1.1131e+01 3.6519e+00 5.0286e+00 9.1917e+02 4.1247e+00 4.6009e+00 -1.7539e+00
1.1234e+01 3.5664e+00 4.2717e+00 9.3621e+02 4.0396e+00 4.5059e+00 -1.6874e+00
1.1338e+01 3.5212e+00 4.5791e+00 8.9876e+02 3.9755e+00 4.4320e+00 -1.6995e+00
1.1443e+01 3.4322e+00 4.3640e+00 9.2612e+02 3.8907e+00 4.3377e+00 -1.6214e+00
1.1549e+01 3.3886e+00 4.0893e+00 8.8596e+02 3.8276e+00 4.2652e+00 -1.6354e+00
1.1656e+01 3.3064e+00 4.4684e+00 9.0810e+02 3.7478e+00 4.1761e+00 -1.5669e+00
1.1763e+01 3.2557e+00 3.7144e+00 8.8047e+02 3.6824e+00 4.1017e+00 -1.5635e+00
1.1872e+01 3.1881e+00 4.4692e+00 8.8392e+02 3.6109e+00 4.0211e+00 -1.5220e+00
1.1982e+01 3.1269e+00 3.5364e+00 8.7880e+02 3.5433e+00 3.9449e+00 -1.4910e+00
1.2093e+01 3.0759e+00 4.2385e+00 8.6061e+02 3.4810e+00 3.8739e+00 -1.4801e+00
1.2205e+01 3.0053e+00 3.5502e+00 8.7584e+02 3.4111e+00 3.7957e+00 -1.4244e+00
1.2318e+01 2.9649e+00 3.8625e+00 8.4114e+02 3.3538e+00 3.7301e+00 -1.4343e+00
1.2432e+01 2.8904e+00 3.7083e+00 8.6625e+02 3.2838e+00 3.6520e+00 -1.3673e+00
1.2547e+01 2.8535e+00 3.4445e+00 8.2957e+02 3.2295e+00 3.5900e+00 -1.3805e+00
1.2663e+01 2.7839e+00 3.8516e+00 8.4864e+02 3.1622e+00 3.5148e+00 -1.3220e+00
1.2781e+01 2.7423e+00 3.1111e+00 8.2501e+02 3.1082e+00 3.4535e+00 -1.3201e+00
1.2899e+01 2.6853e+00 3.8173e+00 8.2749e+02 3.0477e+00 3.3854e+00 -1.2850e+00
1.3018e+01 2.6327e+00 2.9498e+00 8.2276e+02 2.9894e+00 3.3202e+00 -1.2576e+00
1.3139e+01 2.5902e+00 3.6199e+00 8.0528e+02 2.9365e+00 3.2602e+00 -1.2502e+00
1.3261e+01 2.5264e+00 2.9864e+00 8.1780e+02 2.8732e+00 3.1902e+00 -1.1989e+00
1.3383e+01 2.4964e+00 3.2724e+00 7.8739e+02 2.8283e+00 3.1387e+00 -1.2117e+00
1.3507e+01 2.4282e+00 3.1262e+00 8.0762e+02 2.7633e+00 3.0672e+00 -1.1500e+00
1.3632e+01 2.4015e+00 2.8812e+00 7.7642e+02 2.7217e+00 3.0195e+00 -1.1654e+00
1.3758e+01 2.3391e+00 3.2242e+00 7.9285e+02 2.6612e+00 2.9528e+00 -1.1118e+00
1.3886e+01 2.3054e+00 2.5890e+00 7.7157e+02 2.6163e+00 2.9020e+00 -1.1122e+00
1.4014e+01 2.2559e+00 3.2268e+00 7.7331e+02 2.5635e+00 2.8433e+00 -1.0812e+00
1.4144e+01 2.2107e+00 2.4871e+00 7.6924e+02 2.5133e+00 2.7875e+00 -1.0570e+00
1.4275e+01 2.1762e+00 3.0550e+00 7.5346e+02 2.4694e+00 2.7380e+00 -1.0525e+00
1.4407e+01 2.1218e+00 2.5342e+00 7.6492e+02 2.4156e+00 2.6788e+00 -1.0077e+00
1.4541e+01 2.0968e+00 2.7489e+00 7.3751e+02 2.3774e+00 2.6353e+00 -1.0198e+00
1.4675e+01 2.0400e+00 2.6334e+00 7.5618e+02 2.3239e+00 2.5765e+00 -9.6717e-01
1.4811e+01 2.0159e+00 2.4202e+00 7.2776e+02 2.2866e+00 2.5340e+00 -9.7981e-01
1.4948e+01 1.9640e+00 2.7308e+00 7.4163e+02 2.2363e+00 2.4785e+00 -9.3500e-01
1.5087e+01 1.9347e+00 2.1794e+00 7.2324e+02 2.1975e+00 2.4348e+00 -9.3442e-01
1.5226e+01 1.8936e+00 2.7191e+00 7.2403e+02 2.1537e+00 2.3858e+00 -9.0917e-01
1.5367e+01 1.8558e+00 2.0744e+00 7.2056e+02 2.1119e+00 2.3392e+00 -8.8883e-01
1.5509e+01 1.8263e+00 2.5701e+00 7.0635e+02 2.0746e+00 2.2969e+00 -8.8497e-01
1.5653e+01 1.7810e+00 2.1032e+00 7.1636e+02 2.0303e+00 2.2479e+00 -8.4718e-01
1.5798e+01 1.7594e+00 2.3118e+00 6.9192e+02 1.9975e+00 2.2103e+00 -8.5754e-01
1.5944e+01 1.7112e+00 2.2260e+00 7.0772e+02 1.9524e+00 2.1606e+00 -8.1247e-01
1.6092e+01 1.6917e+00 2.0261e+00 6.8272e+02 1.9218e+00 2.1254e+00 -8.2429e-01
1.6241e+01 1.6479e+00 2.3176e+00 6.9473e+02 1.8797e+00 2.0789e+00 -7.8589e-01
1.6391e+01 1.6236e+00 1.8107e+00 6.7816e+02 1.8475e+00 2.0424e+00 -7.8619e-01
1.6543e+01 1.5889e+00 2.3128e+00 6.7848e+02 1.8106e+00 2.0010e+00 -7.6468e-01
1.6696e+01 1.5563e+00 1.7319e+00 6.7527e+02 1.7749e+00 1.9612e+00 -7.4663e-01
1.6851e+01 1.5322e+00 2.1794e+00 6.6200e+02 1.7438e+00 1.9260e+00 -7.4464e-01
1.7007e+01 1.4922e+00 1.7799e+00 6.7043e+02 1.7048e+00 1.8830e+00 -7.1056e-01
1.7164e+01 1.4757e+00 1.9461e+00 6.4853e+02 1.6784e+00 1.8528e+00 -7.2144e-01
1.7323e+01 1.4335e+00 1.8706e+00 6.6204e+02 1.6390e+00 1.8096e+00 -6.8136e-01
1.7483e+01 1.4180e+00 1.6939e+00 6.3989e+02 1.6137e+00 1.7807e+00 -6.9262e-01
1.7645e+01 1.3797e+00 1.9485e+00 6.4965e+02 1.5767e+00 1.7402e+00 -6.5880e-01
1.7808e+01 1.3595e+00 1.5144e+00 6.3524e+02 1.5496e+00 1.7097e+00 -6.5923e-01
1.7973e+01 1.3300e+00 1.9443e+00 6.3483e+02 1.5178e+00 1.6745e+00 -6.4100e-01
1.8140e+01 1.3024e+00 1.4495e+00 6.3191e+02 1.4874e+00 1.6409e+00 -6.2547e-01
1.8308e+01 1.2823e+00 1.8299e+00 6.2001e+02 1.4612e+00 1.6114e+00 -6.2425e-01
1.8477e+01 1.2489e+00 1.4829e+00 6.2734e+02 1.4286e+00 1.5757e+00 -5.9530e-01
1.8648e+01 1.2348e+00 1.6298e+00 6.0793e+02 1.4058e+00 1.5498e+00 -6.0466e-01
1.8821e+01 1.1994e+00 1.5757e+00 6.1952e+02 1.3728e+00 1.5138e+00 -5.7068e-01
1.8995e+01 1.1862e+00 1.4151e+00 6.0001e+02 1.3512e+00 1.4892e+00 -5.8036e-01
1.9171e+01 1.1545e+00 1.6465e+00 6.0835e+02 1.3207e+00 1.4557e+00 -5.5205e-01
1.9348e+01 1.1374e+00 1.2590e+00 5.9557e+02 1.2976e+00 1.4299e+00 -5.5249e-01
1.9527e+01 1.1129e+00 1.6426e+00 5.9491e+02 1.2713e+00 1.4006e+00 -5.3744e-01
1.9708e+01 1.0895e+00 1.2043e+00 5.9237e+02 1.2457e+00 1.3723e+00 -5.2398e-01
1.9891e+01 1.0729e+00 1.5408e+00 5.8152e+02 1.2238e+00 1.3476e+00 -5.2357e-01
2.0075e+01 1.0441e+00 1.2447e+00 5.8773e+02 1.1959e+00 1.3170e+00 -4.9821e-01
2.0261e+01 1.0330e+00 1.3662e+00 5.7049e+02 1.1774e+00 1.2959e+00 -5.0720e-01
2.0448e+01 1.0025e+00 1.3217e+00 5.8029e+02 1.1492e+00 1.2650e+00 -4.7755e-01
2.0638e+01 9.9209e-01 1.1790e+00 5.6308e+02 1.1315e+00 1.2448e+00 -4.8658e-01
2.0829e+01 9.6470e-01 1.3843e+00 5.6983e+02 1.1053e+00 1.2161e+00 -4.6195e-01
2.1021e+01 9.5058e-01 1.0476e+00 5.5865e+02 1.0862e+00 1.1946e+00 -4.6254e-01
2.1216e+01 9.2980e-01 1.3813e+00 5.5753e+02 1.0639e+00 1.1698e+00 -4.4981e-01
2.1412e+01 9.0996e-01 1.0057e+00 5.5512e+02 1.0422e+00 1.1459e+00 -4.3814e-01
2.1611e+01 8.9628e-01 1.2942e+00 5.4526e+02 1.0240e+00 1.1253e+00 -4.3826e-01
2.1811e+01 8.7184e-01 1.0386e+00 5.5044e+02 1.0004e+00 1.0995e+00 -4.1644e-01
2.2013e+01 8.6262e-01 1.1430e+00 5.3509e+02 9.8477e-01 1.0817e+00 -4.2441e-01
2.2216e+01 8.3686e-01 1.1108e+00 5.4328e+02 9.6092e-01 1.0558e+00 -3.9903e-01
2.2422e+01 8.2815e-01 9.8286e-01 5.2811e+02 9.4595e-01 1.0388e+00 -4.0686e-01
2.2630e+01 8.0522e-01 1.1656e+00 5.3363e+02 9.2400e-01 1.0148e+00 -3.8608e-01
2.2839e+01 7.9331e-01 8.7025e-01 5.2372e+02 9.0778e-01 9.9667e-01 -3.8660e-01
2.3051e+01 7.7600e-01 1.1628e+00 5.2237e+02 8.8904e-01 9.7596e-01 -3.7606e-01
2.3264e+01 7.5919e-01 8.3494e-01 5.2015e+02 8.7068e-01 9.5580e-01 -3.6597e-01
2.3479e+01 7.4793e-01 1.0859e+00 5.1123e+02 8.5542e-01 9.3865e-01 -3.6649e-01
2.3697e+01 7.2706e-01 8.6825e-01 5.1555e+02 8.3532e-01 9.1680e-01 -3.4759e-01
2.3916e+01 7.1975e-01 9.5474e-01 5.0199e+02 8.2246e-01 9.0217e-01 -3.5490e-01
2.4137e+01 6.9780e-01 9.3052e-01 5.0886e+02 8.0220e-01 8.8018e-01 -3.3304e-01
2.4361e+01 6.9079e-01 8.1662e-01 4.9553e+02 7.8983e-01 8.6614e-01 -3.4008e-01
2.4586e+01 6.7129e-01 9.7824e-01 4.9996e+02 7.7118e-01 8.4580e-01 -3.2228e-01
2.4814e+01 6.6139e-01 7.2176e-01 4.9128e+02 7.5765e-01 8.3068e-01 -3.2280e-01
2.5044e+01 6.4688e-01 9.7557e-01 4.8973e+02 7.4193e-01 8.1331e-01 -3.1402e-01
2.5276e+01 6.3269e-01 6.9395e-01 4.8770e+02 7.2651e-01 7.9637e-01 -3.0533e-01
2.5510e+01 6.2342e-01 9.0924e-01 4.7964e+02 7.1380e-01 7.8208e-01 -3.0610e-01
2.5746e+01 6.0576e-01 7.2392e-01 4.8319e+02 6.9689e-01 7.6370e-01 -2.8987e-01
2.5984e+01 5.9979e-01 7.9644e-01 4.7118e+02 6.8620e-01 7.5151e-01 -2.9637e-01
2.6225e+01 5.8122e-01 7.7921e-01 4.7682e+02 6.6913e-01 7.3299e-01 -2.7768e-01
2.6467e+01 5.7549e-01 6.7850e-01 4.6510e+02 6.5884e-01 7.2131e-01 -2.8384e-01
2.6712e+01 5.5908e-01 8.2107e-01 4.6858e+02 6.4318e-01 7.0423e-01 -2.6877e-01
2.6960e+01 5.5082e-01 5.9798e-01 4.6091e+02 6.3187e-01 6.9161e-01 -2.6925e-01
2.7209e+01 5.3871e-01 8.1872e-01 4.5920e+02 6.1870e-01 6.7707e-01 -2.6197e-01
2.7461e+01 5.2668e-01 5.7612e-01 4.5727e+02 6.0567e-01 6.6280e-01 -2.5445e-01
2.7715e+01 5.1910e-01 7.6110e-01 4.4997e+02 5.9512e-01 6.5095e-01 -2.5541e-01
2.7972e+01 5.0409e-01 6.0340e-01 4.5281e+02 5.8079e-01 6.3542e-01 -2.4143e-01
2.8231e+01 4.9931e-01 6.6375e-01 4.4218e+02 5.7194e-01 6.2535e-01 -2.4724e-01
2.8492e+01 4.8356e-01 6.5201e-01 4.4677e+02 5.5749e-01 6.0972e-01 -2.3124e-01
2.8756e+01 4.7890e-01 5.6281e-01 4.3646e+02 5.4893e-01 6.0003e-01 -2.3664e-01
2.9022e+01 4.6508e-01 6.8816e-01 4.3914e+02 5.3575e-01 5.8569e-01 -2.2386e-01
2.9291e+01 4.5818e-01 4.9507e-01 4.3238e+02 5.2625e-01 5.7513e-01 -2.2427e-01
2.9562e+01 4.4809e-01 6.8574e-01 4.3057e+02 5.1524e-01 5.6300e-01 -2.1827e-01
2.9836e+01 4.3795e-01 4.7756e-01 4.2876e+02 5.0428e-01 5.5102e-01 -2.1180e-01
3.0112e+01 4.3173e-01 6.3586e-01 4.2216e+02 4.9550e-01 5.4118e-01 -2.1284e-01
3.0391e+01 4.1903e-01 5.0243e-01 4.2441e+02 4.8342e-01 5.2811e-01 -2.0086e-01
3.0672e+01 4.1519e-01 5.5228e-01 4.1502e+02 4.7610e-01 5.1978e-01 -2.0601e-01
3.0956e+01 4.0188e-01 5.4485e-01 4.1872e+02 4.6393e-01 5.0664e-01 -1.9237e-01
3.1243e+01 3.9810e-01 4.6627e-01 4.0966e+02 4.5684e-01 4.9861e-01 -1.9707e-01
3.1532e+01 3.8647e-01 5.7599e-01 4.1166e+02 4.4576e-01 4.8658e-01 -1.8626e-01
3.1824e+01 3.8072e-01 4.0930e-01 4.0569e+02 4.3783e-01 4.7777e-01 -1.8662e-01
3.2118e+01 3.7232e-01 5.7374e-01 4.0381e+02 4.2864e-01 4.6765e-01 -1.8167e-01
3.2416e+01 3.6376e-01 3.9563e-01 4.0207e+02 4.1943e-01 4.5759e-01 -1.7610e-01
3.2716e+01 3.5868e-01 5.3066e-01 3.9611e+02 4.1215e-01 4.4943e-01 -1.7718e-01
3.3019e+01 3.4793e-01 4.1803e-01 3.9784e+02 4.0197e-01 4.3844e-01 -1.6692e-01
3.3324e+01 3.4486e-01 4.5902e-01 3.8952e+02 3.9592e-01 4.3156e-01 -1.7145e-01
3.3633e+01 3.3363e-01 4.5488e-01 3.9243e+02 3.8568e-01 4.2052e-01 -1.5984e-01
3.3944e+01 3.3055e-01 3.8587e-01 3.8446e+02 3.7979e-01 4.1387e-01 -1.6391e-01
3.4258e+01 3.2079e-01 4.8163e-01 3.8588e+02 3.7049e-01 4.0379e-01 -1.5480e-01
3.4576e+01 3.1599e-01 3.3804e-01 3.8058e+02 3.6386e-01 3.9644e-01 -1.5510e-01
3.4896e+01 3.0902e-01 4.7942e-01 3.7867e+02 3.5619e-01 3.8801e-01 -1.5103e-01
3.5219e+01 3.0181e-01 3.2745e-01 3.7701e+02 3.4844e-01 3.7959e-01 -1.4624e-01
3.5545e+01 2.9767e-01 4.4223e-01 3.7163e+02 3.4241e-01 3.7284e-01 -1.4732e-01
3.5874e+01 2.8859e-01 3.4737e-01 3.7291e+02 3.3383e-01 3.6360e-01 -1.3856e-01
3.6206e+01 2.8613e-01 3.8093e-01 3.6556e+02 3.2883e-01 3.5793e-01 -1.4253e-01
3.6541e+01 2.7667e-01 3.7925e-01 3.6782e+02 3.2021e-01 3.4866e-01 -1.3267e-01
3.6879e+01 2.7417e-01 3.1886e-01 3.6082e+02 3.1534e-01 3.4317e-01 -1.3619e-01
3.7221e+01 2.6600e-01 4.0218e-01 3.6177e+02 3.0755e-01 3.3474e-01 -1.2853e-01
3.7565e+01 2.6201e-01 2.7882e-01 3.5708e+02 3.0202e-01 3.2863e-01 -1.2877e-01
3.7913e+01 2.5622e-01 4.0007e-01 3.5517e+02 2.9564e-01 3.2162e-01 -1.2544e-01
3.8264e+01 2.5015e-01 2.7070e-01 3.5360e+02 2.8914e-01 3.1456e-01 -1.2133e-01
3.8618e+01 2.4679e-01 3.6809e-01 3.4874e+02 2.8416e-01 3.0898e-01 -1.2239e-01
3.8976e+01 2.3913e-01 2.8838e-01 3.4964e+02 2.7696e-01 3.0124e-01 -1.1491e-01
3.9337e+01 2.3718e-01 3.1578e-01 3.4314e+02 2.7285e-01 2.9657e-01 -1.1838e-01
3.9701e+01 2.2921e-01 3.1602e-01 3.4485e+02 2.6562e-01 2.8880e-01 -1.1003e-01
4.0068e+01 2.2719e-01 2.6324e-01 3.3868e+02 2.6159e-01 2.8426e-01 -1.1305e-01
4.0439e+01 2.2035e-01 3.3557e-01 3.3923e+02 2.5509e-01 2.7722e-01 -1.0661e-01
4.0814e+01 2.1702e-01 2.2983e-01 3.3506e+02 2.5048e-01 2.7213e-01 -1.0680e-01
4.1191e+01 2.1223e-01 3.3355e-01 3.3316e+02 2.4517e-01 2.6630e-01 -1.0409e-01
4.1573e+01 2.0712e-01 2.2364e-01 3.3163e+02 2.3973e-01 2.6040e-01 -1.0056e-01
4.1958e+01 2.0438e-01 3.0606e-01 3.2723e+02 2.3561e-01 2.5580e-01 -1.0156e-01
4.2346e+01 1.9793e-01 2.3931e-01 3.2780e+02 2.2957e-01 2.4930e-01 -9.5195e-02
4.2738e+01 1.9638e-01 2.6150e-01 3.2204e+02 2.2618e-01 2.4546e-01 -9.8216e-02
4.3134e+01 1.8969e-01 2.6306e-01 3.2326e+02 2.2012e-01 2.3896e-01 -9.1143e-02
4.3533e+01 1.8805e-01 2.1708e-01 3.1781e+02 2.1678e-01 2.3520e-01 -9.3732e-02
4.3936e+01 1.8233e-01 2.7965e-01 3.1803e+02 2.1134e-01 2.2933e-01 -8.8336e-02
4.4343e+01 1.7956e-01 1.8923e-01 3.1430e+02 2.0750e-01 2.2509e-01 -8.8482e-02
4.4753e+01 1.7560e-01 2.7771e-01 3.1244e+02 2.0308e-01 2.2026e-01 -8.6271e-02
4.5168e+01 1.7130e-01 1.8459e-01 3.1097e+02 1.9852e-01 2.1533e-01 -8.3254e-02
4.5586e+01 1.6909e-01 2.5411e-01 3.0700e+02 1.9512e-01 2.1153e-01 -8.4190e-02
4.6008e+01 1.6366e-01 1.9833e-01 3.0730e+02 1.9005e-01 2.0610e-01 -7.8782e-02
4.6434e+01 1.6243e-01 2.1623e-01 3.0219e+02 1.8727e-01 2.0294e-01 -8.1398e-02
4.6864e+01 1.5681e-01 2.1873e-01 3.0302e+02 1.8219e-01 1.9751e-01 -7.5428e-02
4.7297e+01 1.5548e-01 1.7879e-01 2.9822e+02 1.7944e-01 1.9441e-01 -7.7637e-02
4.7735e+01 1.5072e-01 2.3279e-01 2.9818e+02 1.7490e-01 1.8952e-01 -7.3126e-02
4.8177e+01 1.4841e-01 1.5565e-01 2.9485e+02 1.7171e-01 1.8600e-01 -7.3235e-02
4.8623e+01 1.4514e-01 2.3096e-01 2.9303e+02 1.6805e-01 1.8200e-01 -7.1440e-02
4.9073e+01 1.4154e-01 1.5224e-01 2.9162e+02 1.6424e-01 1.7788e-01 -6.8862e-02
4.9528e+01 1.3974e-01 2.1078e-01 2.8802e+02 1.6145e-01 1.7475e-01 -6.9725e-02
4.9986e+01 1.3518e-01 1.6431e-01 2.8809e+02 1.5721e-01 1.7021e-01 -6.5137e-02
5.0449e+01 1.3421e-01 1.7866e-01 2.8355e+02 1.5492e-01 1.6761e-01 -6.7394e-02
5.0916e+01 1.2950e-01 1.8175e-01 2.8404e+02 1.5068e-01 1.6307e-01 -6.2362e-02
5.1387e+01 1.2842e-01 1.4717e-01 2.7977e+02 1.4841e-01 1.6051e-01 -6.4238e-02
5.1863e+01 1.2445e-01 1.9362e-01 2.7950e+02 1.4463e-01 1.5644e-01 -6.0470e-02
5.2343e+01 1.2252e-01 1.2798e-01 2.7650e+02 1.4197e-01 1.5351e-01 -6.0544e-02
5.2828e+01 1.1983e-01 1.9190e-01 2.7471e+02 1.3895e-01 1.5020e-01 -5.9090e-02
5.3317e+01 1.1680e-01 1.2553e-01 2.7333e+02 1.3576e-01 1.4676e-01 -5.6886e-02
5.3810e+01 1.1535e-01 1.7464e-01 2.7005e+02 1.3345e-01 1.4418e-01 -5.7671e-02
5.4308e+01 1.1152e-01 1.3601e-01 2.6991e+02 1.2990e-01 1.4039e-01 -5.3786e-02
5.4811e+01 1.1074e-01 1.4742e-01 2.6586e+02 1.2801e-01 1.3825e-01 -5.5722e-02
5.5319e+01 1.0681e-01 1.5086e-01 2.6607e+02 1.2446e-01 1.3447e-01 -5.1490e-02
5.5831e+01 1.0593e-01 1.2097e-01 2.6228e+02 1.2258e-01 1.3236e-01 -5.3077e-02
5.6348e+01 1.0263e-01 1.6080e-01 2.6183e+02 1.1943e-01 1.2897e-01 -4.9938e-02
5.6869e+01 1.0102e-01 1.0507e-01 2.5913e+02 1.1721e-01 1.2654e-01 -4.9985e-02
5.7396e+01 9.8807e-02 1.5916e-01 2.5741e+02 1.1470e-01 1.2381e-01 -4.8811e-02
5.7927e+01 9.6272e-02 1.0332e-01 2.5608e+02 1.1204e-01 1.2094e-01 -4.6935e-02
5.8463e+01 9.5098e-02 1.4442e-01 2.5312e+02 1.1014e-01 1.1882e-01 -4.7643e-02
5.9005e+01 9.1894e-02 1.1240e-01 2.5283e+02 1.0717e-01 1.1566e-01 -4.4362e-02
5.9551e+01 9.1282e-02 1.2142e-01 2.4923e+02 1.0562e-01 1.1391e-01 -4.6022e-02
6.0102e+01 8.7996e-02 1.2501e-01 2.4923e+02 1.0266e-01 1.1076e-01 -4.2471e-02
6.0658e+01 8.7286e-02 9.9264e-02 2.4587e+02 1.0111e-01 1.0902e-01 -4.3812e-02
6.1220e+01 8.4546e-02 1.3335e-01 2.4531e+02 9.8498e-02 1.0622e-01 -4.1205e-02
6.1787e+01 8.3214e-02 8.6143e-02 2.4287e+02 9.6659e-02 1.0421e-01 -4.1231e-02
6.2359e+01 8.1393e-02 1.3184e-01 2.4123e+02 9.4588e-02 1.0195e-01 -4.0288e-02
6.2936e+01 7.9272e-02 8.4967e-02 2.3995e+02 9.2370e-02 9.9562e-02 -3.8693e-02
6.3519e+01 7.8327e-02 1.1931e-01 2.3726e+02 9.0813e-02 9.7826e-02 -3.9328e-02
6.4107e+01 7.5647e-02 9.2831e-02 2.3685e+02 8.8340e-02 9.5190e-02 -3.6561e-02
6.4700e+01 7.5165e-02 9.9928e-02 2.3364e+02 8.7074e-02 9.3758e-02 -3.7979e-02
6.5299e+01 7.2425e-02 1.0353e-01 2.3346e+02 8.4614e-02 9.1136e-02 -3.5004e-02
6.5904e+01 7.1849e-02 8.1405e-02 2.3046e+02 8.3337e-02 8.9707e-02 -3.6133e-02
6.6514e+01 6.9577e-02 1.1051e-01 2.2979e+02 8.1172e-02 8.7381e-02 -3.3969e-02
6.7130e+01 6.8469e-02 7.0598e-02 2.2757e+02 7.9646e-02 8.5714e-02 -3.3978e-02
6.7751e+01 6.6974e-02 1.0913e-01 2.2599e+02 7.7938e-02 8.3850e-02 -3.3222e-02
6.8378e+01 6.5200e-02 6.9850e-02 2.2475e+02 7.6089e-02 8.1867e-02 -3.1865e-02
6.9011e+01 6.4438e-02 9.8469e-02 2.2230e+02 7.4811e-02 8.0442e-02 -3.2430e-02
6.9650e+01 6.2199e-02 7.6624e-02 2.2179e+02 7.2749e-02 7.8248e-02 -3.0100e-02
7.0295e+01 6.1819e-02 8.2150e-02 2.1891e+02 7.1711e-02 7.7075e-02 -3.1307e-02
7.0946e+01 5.9537e-02 8.5668e-02 2.1857e+02 6.9664e-02 7.4896e-02 -2.8818e-02
7.1602e+01 5.9068e-02 6.6687e-02 2.1589e+02 6.8612e-02 7.3719e-02 -2.9764e-02
7.2265e+01 5.7186e-02 9.1482e-02 2.1514e+02 6.6817e-02 7.1794e-02 -2.7972e-02
7.2934e+01 5.6264e-02 5.7806e-02 2.1313e+02 6.5552e-02 7.0412e-02 -2.7968e-02
7.3609e+01 5.5039e-02 9.0214e-02 2.1161e+02 6.4145e-02 6.8877e-02 -2.7363e-02
7.4291e+01 5.3556e-02 5.7382e-02 2.1041e+02 6.2607e-02 6.7227e-02 -2.6212e-02
