# k[h/Mpc]   P_Zel   P_A    P_W    P_d    P_dd     P_d^2    P_d^2d^2  P_dd^2    P_s^2    P_ds^2    P_d^2s^2   P_s^2s^2   P_D2d     P_dD2d
# 
2.2450e-03 1.7138e+03 5.8723e-02 -2.0579e-02 3.4284e+03 2.1169e+03 -1.1077e-02 8.3492e+01 8.7042e-02 7.4492e-02 5.4859e-02 2.2230e+02 1.4799e+02 0.0000e+00 0.0000e+00
2.4341e-03 1.8366e+03 6.7490e-02 -2.5860e-02 3.6747e+03 2.1826e+03 -1.2783e-02 8.3490e+01 1.0240e-01 8.7329e-02 6.4113e-02 2.2223e+02 1.4790e+02 0.0000e+00 0.0000e+00
2.6392e-03 1.9661e+03 7.8739e-02 -3.2450e-02 3.9342e+03 2.2563e+03 -1.4704e-02 8.3487e+01 1.2048e-01 1.0230e-01 7.4859e-02 2.2216e+02 1.4781e+02 0.0000e+00 0.0000e+00
2.8615e-03 2.1023e+03 9.3206e-02 -4.0648e-02 4.2070e+03 2.3385e+03 -1.6848e-02 8.3483e+01 1.4178e-01 1.1973e-01 8.7311e-02 2.2206e+02 1.4769e+02 0.0000e+00 0.0000e+00
3.1025e-03 2.2451e+03 1.1182e-01 -5.0819e-02 4.4929e+03 2.4300e+03 -1.9216e-02 8.3479e+01 1.6687e-01 1.3998e-01 1.0171e-01 2.2196e+02 1.4756e+02 0.0000e+00 0.0000e+00
3.3638e-03 2.3944e+03 1.3576e-01 -6.3399e-02 4.7918e+03 2.5312e+03 -2.1795e-02 8.3474e+01 1.9643e-01 1.6342e-01 1.1832e-01 2.2183e+02 1.4741e+02 0.0000e+00 0.0000e+00
3.6472e-03 2.5499e+03 1.6647e-01 -7.8915e-02 5.1032e+03 2.6427e+03 -2.4553e-02 8.3468e+01 2.3128e-01 1.9048e-01 1.3742e-01 2.2168e+02 1.4723e+02 0.0000e+00 0.0000e+00
3.9544e-03 2.7116e+03 2.0570e-01 -9.7997e-02 5.4264e+03 2.7649e+03 -2.7430e-02 8.3461e+01 2.7236e-01 2.2160e-01 1.5931e-01 2.2151e+02 1.4703e+02 0.0000e+00 0.0000e+00
4.2875e-03 2.8790e+03 2.5554e-01 -1.2140e-01 5.7607e+03 2.8979e+03 -3.0328e-02 8.3453e+01 3.2082e-01 2.5720e-01 1.8430e-01 2.2131e+02 1.4679e+02 0.0000e+00 0.0000e+00
4.6486e-03 3.0517e+03 3.1845e-01 -1.4999e-01 6.1049e+03 3.0418e+03 -3.3090e-02 8.3444e+01 3.7801e-01 2.9771e-01 2.1271e-01 2.2107e+02 1.4651e+02 0.0000e+00 0.0000e+00
5.0402e-03 3.2289e+03 3.9720e-01 -1.8481e-01 6.4578e+03 3.1961e+03 -3.5489e-02 8.3433e+01 4.4551e-01 3.4349e-01 2.4483e-01 2.2080e+02 1.4619e+02 0.0000e+00 0.0000e+00
5.4648e-03 3.4095e+03 4.9488e-01 -2.2700e-01 6.8176e+03 3.3602e+03 -3.7190e-02 8.3420e+01 5.2523e-01 3.9483e-01 2.8095e-01 2.2048e+02 1.4582e+02 0.0000e+00 0.0000e+00
5.9251e-03 3.5918e+03 6.1485e-01 -2.7781e-01 7.1821e+03 3.5330e+03 -3.7725e-02 8.3405e+01 6.1941e-01 4.5186e-01 3.2127e-01 2.2010e+02 1.4540e+02 0.0000e+00 0.0000e+00
6.4242e-03 3.7743e+03 7.6073e-01 -3.3861e-01 7.5486e+03 3.7129e+03 -3.6443e-02 8.3387e+01 7.3071e-01 5.1454e-01 3.6594e-01 2.1967e+02 1.4491e+02 0.0000e+00 0.0000e+00
6.9653e-03 3.9555e+03 9.3638e-01 -4.1092e-01 7.9137e+03 3.8977e+03 -3.2461e-02 8.3366e+01 8.6227e-01 5.8256e-01 4.1498e-01 2.1916e+02 1.4436e+02 0.0000e+00 0.0000e+00
7.5520e-03 4.1342e+03 1.1461e+00 -4.9643e-01 8.2734e+03 4.0847e+03 -2.4590e-02 8.3342e+01 1.0178e+00 6.5526e-01 4.6825e-01 2.1858e+02 1.4373e+02 0.0000e+00 0.0000e+00
8.1881e-03 4.3092e+03 1.3949e+00 -5.9694e-01 8.6232e+03 4.2706e+03 -1.1261e-02 8.3314e+01 1.2017e+00 7.3162e-01 5.2538e-01 2.1790e+02 1.4301e+02 0.0000e+00 0.0000e+00
8.8778e-03 4.4778e+03 1.6888e+00 -7.1409e-01 8.9580e+03 4.4514e+03 9.5779e-03 8.3281e+01 1.4191e+00 8.1016e-01 5.8576e-01 2.1712e+02 1.4219e+02 0.0000e+00 0.0000e+00
9.6256e-03 4.6355e+03 2.0355e+00 -8.4900e-01 9.2725e+03 4.6229e+03 4.0567e-02 8.3242e+01 1.6760e+00 8.8892e-01 6.4842e-01 2.1622e+02 1.4127e+02 0.0000e+00 0.0000e+00
1.0436e-02 4.7784e+03 2.4434e+00 -1.0024e+00 9.5613e+03 4.7803e+03 8.5063e-02 8.3197e+01 1.9793e+00 9.6540e-01 7.1200e-01 2.1519e+02 1.4024e+02 0.0000e+00 0.0000e+00
1.1315e-02 4.9048e+03 2.9212e+00 -1.1752e+00 9.8186e+03 4.9191e+03 1.4728e-01 8.3144e+01 2.3371e+00 1.0365e+00 7.7469e-01 2.1401e+02 1.3908e+02 0.0000e+00 0.0000e+00
1.2269e-02 5.0146e+03 3.4754e+00 -1.3680e+00 1.0038e+04 5.0345e+03 2.3241e-01 8.3083e+01 2.7584e+00 1.0986e+00 8.3417e-01 2.1266e+02 1.3780e+02 0.0000e+00 0.0000e+00
1.3302e-02 5.1024e+03 4.1094e+00 -1.5794e+00 1.0212e+04 5.1227e+03 3.4680e-01 8.3012e+01 3.2536e+00 1.1468e+00 8.8759e-01 2.1113e+02 1.3637e+02 0.0000e+00 0.0000e+00
1.4422e-02 5.1605e+03 4.8236e+00 -1.8056e+00 1.0331e+04 5.1801e+03 4.9797e-01 8.2930e+01 3.8340e+00 1.1756e+00 9.3159e-01 2.0940e+02 1.3480e+02 0.0000e+00 0.0000e+00
1.5637e-02 5.1869e+03 5.6182e+00 -2.0429e+00 1.0388e+04 5.2043e+03 6.9470e-01 8.2834e+01 4.5122e+00 1.1778e+00 9.6229e-01 2.0744e+02 1.3307e+02 0.0000e+00 0.0000e+00
1.6955e-02 5.1807e+03 6.4946e+00 -2.2862e+00 1.0376e+04 5.1937e+03 9.4697e-01 8.2722e+01 5.3015e+00 1.1451e+00 9.7548e-01 2.0525e+02 1.3118e+02 0.0000e+00 0.0000e+00
1.8383e-02 5.1372e+03 7.4507e+00 -2.5271e+00 1.0292e+04 5.1471e+03 1.2657e+00 8.2593e+01 6.2157e+00 1.0686e+00 9.6680e-01 2.0281e+02 1.2914e+02 0.0000e+00 0.0000e+00
1.9931e-02 5.0549e+03 8.4719e+00 -2.7560e+00 1.0129e+04 5.0638e+03 1.6626e+00 8.2444e+01 7.2687e+00 9.4010e-01 9.3203e-01 2.0010e+02 1.2693e+02 0.0000e+00 0.0000e+00
2.1610e-02 4.9307e+03 9.5330e+00 -2.9606e+00 9.8845e+03 4.9432e+03 2.1494e+00 8.2272e+01 8.4736e+00 7.5376e-01 8.6744e-01 1.9711e+02 1.2455e+02 0.0000e+00 0.0000e+00
2.3430e-02 4.7660e+03 1.0614e+01 -3.1287e+00 9.5581e+03 4.7846e+03 2.7371e+00 8.2072e+01 9.8420e+00 5.0650e-01 7.7022e-01 1.9382e+02 1.2200e+02 0.0000e+00 0.0000e+00
2.5404e-02 4.5649e+03 1.1697e+01 -3.2497e+00 9.1586e+03 4.5885e+03 3.4353e+00 8.1842e+01 1.1383e+01 1.9688e-01 6.3872e-01 1.9023e+02 1.1928e+02 0.0000e+00 0.0000e+00
2.7544e-02 4.3306e+03 1.2750e+01 -3.3117e+00 8.6940e+03 4.3577e+03 4.2510e+00 8.1577e+01 1.3102e+01 -1.7670e-01 4.7256e-01 1.8634e+02 1.1638e+02 0.0000e+00 0.0000e+00
2.9864e-02 4.0701e+03 1.3749e+01 -3.3076e+00 8.1759e+03 4.0990e+03 5.1879e+00 8.1272e+01 1.5001e+01 -6.1509e-01 2.7246e-01 1.8213e+02 1.1332e+02 0.0000e+00 0.0000e+00
3.2379e-02 3.7945e+03 1.4693e+01 -3.2371e+00 7.6282e+03 3.8236e+03 6.2462e+00 8.0921e+01 1.7076e+01 -1.1148e+00 3.9744e-02 1.7760e+02 1.1009e+02 0.0000e+00 0.0000e+00
3.5106e-02 3.5144e+03 1.5571e+01 -3.1040e+00 7.0717e+03 3.5452e+03 7.4235e+00 8.0519e+01 1.9322e+01 -1.6686e+00 -2.2438e-01 1.7276e+02 1.0670e+02 0.0000e+00 0.0000e+00
3.8064e-02 3.2422e+03 1.6413e+01 -2.9191e+00 6.5303e+03 3.2771e+03 8.7162e+00 8.0059e+01 2.1732e+01 -2.2754e+00 -5.2001e-01 1.6759e+02 1.0315e+02 0.0000e+00 0.0000e+00
4.1270e-02 2.9902e+03 1.7263e+01 -2.6992e+00 6.0302e+03 3.0291e+03 1.0124e+01 7.9533e+01 2.4301e+01 -2.9427e+00 -8.5000e-01 1.6209e+02 9.9468e+01 0.0000e+00 0.0000e+00
4.4746e-02 2.7664e+03 1.8184e+01 -2.4579e+00 5.5866e+03 2.8081e+03 1.1653e+01 7.8934e+01 2.7030e+01 -3.6780e+00 -1.2208e+00 1.5626e+02 9.5667e+01 0.0000e+00 0.0000e+00
4.8515e-02 2.5767e+03 1.9228e+01 -2.2064e+00 5.2110e+03 2.6199e+03 1.3323e+01 7.8254e+01 2.9932e+01 -4.4937e+00 -1.6419e+00 1.5010e+02 9.1780e+01 0.0000e+00 0.0000e+00
5.2602e-02 2.4176e+03 2.0438e+01 -1.9366e+00 4.8984e+03 2.4663e+03 1.5165e+01 7.7485e+01 3.3027e+01 -5.4121e+00 -2.1233e+00 1.4364e+02 8.7843e+01 0.0000e+00 0.0000e+00
5.7032e-02 2.2854e+03 2.1824e+01 -1.6328e+00 4.6401e+03 2.3384e+03 1.7221e+01 7.6617e+01 3.6341e+01 -6.4418e+00 -2.6718e+00 1.3691e+02 8.3891e+01 0.0000e+00 0.0000e+00
6.1836e-02 2.1596e+03 2.3241e+01 -1.2381e+00 4.3948e+03 2.2172e+03 1.9530e+01 7.5643e+01 3.9887e+01 -7.5798e+00 -3.2844e+00 1.2997e+02 7.9954e+01 0.0000e+00 0.0000e+00
6.7045e-02 2.0203e+03 2.4462e+01 -6.9205e-01 4.1230e+03 2.0841e+03 2.2096e+01 7.4552e+01 4.3640e+01 -8.7923e+00 -3.9410e+00 1.2292e+02 7.6053e+01 0.0000e+00 0.0000e+00
7.2692e-02 1.8570e+03 2.5256e+01 3.3014e-02 3.8018e+03 1.9235e+03 2.4862e+01 7.3339e+01 4.7510e+01 -1.0012e+01 -4.6041e+00 1.1584e+02 7.2191e+01 0.0000e+00 0.0000e+00
7.8815e-02 1.6590e+03 2.5315e+01 9.4420e-01 3.4072e+03 1.7262e+03 2.7688e+01 7.1997e+01 5.1327e+01 -1.1150e+01 -5.2238e+00 1.0883e+02 6.8359e+01 0.0000e+00 0.0000e+00
8.5454e-02 1.4416e+03 2.4689e+01 1.9500e+00 2.9725e+03 1.5098e+03 3.0372e+01 7.0523e+01 5.4873e+01 -1.2123e+01 -5.7551e+00 1.0194e+02 6.4553e+01 0.0000e+00 0.0000e+00
9.2652e-02 1.2353e+03 2.3758e+01 2.9035e+00 2.5622e+03 1.3064e+03 3.2734e+01 6.8918e+01 5.7969e+01 -1.2900e+01 -6.1840e+00 9.5170e+01 6.0779e+01 0.0000e+00 0.0000e+00
1.0046e-01 1.0721e+03 2.3032e+01 3.6684e+00 2.2348e+03 1.1426e+03 3.4719e+01 6.7188e+01 6.0574e+01 -1.3524e+01 -6.5346e+00 8.8488e+01 5.7071e+01 0.0000e+00 0.0000e+00
1.0892e-01 9.6272e+02 2.2982e+01 4.2283e+00 2.0187e+03 1.0352e+03 3.6468e+01 6.5337e+01 6.2841e+01 -1.4085e+01 -6.8568e+00 8.1871e+01 5.3477e+01 0.0000e+00 0.0000e+00
1.1809e-01 8.8975e+02 2.3447e+01 4.7087e+00 1.8761e+03 9.6487e+02 3.8240e+01 6.3372e+01 6.5022e+01 -1.4658e+01 -7.1886e+00 7.5362e+01 5.0034e+01 0.0000e+00 0.0000e+00
1.2804e-01 8.1581e+02 2.3680e+01 5.2874e+00 1.7310e+03 8.9318e+02 4.0165e+01 6.1294e+01 6.7215e+01 -1.5219e+01 -7.5126e+00 6.9078e+01 4.6743e+01 0.0000e+00 0.0000e+00
1.3883e-01 7.1397e+02 2.2889e+01 6.0108e+00 1.5275e+03 7.9170e+02 4.2024e+01 5.9106e+01 6.9167e+01 -1.5644e+01 -7.7592e+00 6.3140e+01 4.3573e+01 0.0000e+00 0.0000e+00
1.5052e-01 5.9894e+02 2.1264e+01 6.6901e+00 1.2946e+03 6.7464e+02 4.3369e+01 5.6820e+01 7.0427e+01 -1.5817e+01 -7.8669e+00 5.7576e+01 4.0501e+01 0.0000e+00 0.0000e+00
1.6320e-01 5.0939e+02 1.9946e+01 7.1128e+00 1.1128e+03 5.8334e+02 4.4034e+01 5.4454e+01 7.0865e+01 -1.5768e+01 -7.8567e+00 5.2315e+01 3.7549e+01 0.0000e+00 0.0000e+00
1.7694e-01 4.5580e+02 1.9476e+01 7.3303e+00 1.0050e+03 5.2933e+02 4.4382e+01 5.2028e+01 7.0875e+01 -1.5643e+01 -7.8064e+00 4.7304e+01 3.4760e+01 0.0000e+00 0.0000e+00
1.9185e-01 4.0925e+02 1.9010e+01 7.5590e+00 9.1141e+02 4.8263e+02 4.4769e+01 4.9555e+01 7.0805e+01 -1.5507e+01 -7.7472e+00 4.2600e+01 3.2136e+01 0.0000e+00 0.0000e+00
2.0801e-01 3.4860e+02 1.7696e+01 7.8115e+00 7.8693e+02 4.1964e+02 4.4933e+01 4.7044e+01 7.0375e+01 -1.5264e+01 -7.6247e+00 3.8278e+01 2.9640e+01 0.0000e+00 0.0000e+00
2.2553e-01 2.9470e+02 1.6329e+01 7.9056e+00 6.7512e+02 3.6283e+02 4.4522e+01 4.4515e+01 6.9253e+01 -1.4848e+01 -7.4074e+00 3.4305e+01 2.7271e+01 0.0000e+00 0.0000e+00
2.4453e-01 2.5930e+02 1.5518e+01 7.8640e+00 6.0172e+02 3.2559e+02 4.3816e+01 4.1990e+01 6.7755e+01 -1.4359e+01 -7.1510e+00 3.0628e+01 2.5054e+01 0.0000e+00 0.0000e+00
2.6512e-01 2.2488e+02 1.4527e+01 7.8060e+00 5.2965e+02 2.8878e+02 4.3038e+01 3.9481e+01 6.6104e+01 -1.3859e+01 -6.8848e+00 2.7264e+01 2.2978e+01 0.0000e+00 0.0000e+00
2.8746e-01 1.9073e+02 1.3321e+01 7.6753e+00 4.5710e+02 2.5147e+02 4.1933e+01 3.7003e+01 6.4053e+01 -1.3278e+01 -6.5726e+00 2.4219e+01 2.1027e+01 0.0000e+00 0.0000e+00
3.1167e-01 1.6534e+02 1.2384e+01 7.4650e+00 4.0265e+02 2.2337e+02 4.0596e+01 3.4574e+01 6.1721e+01 -1.2647e+01 -6.2333e+00 2.1454e+01 1.9210e+01 0.0000e+00 0.0000e+00
3.3792e-01 1.4166e+02 1.1372e+01 7.2197e+00 3.5127e+02 1.9667e+02 3.9147e+01 3.2205e+01 5.9239e+01 -1.2013e+01 -5.8900e+00 1.8960e+01 1.7519e+01 0.0000e+00 0.0000e+00
3.6639e-01 1.2129e+02 1.0403e+01 6.9255e+00 3.0642e+02 1.7321e+02 3.7512e+01 2.9909e+01 5.6543e+01 -1.1346e+01 -5.5291e+00 1.6721e+01 1.5947e+01 0.0000e+00 0.0000e+00
3.9725e-01 1.0403e+02 9.4943e+00 6.5980e+00 2.6788e+02 1.5292e+02 3.5785e+01 2.7695e+01 5.3745e+01 -1.0682e+01 -5.1693e+00 1.4716e+01 1.4492e+01 0.0000e+00 0.0000e+00
4.3071e-01 8.8928e+01 8.6141e+00 6.2430e+00 2.3363e+02 1.3475e+02 3.3966e+01 2.5572e+01 5.0853e+01 -1.0018e+01 -4.8093e+00 1.2928e+01 1.3147e+01 0.0000e+00 0.0000e+00
4.6699e-01 7.6063e+01 7.7885e+00 5.8674e+00 2.0395e+02 1.1888e+02 3.2096e+01 2.3547e+01 4.7921e+01 -9.3666e+00 -4.4564e+00 1.1338e+01 1.1907e+01 0.0000e+00 0.0000e+00
5.0632e-01 6.4986e+01 7.0086e+00 5.4780e+00 1.7792e+02 1.0486e+02 3.0193e+01 2.1624e+01 4.4976e+01 -8.7304e+00 -4.1124e+00 9.9282e+00 1.0767e+01 0.0000e+00 0.0000e+00
5.4897e-01 5.5482e+01 6.2772e+00 5.0808e+00 1.5516e+02 9.2488e+01 2.8283e+01 1.9807e+01 4.2051e+01 -8.1159e+00 -3.7810e+00 8.6812e+00 9.7205e+00 0.0000e+00 0.0000e+00
5.9521e-01 4.7344e+01 5.5945e+00 4.6813e+00 1.3528e+02 8.1584e+01 2.6384e+01 1.8098e+01 3.9172e+01 -7.5258e+00 -3.4639e+00 7.5812e+00 8.7620e+00 0.0000e+00 0.0000e+00
6.4535e-01 4.0373e+01 4.9593e+00 4.2842e+00 1.1787e+02 7.1956e+01 2.4513e+01 1.6497e+01 3.6360e+01 -6.9631e+00 -3.1628e+00 6.6127e+00 7.8861e+00 0.0000e+00 0.0000e+00
6.9971e-01 3.4406e+01 4.3704e+00 3.8928e+00 1.0264e+02 6.3451e+01 2.2683e+01 1.5002e+01 3.3635e+01 -6.4293e+00 -2.8786e+00 5.7617e+00 7.0872e+00 0.0000e+00 0.0000e+00
7.5865e-01 2.9301e+01 3.8265e+00 3.5103e+00 8.9308e+01 5.5932e+01 2.0907e+01 1.3613e+01 3.1011e+01 -5.9252e+00 -2.6120e+00 5.0151e+00 6.3599e+00 0.0000e+00 0.0000e+00
8.2255e-01 2.4934e+01 3.3256e+00 3.1392e+00 7.7622e+01 4.9278e+01 1.9193e+01 1.2326e+01 2.8499e+01 -5.4510e+00 -2.3629e+00 4.3612e+00 5.6991e+00 0.0000e+00 0.0000e+00
8.9184e-01 2.1199e+01 2.8660e+00 2.7815e+00 6.7373e+01 4.3384e+01 1.7547e+01 1.1137e+01 2.6106e+01 -5.0064e+00 -2.1314e+00 3.7891e+00 5.0997e+00 0.0000e+00 0.0000e+00
9.6696e-01 1.8003e+01 2.4457e+00 2.4392e+00 5.8378e+01 3.8157e+01 1.5976e+01 1.0043e+01 2.3837e+01 -4.5906e+00 -1.9169e+00 3.2891e+00 4.5569e+00 0.0000e+00 0.0000e+00
1.0484e+00 1.5270e+01 2.0630e+00 2.1141e+00 5.0479e+01 3.3517e+01 1.4482e+01 9.0383e+00 2.1696e+01 -4.2024e+00 -1.7189e+00 2.8526e+00 4.0660e+00 0.0000e+00 0.0000e+00
1.1367e+00 1.2931e+01 1.7160e+00 1.8074e+00 4.3539e+01 2.9395e+01 1.3067e+01 8.1182e+00 1.9682e+01 -3.8405e+00 -1.5367e+00 2.4717e+00 3.6229e+00 0.0000e+00 0.0000e+00
1.2325e+00 1.0930e+01 1.4031e+00 1.5207e+00 3.7440e+01 2.5730e+01 1.1733e+01 7.2778e+00 1.7795e+01 -3.5036e+00 -1.3695e+00 2.1395e+00 3.2233e+00 0.0000e+00 0.0000e+00
1.3363e+00 9.2185e+00 1.1229e+00 1.2550e+00 3.2080e+01 2.2469e+01 1.0480e+01 6.5117e+00 1.6033e+01 -3.1900e+00 -1.2165e+00 1.8500e+00 2.8634e+00 0.0000e+00 0.0000e+00
1.4488e+00 7.7547e+00 8.7386e-01 1.0116e+00 2.7373e+01 1.9567e+01 9.3092e+00 5.8150e+00 1.4394e+01 -2.8982e+00 -1.0768e+00 1.5978e+00 2.5397e+00 0.0000e+00 0.0000e+00
1.5709e+00 6.5035e+00 6.5481e-01 7.9140e-01 2.3243e+01 1.6984e+01 8.2191e+00 5.1826e+00 1.2872e+01 -2.6267e+00 -9.4964e-01 1.3781e+00 2.2488e+00 0.0000e+00 0.0000e+00
1.7032e+00 5.4351e+00 4.6449e-01 5.9535e-01 1.9627e+01 1.4687e+01 7.2097e+00 4.6095e+00 1.1465e+01 -2.3741e+00 -8.3416e-01 1.1868e+00 1.9878e+00 0.0000e+00 0.0000e+00
1.8467e+00 4.5240e+00 3.0170e-01 4.2402e-01 1.6470e+01 1.2648e+01 6.2802e+00 4.0912e+00 1.0168e+01 -2.1391e+00 -7.2960e-01 1.0202e+00 1.7538e+00 0.0000e+00 0.0000e+00
2.0022e+00 3.7489e+00 1.6513e-01 2.7764e-01 1.3725e+01 1.0840e+01 5.4300e+00 3.6233e+00 8.9765e+00 -1.9205e+00 -6.3522e-01 8.7535e-01 1.5443e+00 0.0000e+00 0.0000e+00
2.1709e+00 3.0912e+00 5.3352e-02 1.5598e-01 1.1350e+01 9.2428e+00 4.6578e+00 3.2015e+00 7.8869e+00 -1.7173e+00 -5.5033e-01 7.4938e-01 1.3570e+00 0.0000e+00 0.0000e+00
2.3537e+00 2.5351e+00 -3.5269e-02 5.8269e-02 9.3078e+00 7.8368e+00 3.9622e+00 2.8220e+00 6.8947e+00 -1.5289e+00 -4.7431e-01 6.3996e-01 1.1896e+00 0.0000e+00 0.0000e+00
2.5520e+00 2.0670e+00 -1.0262e-01 -1.6876e-02 7.5649e+00 6.6051e+00 3.3413e+00 2.4812e+00 5.9956e+00 -1.3544e+00 -4.0655e-01 5.4504e-01 1.0405e+00 0.0000e+00 0.0000e+00
2.7669e+00 1.6750e+00 -1.5085e-01 -7.1413e-02 6.0903e+00 5.5323e+00 2.7925e+00 2.1759e+00 5.1852e+00 -1.1934e+00 -3.4646e-01 4.6282e-01 9.0767e-01 0.0000e+00 0.0000e+00
3.0000e+00 1.3488e+00 -1.8233e-01 -1.0780e-01 4.8550e+00 4.6040e+00 2.3127e+00 1.9028e+00 4.4592e+00 -1.0456e+00 -2.9351e-01 3.9176e-01 7.8971e-01 0.0000e+00 0.0000e+00
