# k[h/Mpc]   P_Zel   P_A    P_W    P_d    P_dd     P_d^2    P_d^2d^2  P_dd^2    P_s^2    P_ds^2    P_d^2s^2   P_s^2s^2   P_D2d     P_dD2d
# 
6.4242e-03 1.7837e+04 1.3093e+01 -7.5699e+00 3.5694e+04 1.7567e+04 -8.1521e-01 1.8658e+03 1.6343e+01 1.1501e+01 8.1807e+00 4.9138e+03 3.2416e+03 0.0000e+00 0.0000e+00
6.9653e-03 1.8689e+04 1.6110e+01 -9.1848e+00 3.7418e+04 1.8442e+04 -7.2622e-01 1.8653e+03 1.9283e+01 1.3018e+01 9.2752e+00 4.9022e+03 3.2289e+03 0.0000e+00 0.0000e+00
7.5520e-03 1.9530e+04 1.9691e+01 -1.1094e+01 3.9115e+04 1.9327e+04 -5.5041e-01 1.8647e+03 2.2759e+01 1.4638e+01 1.0463e+01 4.8886e+03 3.2145e+03 0.0000e+00 0.0000e+00
8.1881e-03 2.0351e+04 2.3912e+01 -1.3336e+01 4.0765e+04 2.0207e+04 -2.5279e-01 1.8639e+03 2.6867e+01 1.6338e+01 1.1737e+01 4.8729e+03 3.1980e+03 0.0000e+00 0.0000e+00
8.8778e-03 2.1141e+04 2.8867e+01 -1.5949e+01 4.2342e+04 2.1064e+04 2.1228e-01 1.8631e+03 3.1721e+01 1.8085e+01 1.3082e+01 4.8548e+03 3.1794e+03 0.0000e+00 0.0000e+00
9.6256e-03 2.1879e+04 3.4678e+01 -1.8956e+01 4.3823e+04 2.1876e+04 9.0352e-01 1.8621e+03 3.7455e+01 1.9834e+01 1.4476e+01 4.8340e+03 3.1584e+03 0.0000e+00 0.0000e+00
1.0436e-02 2.2544e+04 4.1492e+01 -2.2373e+01 4.5180e+04 2.2622e+04 1.8954e+00 1.8609e+03 4.4222e+01 2.1527e+01 1.5888e+01 4.8101e+03 3.1347e+03 0.0000e+00 0.0000e+00
1.1315e-02 2.3130e+04 4.9441e+01 -2.6217e+01 4.6388e+04 2.3280e+04 3.2813e+00 1.8596e+03 5.2199e+01 2.3097e+01 1.7278e+01 4.7827e+03 3.1082e+03 0.0000e+00 0.0000e+00
1.2269e-02 2.3635e+04 5.8603e+01 -3.0503e+01 4.7415e+04 2.3829e+04 5.1763e+00 1.8580e+03 6.1587e+01 2.4458e+01 1.8594e+01 4.7515e+03 3.0787e+03 0.0000e+00 0.0000e+00
1.3302e-02 2.4035e+04 6.8996e+01 -3.5196e+01 4.8224e+04 2.4249e+04 7.7196e+00 1.8562e+03 7.2612e+01 2.5505e+01 1.9770e+01 4.7160e+03 3.0460e+03 0.0000e+00 0.0000e+00
1.4422e-02 2.4291e+04 8.0596e+01 -4.0209e+01 4.8775e+04 2.4524e+04 1.1077e+01 1.8540e+03 8.5524e+01 2.6110e+01 2.0732e+01 4.6758e+03 3.0099e+03 0.0000e+00 0.0000e+00
1.5637e-02 2.4395e+04 9.3355e+01 -4.5458e+01 4.9029e+04 2.4644e+04 1.5440e+01 1.8516e+03 1.0059e+02 2.6113e+01 2.1394e+01 4.6305e+03 2.9703e+03 0.0000e+00 0.0000e+00
1.6955e-02 2.4343e+04 1.0725e+02 -5.0829e+01 4.8957e+04 2.4599e+04 2.1026e+01 1.8487e+03 1.1811e+02 2.5329e+01 2.1661e+01 4.5797e+03 2.9271e+03 0.0000e+00 0.0000e+00
1.8383e-02 2.4112e+04 1.2224e+02 -5.6133e+01 4.8541e+04 2.4386e+04 2.8070e+01 1.8454e+03 1.3836e+02 2.3560e+01 2.1436e+01 4.5230e+03 2.8800e+03 0.0000e+00 0.0000e+00
1.9931e-02 2.3696e+04 1.3799e+02 -6.1158e+01 4.7757e+04 2.4001e+04 3.6821e+01 1.8415e+03 1.6165e+02 2.0626e+01 2.0628e+01 4.4600e+03 2.8292e+03 0.0000e+00 0.0000e+00
2.1610e-02 2.3081e+04 1.5401e+02 -6.5629e+01 4.6583e+04 2.3441e+04 4.7524e+01 1.8370e+03 1.8824e+02 1.6398e+01 1.9155e+01 4.3904e+03 2.7745e+03 0.0000e+00 0.0000e+00
2.3430e-02 2.2274e+04 1.6992e+02 -6.9283e+01 4.5025e+04 2.2704e+04 6.0405e+01 1.8319e+03 2.1836e+02 1.0813e+01 1.6957e+01 4.3141e+03 2.7158e+03 0.0000e+00 0.0000e+00
2.5404e-02 2.1296e+04 1.8541e+02 -7.1893e+01 4.3124e+04 2.1791e+04 7.5648e+01 1.8259e+03 2.5217e+02 3.8426e+00 1.4002e+01 4.2307e+03 2.6531e+03 0.0000e+00 0.0000e+00
2.7544e-02 2.0162e+04 1.9992e+02 -7.3212e+01 4.0920e+04 2.0717e+04 9.3375e+01 1.8190e+03 2.8976e+02 -4.5411e+00 1.0287e+01 4.1401e+03 2.5866e+03 0.0000e+00 0.0000e+00
2.9864e-02 1.8908e+04 2.1302e+02 -7.3099e+01 3.8468e+04 1.9515e+04 1.1363e+02 1.8111e+03 3.3111e+02 -1.4349e+01 5.8327e+00 4.0422e+03 2.5160e+03 0.0000e+00 0.0000e+00
3.2379e-02 1.7585e+04 2.2473e+02 -7.1574e+01 3.5882e+04 1.8236e+04 1.3636e+02 1.8020e+03 3.7607e+02 -2.5493e+01 6.7717e-01 3.9369e+03 2.4416e+03 0.0000e+00 0.0000e+00
3.5106e-02 1.6244e+04 2.3481e+02 -6.8744e+01 3.3260e+04 1.6947e+04 1.6146e+02 1.7916e+03 4.2447e+02 -3.7808e+01 -5.1453e+00 3.8243e+03 2.3635e+03 0.0000e+00 0.0000e+00
3.8064e-02 1.4942e+04 2.4366e+02 -6.4877e+01 3.0715e+04 1.5709e+04 1.8877e+02 1.7797e+03 4.7605e+02 -5.1255e+01 -1.1626e+01 3.7041e+03 2.2819e+03 0.0000e+00 0.0000e+00
4.1270e-02 1.3737e+04 2.5190e+02 -6.0367e+01 2.8367e+04 1.4568e+04 2.1821e+02 1.7661e+03 5.3062e+02 -6.5983e+01 -1.8815e+01 3.5764e+03 2.1972e+03 0.0000e+00 0.0000e+00
4.4746e-02 1.2665e+04 2.6028e+02 -5.5535e+01 2.6285e+04 1.3556e+04 2.4983e+02 1.7506e+03 5.8809e+02 -8.2131e+01 -2.6831e+01 3.4413e+03 2.1099e+03 0.0000e+00 0.0000e+00
4.8515e-02 1.1748e+04 2.6923e+02 -5.0654e+01 2.4519e+04 1.2700e+04 2.8388e+02 1.7330e+03 6.4858e+02 -9.9927e+01 -3.5850e+01 3.2989e+03 2.0207e+03 0.0000e+00 0.0000e+00
5.2602e-02 1.0969e+04 2.7909e+02 -4.5593e+01 2.3042e+04 1.2007e+04 3.2092e+02 1.7132e+03 7.1234e+02 -1.1979e+02 -4.6044e+01 3.1499e+03 1.9305e+03 0.0000e+00 0.0000e+00
5.7032e-02 1.0309e+04 2.8952e+02 -4.0098e+01 2.1810e+04 1.1433e+04 3.6161e+02 1.6909e+03 7.7968e+02 -1.4181e+02 -5.7501e+01 2.9952e+03 1.8401e+03 0.0000e+00 0.0000e+00
6.1836e-02 9.6775e+03 2.9834e+02 -3.3116e+01 2.0635e+04 1.0891e+04 4.0645e+02 1.6659e+03 8.5058e+02 -1.6581e+02 -7.0085e+01 2.8364e+03 1.7500e+03 0.0000e+00 0.0000e+00
6.7045e-02 8.9890e+03 3.0279e+02 -2.3610e+01 1.9344e+04 1.0295e+04 4.5520e+02 1.6380e+03 9.2415e+02 -1.9098e+02 -8.3307e+01 2.6755e+03 1.6609e+03 0.0000e+00 0.0000e+00
7.2692e-02 8.2048e+03 3.0045e+02 -1.1273e+01 1.7843e+04 9.5756e+03 5.0632e+02 1.6072e+03 9.9816e+02 -2.1587e+02 -9.6343e+01 2.5146e+03 1.5727e+03 0.0000e+00 0.0000e+00
7.8815e-02 7.2896e+03 2.8890e+02 3.8033e+00 1.6042e+04 8.6962e+03 5.5673e+02 1.5732e+03 1.0690e+03 -2.3864e+02 -1.0818e+02 2.3557e+03 1.4854e+03 0.0000e+00 0.0000e+00
8.5454e-02 6.3168e+03 2.7022e+02 1.9745e+01 1.4097e+04 7.7370e+03 6.0236e+02 1.5361e+03 1.1322e+03 -2.5779e+02 -1.1797e+02 2.1998e+03 1.3991e+03 0.0000e+00 0.0000e+00
9.2652e-02 5.4113e+03 2.4926e+02 3.3904e+01 1.2282e+04 6.8389e+03 6.3993e+02 1.4960e+03 1.1846e+03 -2.7286e+02 -1.2554e+02 2.0471e+03 1.3139e+03 0.0000e+00 0.0000e+00
1.0046e-01 4.6917e+03 2.2949e+02 4.4081e+01 1.0821e+04 6.1131e+03 6.6874e+02 1.4529e+03 1.2257e+03 -2.8478e+02 -1.3138e+02 1.8973e+03 1.2306e+03 0.0000e+00 0.0000e+00
1.0892e-01 4.1827e+03 2.1384e+02 5.0203e+01 9.8018e+03 5.6194e+03 6.9148e+02 1.4070e+03 1.2585e+03 -2.9520e+02 -1.3640e+02 1.7503e+03 1.1500e+03 0.0000e+00 0.0000e+00
1.1809e-01 3.8071e+03 1.9912e+02 5.4215e+01 9.0545e+03 5.2709e+03 7.1235e+02 1.3586e+03 1.2870e+03 -3.0518e+02 -1.4114e+02 1.6071e+03 1.0730e+03 0.0000e+00 0.0000e+00
1.2804e-01 3.4342e+03 1.8076e+02 5.8471e+01 8.3011e+03 4.9140e+03 7.3280e+02 1.3078e+03 1.3121e+03 -3.1412e+02 -1.4520e+02 1.4700e+03 9.9933e+02 0.0000e+00 0.0000e+00
1.3883e-01 2.9897e+03 1.5697e+02 6.3430e+01 7.3737e+03 4.4513e+03 7.4893e+02 1.2548e+03 1.3294e+03 -3.2008e+02 -1.4750e+02 1.3408e+03 9.2862e+02 0.0000e+00 0.0000e+00
1.5052e-01 2.5324e+03 1.3107e+02 6.6984e+01 6.3925e+03 3.9442e+03 7.5470e+02 1.1998e+03 1.3328e+03 -3.2165e+02 -1.4735e+02 1.2199e+03 8.6061e+02 0.0000e+00 0.0000e+00
1.6320e-01 2.1675e+03 1.0683e+02 6.7184e+01 5.5919e+03 3.5301e+03 7.4904e+02 1.1435e+03 1.3219e+03 -3.1966e+02 -1.4524e+02 1.1061e+03 7.9569e+02 0.0000e+00 0.0000e+00
1.7694e-01 1.9052e+03 8.3479e+01 6.4555e+01 5.0036e+03 3.2320e+03 7.3703e+02 1.0862e+03 1.3022e+03 -3.1598e+02 -1.4220e+02 9.9908e+02 7.3434e+02 0.0000e+00 0.0000e+00
1.9185e-01 1.6709e+03 5.9545e+01 6.0695e+01 4.4666e+03 2.9578e+03 7.2219e+02 1.0282e+03 1.2772e+03 -3.1117e+02 -1.3852e+02 8.9946e+02 6.7648e+02 0.0000e+00 0.0000e+00
2.0801e-01 1.4289e+03 3.6381e+01 5.6065e+01 3.8993e+03 2.6545e+03 7.0190e+02 9.6991e+02 1.2442e+03 -3.0432e+02 -1.3372e+02 8.0777e+02 6.2174e+02 0.0000e+00 0.0000e+00
2.2553e-01 1.2180e+03 1.4528e+01 5.0219e+01 3.3888e+03 2.3764e+03 6.7416e+02 9.1178e+02 1.2015e+03 -2.9517e+02 -1.2775e+02 7.2348e+02 5.7010e+02 0.0000e+00 0.0000e+00
2.4453e-01 1.0484e+03 -7.0767e+00 4.3154e+01 2.9618e+03 2.1435e+03 6.4171e+02 8.5418e+02 1.1524e+03 -2.8468e+02 -1.2113e+02 6.4603e+02 5.2166e+02 0.0000e+00 0.0000e+00
2.6512e-01 8.9587e+02 -2.7113e+01 3.5291e+01 2.5668e+03 1.9227e+03 6.0610e+02 7.9743e+02 1.0985e+03 -2.7320e+02 -1.1411e+02 5.7527e+02 4.7627e+02 0.0000e+00 0.0000e+00
2.8746e-01 7.5980e+02 -4.5036e+01 2.7112e+01 2.2037e+03 1.7140e+03 5.6679e+02 7.4186e+02 1.0394e+03 -2.6058e+02 -1.0662e+02 5.1090e+02 4.3378e+02 0.0000e+00 0.0000e+00
3.1167e-01 6.4383e+02 -6.1535e+01 1.8755e+01 1.8823e+03 1.5258e+03 5.2485e+02 6.8773e+02 9.7655e+02 -2.4711e+02 -9.8865e+01 4.5243e+02 3.9412e+02 0.0000e+00 0.0000e+00
3.3792e-01 5.4234e+02 -7.5777e+01 1.0444e+01 1.5923e+03 1.3510e+03 4.8121e+02 6.3529e+02 9.1108e+02 -2.3302e+02 -9.1006e+01 3.9948e+02 3.5716e+02 0.0000e+00 0.0000e+00
3.6639e-01 4.5438e+02 -8.7709e+01 2.5438e+00 1.3331e+03 1.1901e+03 4.3646e+02 5.8474e+02 8.4374e+02 -2.1840e+02 -8.3122e+01 3.5164e+02 3.2279e+02 0.0000e+00 0.0000e+00
3.9725e-01 3.7839e+02 -9.7176e+01 -4.7374e+00 1.1027e+03 1.0422e+03 3.9145e+02 5.3624e+02 7.7551e+02 -2.0342e+02 -7.5328e+01 3.0852e+02 2.9088e+02 0.0000e+00 0.0000e+00
4.3071e-01 3.1289e+02 -1.0400e+02 -1.1141e+01 8.9925e+02 9.0663e+02 3.4687e+02 4.8992e+02 7.0724e+02 -1.8821e+02 -6.7711e+01 2.6973e+02 2.6133e+02 0.0000e+00 0.0000e+00
4.6699e-01 2.5673e+02 -1.0810e+02 -1.6470e+01 7.2137e+02 7.8280e+02 3.0347e+02 4.4588e+02 6.3977e+02 -1.7290e+02 -6.0350e+01 2.3492e+02 2.3401e+02 0.0000e+00 0.0000e+00
5.0632e-01 2.0882e+02 -1.0949e+02 -2.0568e+01 5.6770e+02 6.7034e+02 2.6190e+02 4.0420e+02 5.7387e+02 -1.5762e+02 -5.3315e+01 2.0376e+02 2.0882e+02 0.0000e+00 0.0000e+00
5.4897e-01 1.6825e+02 -1.0824e+02 -2.3348e+01 4.3690e+02 5.6893e+02 2.2280e+02 3.6491e+02 5.1027e+02 -1.4251e+02 -4.6668e+01 1.7595e+02 1.8566e+02 0.0000e+00 0.0000e+00
5.9521e-01 1.3417e+02 -1.0456e+02 -2.4804e+01 3.2755e+02 4.7828e+02 1.8668e+02 3.2805e+02 4.4963e+02 -1.2772e+02 -4.0459e+01 1.5121e+02 1.6443e+02 0.0000e+00 0.0000e+00
6.4535e-01 1.0584e+02 -9.8753e+01 -2.5010e+01 2.3806e+02 3.9807e+02 1.5397e+02 2.9363e+02 3.9253e+02 -1.1339e+02 -3.4731e+01 1.2929e+02 1.4504e+02 0.0000e+00 0.0000e+00
6.9971e-01 8.2552e+01 -9.1227e+01 -2.4126e+01 1.6663e+02 3.2794e+02 1.2496e+02 2.6164e+02 3.3946e+02 -9.9683e+01 -2.9514e+01 1.0996e+02 1.2739e+02 0.0000e+00 0.0000e+00
7.5865e-01 6.3654e+01 -8.2467e+01 -2.2375e+01 1.1124e+02 2.6740e+02 9.9771e+01 2.3207e+02 2.9079e+02 -8.6741e+01 -2.4825e+01 9.2999e+01 1.1142e+02 0.0000e+00 0.0000e+00
8.2255e-01 4.8529e+01 -7.2992e+01 -2.0021e+01 6.9661e+01 2.1586e+02 7.8385e+01 2.0489e+02 2.4676e+02 -7.4696e+01 -2.0670e+01 7.8212e+01 9.7015e+01 0.0000e+00 0.0000e+00
8.9184e-01 3.6598e+01 -6.3312e+01 -1.7335e+01 3.9617e+01 1.7260e+02 6.0629e+01 1.8005e+02 2.0749e+02 -6.3657e+01 -1.7040e+01 6.5402e+01 8.4105e+01 0.0000e+00 0.0000e+00
9.6696e-01 2.7322e+01 -5.3878e+01 -1.4565e+01 1.8843e+01 1.3681e+02 4.6208e+01 1.5747e+02 1.7293e+02 -5.3696e+01 -1.3914e+01 5.4382e+01 7.2596e+01 0.0000e+00 0.0000e+00
1.0484e+00 2.0212e+01 -4.5049e+01 -1.1911e+01 5.2259e+00 1.0759e+02 3.4742e+01 1.3709e+02 1.4293e+02 -4.4851e+01 -1.1259e+01 4.4972e+01 6.2395e+01 0.0000e+00 0.0000e+00
1.1367e+00 1.4834e+01 -3.7071e+01 -9.5099e+00 -3.0964e+00 8.4042e+01 2.5803e+01 1.1881e+02 1.1723e+02 -3.7117e+01 -9.0358e+00 3.6994e+01 5.3406e+01 0.0000e+00 0.0000e+00
1.2325e+00 1.0815e+01 -3.0079e+01 -7.4362e+00 -7.6787e+00 6.5275e+01 1.8960e+01 1.0250e+02 9.5472e+01 -3.0454e+01 -7.1965e+00 3.0281e+01 4.5531e+01 0.0000e+00 0.0000e+00
1.3363e+00 7.8430e+00 -2.4111e+01 -5.7130e+00 -9.7494e+00 5.0464e+01 1.3803e+01 8.8063e+01 7.7257e+01 -2.4793e+01 -5.6930e+00 2.4672e+01 3.8671e+01 0.0000e+00 0.0000e+00
1.4488e+00 5.6640e+00 -1.9127e+01 -4.3253e+00 -1.0230e+01 3.8870e+01 9.9703e+00 7.5346e+01 6.2163e+01 -2.0044e+01 -4.4768e+00 2.0016e+01 3.2727e+01 0.0000e+00 0.0000e+00
1.5709e+00 4.0780e+00 -1.5043e+01 -3.2361e+00 -9.7769e+00 2.9856e+01 7.1549e+00 6.4214e+01 4.9767e+01 -1.6105e+01 -3.5021e+00 1.6175e+01 2.7603e+01 0.0000e+00 0.0000e+00
1.7032e+00 2.9299e+00 -1.1748e+01 -2.3984e+00 -8.8367e+00 2.2884e+01 5.1065e+00 5.4525e+01 3.9667e+01 -1.2871e+01 -2.7274e+00 1.3025e+01 2.3209e+01 0.0000e+00 0.0000e+00
1.8467e+00 2.1022e+00 -9.1211e+00 -1.7646e+00 -7.6962e+00 1.7514e+01 3.6281e+00 4.6137e+01 3.1497e+01 -1.0238e+01 -2.1160e+00 1.0456e+01 1.9456e+01 0.0000e+00 0.0000e+00
2.0022e+00 1.5074e+00 -7.0490e+00 -1.2910e+00 -6.5293e+00 1.3390e+01 2.5679e+00 3.8910e+01 2.4926e+01 -8.1104e+00 -1.6363e+00 8.3686e+00 1.6266e+01 0.0000e+00 0.0000e+00
2.1709e+00 1.0807e+00 -5.4275e+00 -9.4059e-01 -5.4332e+00 1.0231e+01 1.8116e+00 3.2715e+01 1.9669e+01 -6.4028e+00 -1.2620e+00 6.6810e+00 1.3563e+01 0.0000e+00 0.0000e+00
2.3537e+00 7.7506e-01 -4.1669e+00 -6.8323e-01 -4.4551e+00 7.8143e+00 1.2744e+00 2.7426e+01 1.5483e+01 -5.0397e+00 -9.7102e-01 5.3214e+00 1.1283e+01 0.0000e+00 0.0000e+00
2.5520e+00 5.5617e-01 -3.1918e+00 -4.9526e-01 -3.6116e+00 5.9678e+00 8.9411e-01 2.2930e+01 1.2161e+01 -3.9567e+00 -7.4574e-01 4.2298e+00 9.3647e+00 0.0000e+00 0.0000e+00
2.7669e+00 3.9944e-01 -2.4406e+00 -3.5852e-01 -2.9016e+00 4.5578e+00 6.2576e-01 1.9122e+01 9.5350e+00 -3.0997e+00 -5.7182e-01 3.3559e+00 7.7563e+00 0.0000e+00 0.0000e+00
3.0000e+00 2.8717e-01 -1.8637e+00 -2.5933e-01 -2.3144e+00 3.4816e+00 4.3686e-01 1.5909e+01 7.4639e+00 -2.4238e+00 -4.3789e-01 2.6581e+00 6.4116e+00 0.0000e+00 0.0000e+00
