# k[h/Mpc]   P_Zel   P_A    P_W    P_d    P_dd     P_d^2    P_d^2d^2  P_dd^2    P_s^2    P_ds^2    P_d^2s^2   P_s^2s^2   P_D2d     P_dD2d
# 
2.2450e-03 2.8581e+03 1.5849e-01 -5.7235e-02 5.7177e+03 3.5304e+03 -3.0808e-02 2.3222e+02 2.4209e-01 2.0718e-01 1.5258e-01 6.1828e+02 4.1159e+02 0.0000e+00 0.0000e+00
2.4341e-03 3.0629e+03 1.8161e-01 -7.1924e-02 6.1283e+03 3.6400e+03 -3.5553e-02 2.3221e+02 2.8480e-01 2.4288e-01 1.7831e-01 6.1810e+02 4.1136e+02 0.0000e+00 0.0000e+00
2.6392e-03 3.2789e+03 2.1132e-01 -9.0250e-02 6.5611e+03 3.7629e+03 -4.0895e-02 2.3220e+02 3.3510e-01 2.8452e-01 2.0820e-01 6.1788e+02 4.1109e+02 0.0000e+00 0.0000e+00
2.8615e-03 3.5060e+03 2.4959e-01 -1.1305e-01 7.0160e+03 3.9000e+03 -4.6858e-02 2.3219e+02 3.9433e-01 3.3300e-01 2.4283e-01 6.1762e+02 4.1077e+02 0.0000e+00 0.0000e+00
3.1025e-03 3.7441e+03 2.9890e-01 -1.4134e-01 7.4929e+03 4.0525e+03 -5.3444e-02 2.3218e+02 4.6411e-01 3.8930e-01 2.8288e-01 6.1732e+02 4.1041e+02 0.0000e+00 0.0000e+00
3.3638e-03 3.9930e+03 3.6241e-01 -1.7632e-01 7.9913e+03 4.2214e+03 -6.0616e-02 2.3216e+02 5.4632e-01 4.5450e-01 3.2907e-01 6.1697e+02 4.0998e+02 0.0000e+00 0.0000e+00
3.6472e-03 4.2523e+03 4.4399e-01 -2.1947e-01 8.5105e+03 4.4074e+03 -6.8286e-02 2.3215e+02 6.4323e-01 5.2976e-01 3.8218e-01 6.1655e+02 4.0949e+02 0.0000e+00 0.0000e+00
3.9544e-03 4.5218e+03 5.4833e-01 -2.7254e-01 9.0495e+03 4.6111e+03 -7.6288e-02 2.3213e+02 7.5749e-01 6.1628e-01 4.4306e-01 6.1607e+02 4.0891e+02 0.0000e+00 0.0000e+00
4.2875e-03 4.8010e+03 6.8106e-01 -3.3761e-01 9.6069e+03 4.8330e+03 -8.4346e-02 2.3211e+02 8.9227e-01 7.1528e-01 5.1256e-01 6.1551e+02 4.0824e+02 0.0000e+00 0.0000e+00
4.6486e-03 5.0889e+03 8.4871e-01 -4.1714e-01 1.0181e+04 5.0729e+03 -9.2029e-02 2.3208e+02 1.0513e+00 8.2792e-01 5.9155e-01 6.1484e+02 4.0747e+02 0.0000e+00 0.0000e+00
5.0402e-03 5.3843e+03 1.0587e+00 -5.1396e-01 1.0769e+04 5.3303e+03 -9.8697e-02 2.3205e+02 1.2390e+00 9.5522e-01 6.8088e-01 6.1407e+02 4.0658e+02 0.0000e+00 0.0000e+00
5.4648e-03 5.6853e+03 1.3192e+00 -6.3126e-01 1.1369e+04 5.6040e+03 -1.0343e-01 2.3201e+02 1.4607e+00 1.0980e+00 7.8129e-01 6.1318e+02 4.0555e+02 0.0000e+00 0.0000e+00
5.9251e-03 5.9892e+03 1.6393e+00 -7.7254e-01 1.1977e+04 5.8922e+03 -1.0491e-01 2.3197e+02 1.7226e+00 1.2565e+00 8.9340e-01 6.1213e+02 4.0437e+02 0.0000e+00 0.0000e+00
6.4242e-03 6.2934e+03 2.0283e+00 -9.4160e-01 1.2588e+04 6.1923e+03 -1.0135e-01 2.3192e+02 2.0321e+00 1.4308e+00 1.0176e+00 6.1091e+02 4.0302e+02 0.0000e+00 0.0000e+00
6.9653e-03 6.5952e+03 2.4964e+00 -1.1426e+00 1.3197e+04 6.5006e+03 -9.0278e-02 2.3186e+02 2.3979e+00 1.6198e+00 1.1539e+00 6.0950e+02 4.0147e+02 0.0000e+00 0.0000e+00
7.5520e-03 6.8930e+03 3.0550e+00 -1.3804e+00 1.3797e+04 6.8125e+03 -6.8395e-02 2.3179e+02 2.8304e+00 1.8219e+00 1.3020e+00 6.0786e+02 3.9970e+02 0.0000e+00 0.0000e+00
8.1881e-03 7.1844e+03 3.7169e+00 -1.6598e+00 1.4380e+04 7.1225e+03 -3.1337e-02 2.3171e+02 3.3418e+00 2.0341e+00 1.4608e+00 6.0597e+02 3.9769e+02 0.0000e+00 0.0000e+00
8.8778e-03 7.4650e+03 4.4982e+00 -1.9854e+00 1.4938e+04 7.4241e+03 2.6593e-02 2.3161e+02 3.9462e+00 2.2523e+00 1.6286e+00 6.0378e+02 3.9542e+02 0.0000e+00 0.0000e+00
9.6256e-03 7.7276e+03 5.4190e+00 -2.3604e+00 1.5462e+04 7.7101e+03 1.1273e-01 2.3150e+02 4.6603e+00 2.4710e+00 1.8027e+00 6.0126e+02 3.9285e+02 0.0000e+00 0.0000e+00
1.0436e-02 7.9651e+03 6.5019e+00 -2.7867e+00 1.5943e+04 7.9728e+03 2.3640e-01 2.3137e+02 5.5034e+00 2.6833e+00 1.9793e+00 5.9837e+02 3.8996e+02 0.0000e+00 0.0000e+00
1.1315e-02 8.1753e+03 7.7695e+00 -3.2667e+00 1.6372e+04 8.2042e+03 4.0930e-01 2.3122e+02 6.4978e+00 2.8807e+00 2.1533e+00 5.9507e+02 3.8674e+02 0.0000e+00 0.0000e+00
1.2269e-02 8.3574e+03 9.2384e+00 -3.8024e+00 1.6737e+04 8.3970e+03 6.4586e-01 2.3105e+02 7.6687e+00 3.0526e+00 2.3184e+00 5.9130e+02 3.8314e+02 0.0000e+00 0.0000e+00
1.3302e-02 8.5029e+03 1.0917e+01 -4.3895e+00 1.7026e+04 8.5441e+03 9.6362e-01 2.3085e+02 9.0447e+00 3.1861e+00 2.4666e+00 5.8701e+02 3.7915e+02 0.0000e+00 0.0000e+00
1.4422e-02 8.5986e+03 1.2805e+01 -5.0175e+00 1.7225e+04 8.6402e+03 1.3835e+00 2.3061e+02 1.0657e+01 3.2653e+00 2.5884e+00 5.8216e+02 3.7476e+02 0.0000e+00 0.0000e+00
1.5637e-02 8.6413e+03 1.4902e+01 -5.6761e+00 1.7319e+04 8.6809e+03 1.9298e+00 2.3034e+02 1.2541e+01 3.2704e+00 2.6733e+00 5.7670e+02 3.6993e+02 0.0000e+00 0.0000e+00
1.6955e-02 8.6296e+03 1.7212e+01 -6.3511e+00 1.7299e+04 8.6635e+03 2.6301e+00 2.3002e+02 1.4733e+01 3.1782e+00 2.7093e+00 5.7057e+02 3.6467e+02 0.0000e+00 0.0000e+00
1.8383e-02 8.5554e+03 1.9727e+01 -7.0191e+00 1.7157e+04 8.5863e+03 3.5147e+00 2.2965e+02 1.7271e+01 2.9642e+00 2.6845e+00 5.6373e+02 3.5895e+02 0.0000e+00 0.0000e+00
1.9931e-02 8.4165e+03 2.2406e+01 -7.6538e+00 1.6886e+04 8.4480e+03 4.6156e+00 2.2922e+02 2.0194e+01 2.6055e+00 2.5871e+00 5.5613e+02 3.5277e+02 0.0000e+00 0.0000e+00
2.1610e-02 8.2076e+03 2.5183e+01 -8.2204e+00 1.6477e+04 8.2475e+03 5.9652e+00 2.2873e+02 2.3536e+01 2.0859e+00 2.4068e+00 5.4775e+02 3.4611e+02 0.0000e+00 0.0000e+00
2.3430e-02 7.9311e+03 2.8002e+01 -8.6855e+00 1.5932e+04 7.9838e+03 7.5938e+00 2.2816e+02 2.7331e+01 1.3970e+00 2.1359e+00 5.3855e+02 3.3899e+02 0.0000e+00 0.0000e+00
2.5404e-02 7.5941e+03 3.0815e+01 -9.0197e+00 1.5266e+04 7.6577e+03 9.5271e+00 2.2750e+02 3.1602e+01 5.3494e-01 1.7699e+00 5.2850e+02 3.3138e+02 0.0000e+00 0.0000e+00
2.7544e-02 7.2017e+03 3.3537e+01 -9.1907e+00 1.4491e+04 7.2740e+03 1.1784e+01 2.2674e+02 3.6364e+01 -5.0465e-01 1.3079e+00 5.1759e+02 3.2330e+02 0.0000e+00 0.0000e+00
2.9864e-02 6.7657e+03 3.6103e+01 -9.1789e+00 1.3628e+04 6.8440e+03 1.4374e+01 2.2587e+02 4.1619e+01 -1.7239e+00 7.5184e-01 5.0580e+02 3.1474e+02 0.0000e+00 0.0000e+00
3.2379e-02 6.3049e+03 3.8511e+01 -8.9840e+00 1.2715e+04 6.3863e+03 1.7296e+01 2.2487e+02 4.7357e+01 -3.1128e+00 1.0576e-01 4.9313e+02 3.0571e+02 0.0000e+00 0.0000e+00
3.5106e-02 5.8368e+03 4.0733e+01 -8.6172e+00 1.1788e+04 5.9239e+03 2.0542e+01 2.2372e+02 5.3562e+01 -4.6516e+00 -6.2687e-01 4.7956e+02 2.9622e+02 0.0000e+00 0.0000e+00
3.8064e-02 5.3818e+03 4.2841e+01 -8.1091e+00 1.0887e+04 5.4789e+03 2.4101e+01 2.2240e+02 6.0211e+01 -6.3363e+00 -1.4461e+00 4.6508e+02 2.8630e+02 0.0000e+00 0.0000e+00
4.1270e-02 4.9608e+03 4.4954e+01 -7.5070e+00 1.0055e+04 5.0674e+03 2.7969e+01 2.2090e+02 6.7290e+01 -8.1877e+00 -2.3595e+00 4.4968e+02 2.7600e+02 0.0000e+00 0.0000e+00
4.4746e-02 4.5867e+03 4.7227e+01 -6.8492e+00 9.3171e+03 4.7011e+03 3.2163e+01 2.1918e+02 7.4800e+01 -1.0226e+01 -3.3845e+00 4.3336e+02 2.6538e+02 0.0000e+00 0.0000e+00
4.8515e-02 4.2689e+03 4.9790e+01 -6.1674e+00 8.6923e+03 4.3897e+03 3.6731e+01 2.1724e+02 8.2769e+01 -1.2485e+01 -4.5465e+00 4.1613e+02 2.5452e+02 0.0000e+00 0.0000e+00
5.2602e-02 4.0020e+03 5.2746e+01 -5.4399e+00 8.1724e+03 4.1359e+03 4.1757e+01 2.1504e+02 9.1252e+01 -1.5024e+01 -5.8722e+00 3.9806e+02 2.4352e+02 0.0000e+00 0.0000e+00
5.7032e-02 3.7791e+03 5.6108e+01 -4.6260e+00 7.7423e+03 3.9249e+03 4.7354e+01 2.1256e+02 1.0031e+02 -1.7865e+01 -7.3791e+00 3.7925e+02 2.3249e+02 0.0000e+00 0.0000e+00
6.1836e-02 3.5669e+03 5.9495e+01 -3.5726e+00 7.3339e+03 3.7252e+03 5.3617e+01 2.0978e+02 1.0998e+02 -2.0997e+01 -9.0571e+00 3.5987e+02 2.2150e+02 0.0000e+00 0.0000e+00
6.7045e-02 3.3326e+03 6.2330e+01 -2.1192e+00 6.8819e+03 3.5059e+03 6.0552e+01 2.0667e+02 1.2018e+02 -2.4325e+01 -1.0849e+01 3.4018e+02 2.1060e+02 0.0000e+00 0.0000e+00
7.2692e-02 3.0594e+03 6.4037e+01 -1.9700e-01 6.3492e+03 3.2412e+03 6.7991e+01 2.0321e+02 1.3065e+02 -2.7663e+01 -1.2652e+01 3.2044e+02 1.9982e+02 0.0000e+00 0.0000e+00
7.8815e-02 2.7306e+03 6.3875e+01 2.2070e+00 5.6968e+03 2.9164e+03 7.5547e+01 1.9939e+02 1.4092e+02 -3.0766e+01 -1.4327e+01 3.0090e+02 1.8913e+02 0.0000e+00 0.0000e+00
8.5454e-02 2.3719e+03 6.2011e+01 4.8414e+00 4.9805e+03 2.5603e+03 8.2667e+01 1.9519e+02 1.5041e+02 -3.3412e+01 -1.5756e+01 2.8170e+02 1.7852e+02 0.0000e+00 0.0000e+00
9.2652e-02 2.0326e+03 5.9422e+01 7.3126e+00 4.3056e+03 2.2260e+03 8.8868e+01 1.9063e+02 1.5862e+02 -3.5522e+01 -1.6900e+01 2.6284e+02 1.6801e+02 0.0000e+00 0.0000e+00
1.0046e-01 1.7641e+03 5.7323e+01 9.2622e+00 3.7669e+03 1.9568e+03 9.4010e+01 1.8572e+02 1.6546e+02 -3.7212e+01 -1.7828e+01 2.4426e+02 1.5769e+02 0.0000e+00 0.0000e+00
1.0892e-01 1.5824e+03 5.6807e+01 1.0653e+01 3.4087e+03 1.7796e+03 9.8474e+01 1.8047e+02 1.7134e+02 -3.8727e+01 -1.8672e+01 2.2589e+02 1.4770e+02 0.0000e+00 0.0000e+00
1.1809e-01 1.4585e+03 5.7414e+01 1.1811e+01 3.1682e+03 1.6623e+03 1.0294e+02 1.7490e+02 1.7692e+02 -4.0258e+01 -1.9529e+01 2.0785e+02 1.3813e+02 0.0000e+00 0.0000e+00
1.2804e-01 1.3334e+03 5.7392e+01 1.3185e+01 2.9240e+03 1.5427e+03 1.0773e+02 1.6902e+02 1.8244e+02 -4.1737e+01 -2.0352e+01 1.9048e+02 1.2898e+02 0.0000e+00 0.0000e+00
1.3883e-01 1.1663e+03 5.5021e+01 1.4886e+01 2.5892e+03 1.3759e+03 1.1225e+02 1.6285e+02 1.8721e+02 -4.2840e+01 -2.0958e+01 1.7407e+02 1.2018e+02 0.0000e+00 0.0000e+00
1.5052e-01 9.8123e+02 5.0855e+01 1.6445e+01 2.2113e+03 1.1852e+03 1.1537e+02 1.5640e+02 1.9011e+02 -4.3277e+01 -2.1194e+01 1.5870e+02 1.1167e+02 0.0000e+00 0.0000e+00
1.6320e-01 8.3662e+02 4.7397e+01 1.7358e+01 1.9145e+03 1.0355e+03 1.1670e+02 1.4975e+02 1.9083e+02 -4.3140e+01 -2.1122e+01 1.4418e+02 1.0350e+02 0.0000e+00 0.0000e+00
1.7694e-01 7.4645e+02 4.5669e+01 1.7750e+01 1.7310e+03 9.4351e+02 1.1717e+02 1.4294e+02 1.9039e+02 -4.2796e+01 -2.0937e+01 1.3040e+02 9.5781e+01 0.0000e+00 0.0000e+00
1.9185e-01 6.6739e+02 4.3877e+01 1.8114e+01 1.5697e+03 8.6299e+02 1.1763e+02 1.3600e+02 1.8962e+02 -4.2399e+01 -2.0714e+01 1.1749e+02 8.8520e+01 0.0000e+00 0.0000e+00
2.0801e-01 5.7020e+02 4.0463e+01 1.8485e+01 1.3663e+03 7.5919e+02 1.1745e+02 1.2898e+02 1.8784e+02 -4.1716e+01 -2.0323e+01 1.0563e+02 8.1625e+01 0.0000e+00 0.0000e+00
2.2553e-01 4.8442e+02 3.7015e+01 1.8495e+01 1.1840e+03 6.6546e+02 1.1584e+02 1.2193e+02 1.8432e+02 -4.0609e+01 -1.9698e+01 9.4731e+01 7.5092e+01 0.0000e+00 0.0000e+00
2.4453e-01 4.2488e+02 3.4531e+01 1.8185e+01 1.0566e+03 6.0018e+02 1.1347e+02 1.1490e+02 1.7983e+02 -3.9316e+01 -1.8973e+01 8.4668e+01 6.8979e+01 0.0000e+00 0.0000e+00
2.6512e-01 3.6826e+02 3.1758e+01 1.7779e+01 9.3385e+02 5.3662e+02 1.1083e+02 1.0794e+02 1.7484e+02 -3.7970e+01 -1.8211e+01 7.5473e+01 6.3255e+01 0.0000e+00 0.0000e+00
2.8746e-01 3.1402e+02 2.8725e+01 1.7211e+01 8.1390e+02 4.7377e+02 1.0739e+02 1.0107e+02 1.6888e+02 -3.6431e+01 -1.7342e+01 6.7144e+01 5.7886e+01 0.0000e+00 0.0000e+00
3.1167e-01 2.7176e+02 2.6098e+01 1.6467e+01 7.1879e+02 4.2372e+02 1.0340e+02 9.4358e+01 1.6223e+02 -3.4775e+01 -1.6411e+01 5.9587e+01 5.2887e+01 0.0000e+00 0.0000e+00
3.3792e-01 2.3329e+02 2.3437e+01 1.5617e+01 6.3070e+02 3.7688e+02 9.9081e+01 8.7823e+01 1.5515e+02 -3.3092e+01 -1.5464e+01 5.2770e+01 4.8235e+01 0.0000e+00 0.0000e+00
3.6639e-01 2.0009e+02 2.0896e+01 1.4669e+01 5.5300e+02 3.3516e+02 9.4345e+01 8.1501e+01 1.4760e+02 -3.1342e+01 -1.4484e+01 4.6647e+01 4.3914e+01 0.0000e+00 0.0000e+00
3.9725e-01 1.7168e+02 1.8490e+01 1.3641e+01 4.8504e+02 2.9832e+02 8.9373e+01 7.5416e+01 1.3978e+02 -2.9590e+01 -1.3505e+01 4.1158e+01 3.9914e+01 0.0000e+00 0.0000e+00
4.3071e-01 1.4696e+02 1.6200e+01 1.2557e+01 4.2451e+02 2.6515e+02 8.4197e+01 6.9591e+01 1.3176e+02 -2.7837e+01 -1.2532e+01 3.6256e+01 3.6216e+01 0.0000e+00 0.0000e+00
4.6699e-01 1.2572e+02 1.4046e+01 1.1433e+01 3.7120e+02 2.3562e+02 7.8903e+01 6.4041e+01 1.2365e+02 -2.6110e+01 -1.1579e+01 3.1886e+01 3.2806e+01 0.0000e+00 0.0000e+00
5.0632e-01 1.0739e+02 1.2026e+01 1.0289e+01 3.2399e+02 2.0916e+02 7.3548e+01 5.8777e+01 1.1554e+02 -2.4416e+01 -1.0651e+01 2.8002e+01 2.9668e+01 0.0000e+00 0.0000e+00
5.4897e-01 9.1595e+01 1.0144e+01 9.1399e+00 2.8220e+02 1.8547e+02 6.8188e+01 5.3805e+01 1.0749e+02 -2.2769e+01 -9.7576e+00 2.4556e+01 2.6784e+01 0.0000e+00 0.0000e+00
5.9521e-01 7.8000e+01 8.4001e+00 8.0014e+00 2.4521e+02 1.6423e+02 6.2872e+01 4.9129e+01 9.9584e+01 -2.1176e+01 -8.9018e+00 2.1503e+01 2.4140e+01 0.0000e+00 0.0000e+00
6.4535e-01 6.6297e+01 6.7943e+00 6.8870e+00 2.1244e+02 1.4517e+02 5.7642e+01 4.4748e+01 9.1864e+01 -1.9641e+01 -8.0878e+00 1.8804e+01 2.1720e+01 0.0000e+00 0.0000e+00
6.9971e-01 5.6228e+01 5.3265e+00 5.8094e+00 1.8341e+02 1.2805e+02 5.2536e+01 4.0656e+01 8.4378e+01 -1.8169e+01 -7.3177e+00 1.6420e+01 1.9509e+01 0.0000e+00 0.0000e+00
7.5865e-01 4.7566e+01 3.9967e+00 4.7806e+00 1.5768e+02 1.1266e+02 4.7584e+01 3.6848e+01 7.7162e+01 -1.6759e+01 -6.5929e+00 1.4316e+01 1.7491e+01 0.0000e+00 0.0000e+00
8.2255e-01 4.0119e+01 2.8044e+00 3.8123e+00 1.3491e+02 9.8824e+01 4.2816e+01 3.3315e+01 7.0245e+01 -1.5413e+01 -5.9139e+00 1.2462e+01 1.5652e+01 0.0000e+00 0.0000e+00
8.9184e-01 3.3721e+01 1.7494e+00 2.9151e+00 1.1478e+02 8.6379e+01 3.8256e+01 3.0046e+01 6.3649e+01 -1.4130e+01 -5.2804e+00 1.0829e+01 1.3980e+01 0.0000e+00 0.0000e+00
9.6696e-01 2.8231e+01 8.3115e-01 2.0992e+00 9.7014e+01 7.5193e+01 3.3924e+01 2.7029e+01 5.7390e+01 -1.2908e+01 -4.6920e+00 9.3926e+00 1.2460e+01 0.0000e+00 0.0000e+00
1.0484e+00 2.3528e+01 4.8522e-02 1.3733e+00 8.1391e+01 6.5152e+01 2.9840e+01 2.4253e+01 5.1482e+01 -1.1747e+01 -4.1478e+00 8.1290e+00 1.1081e+01 0.0000e+00 0.0000e+00
1.1367e+00 1.9508e+01 -6.0040e-01 7.4450e-01 6.7712e+01 5.6156e+01 2.6022e+01 2.1704e+01 4.5932e+01 -1.0644e+01 -3.6467e+00 7.0188e+00 9.8321e+00 0.0000e+00 0.0000e+00
1.2325e+00 1.6082e+01 -1.1189e+00 2.1758e-01 5.5804e+01 4.8122e+01 2.2484e+01 1.9369e+01 4.0749e+01 -9.5984e+00 -3.1875e+00 6.0443e+00 8.7023e+00 0.0000e+00 0.0000e+00
1.3363e+00 1.3175e+01 -1.5123e+00 -2.0573e-01 4.5514e+01 4.0976e+01 1.9237e+01 1.7235e+01 3.5935e+01 -8.6103e+00 -2.7691e+00 5.1900e+00 7.6821e+00 0.0000e+00 0.0000e+00
1.4488e+00 1.0719e+01 -1.7878e+00 -5.2709e-01 3.6701e+01 3.4653e+01 1.6291e+01 1.5291e+01 3.1492e+01 -7.6795e+00 -2.3900e+00 4.4423e+00 6.7626e+00 0.0000e+00 0.0000e+00
1.5709e+00 8.6581e+00 -1.9556e+00 -7.5195e-01 2.9234e+01 2.9095e+01 1.3649e+01 1.3524e+01 2.7420e+01 -6.8064e+00 -2.0487e+00 3.7892e+00 5.9355e+00 0.0000e+00 0.0000e+00
1.7032e+00 6.9402e+00 -2.0278e+00 -8.8933e-01 2.2982e+01 2.4246e+01 1.1310e+01 1.1922e+01 2.3716e+01 -5.9922e+00 -1.7439e+00 3.2201e+00 5.1935e+00 0.0000e+00 0.0000e+00
1.8467e+00 5.5196e+00 -2.0190e+00 -9.5136e-01 1.7819e+01 2.0051e+01 9.2678e+00 1.0474e+01 2.0372e+01 -5.2379e+00 -1.4737e+00 2.7257e+00 4.5295e+00 0.0000e+00 0.0000e+00
2.0022e+00 4.3553e+00 -1.9450e+00 -9.5230e-01 1.3618e+01 1.6455e+01 7.5107e+00 9.1708e+00 1.7379e+01 -4.5448e+00 -1.2363e+00 2.2977e+00 3.9372e+00 0.0000e+00 0.0000e+00
2.1709e+00 3.4099e+00 -1.8221e+00 -9.0729e-01 1.0253e+01 1.3403e+01 6.0207e+00 8.0009e+00 1.4725e+01 -3.9136e+00 -1.0296e+00 1.9287e+00 3.4106e+00 0.0000e+00 0.0000e+00
2.3537e+00 2.6496e+00 -1.6660e+00 -8.3109e-01 7.6015e+00 1.0839e+01 4.7759e+00 6.9551e+00 1.2392e+01 -3.3444e+00 -8.5127e-01 1.6120e+00 2.9441e+00 0.0000e+00 0.0000e+00
2.5520e+00 2.0442e+00 -1.4911e+00 -7.3694e-01 5.5467e+00 8.7063e+00 3.7509e+00 6.0240e+00 1.0360e+01 -2.8363e+00 -6.9895e-01 1.3415e+00 2.5326e+00 0.0000e+00 0.0000e+00
2.7669e+00 1.5666e+00 -1.3096e+00 -6.3573e-01 3.9811e+00 6.9494e+00 2.9186e+00 5.1986e+00 8.6073e+00 -2.3876e+00 -5.7005e-01 1.1116e+00 2.1710e+00 0.0000e+00 0.0000e+00
3.0000e+00 1.1934e+00 -1.1311e+00 -5.3570e-01 2.8080e+00 5.5155e+00 2.2516e+00 4.4701e+00 7.1081e+00 -1.9956e+00 -4.6199e-01 9.1722e-01 1.8546e+00 0.0000e+00 0.0000e+00
