#       q          E0lin        Elin         E2lin      E0loop220    E0loop130    E0loop22     E0loop13     E2loop22     E2loop13      E1loop       E3loop         Xi          Zeta          Chi        U10lin         U3           U11          U20          V10          V12          X10          Y10          X20          Y20     
3.627070e-02 1.108941e+02 1.108812e+02 4.776282e-03 4.017614e+00 2.083738e+01 3.979755e+00 2.072056e+01 1.164326e-02 3.640105e-02 -3.693998e-03 -1.624118e-03 4.162977e+01 3.233890e+02 5.844484e+01 -5.833594e-01 -2.134819e+00 -8.722155e+00 -7.955905e+00 2.039730e+00 1.795365e+00 8.104082e-02 2.413071e-01 6.417049e-02 -9.018745e-03
3.637945e-02 1.108941e+02 1.108811e+02 4.798189e-03 4.017614e+00 2.083738e+01 3.979608e+00 2.072009e+01 1.168590e-02 3.653797e-02 -3.718068e-03 -1.635018e-03 4.157465e+01 3.225559e+02 5.836845e+01 -5.843876e-01 -2.136210e+00 -8.727453e+00 -7.960332e+00 2.040724e+00 1.797179e+00 8.134653e-02 2.421899e-01 6.440360e-02 -9.068021e-03
3.648852e-02 1.108941e+02 1.108810e+02 4.820196e-03 4.017614e+00 2.083738e+01 3.979460e+00 2.071963e+01 1.172868e-02 3.667535e-02 -3.742294e-03 -1.645989e-03 4.151959e+01 3.217245e+02 5.829200e+01 -5.854172e-01 -2.137600e+00 -8.732742e+00 -7.964748e+00 2.041715e+00 1.798991e+00 8.165335e-02 2.430756e-01 6.463746e-02 -9.117519e-03
3.659792e-02 1.108941e+02 1.108810e+02 4.842303e-03 4.017614e+00 2.083738e+01 3.979311e+00 2.071916e+01 1.177160e-02 3.681321e-02 -3.766676e-03 -1.657032e-03 4.146456e+01 3.208949e+02 5.821549e+01 -5.864481e-01 -2.138987e+00 -8.738022e+00 -7.969153e+00 2.042702e+00 1.800801e+00 8.196130e-02 2.439641e-01 6.487207e-02 -9.167238e-03
3.670764e-02 1.108941e+02 1.108809e+02 4.864512e-03 4.017614e+00 2.083738e+01 3.979162e+00 2.071869e+01 1.181466e-02 3.695152e-02 -3.791216e-03 -1.668146e-03 4.140959e+01 3.200671e+02 5.813891e+01 -5.874805e-01 -2.140373e+00 -8.743293e+00 -7.973547e+00 2.043685e+00 1.802609e+00 8.227038e-02 2.448556e-01 6.510744e-02 -9.217181e-03
3.681770e-02 1.108941e+02 1.108808e+02 4.886824e-03 4.017614e+00 2.083738e+01 3.979013e+00 2.071822e+01 1.185786e-02 3.709031e-02 -3.815913e-03 -1.679332e-03 4.135466e+01 3.192409e+02 5.806227e+01 -5.885143e-01 -2.141756e+00 -8.748555e+00 -7.977931e+00 2.044665e+00 1.804415e+00 8.258059e-02 2.457499e-01 6.534357e-02 -9.267346e-03
3.692808e-02 1.108941e+02 1.108808e+02 4.909237e-03 4.017614e+00 2.083738e+01 3.978863e+00 2.071775e+01 1.190120e-02 3.722956e-02 -3.840770e-03 -1.690591e-03 4.129977e+01 3.184165e+02 5.798557e+01 -5.895495e-01 -2.143137e+00 -8.753807e+00 -7.982303e+00 2.045642e+00 1.806219e+00 8.289194e-02 2.466472e-01 6.558047e-02 -9.317736e-03
3.703880e-02 1.108941e+02 1.108807e+02 4.931753e-03 4.017614e+00 2.083738e+01 3.978712e+00 2.071727e+01 1.194468e-02 3.736929e-02 -3.865787e-03 -1.701923e-03 4.124493e+01 3.175938e+02 5.790880e+01 -5.905860e-01 -2.144516e+00 -8.759050e+00 -7.986666e+00 2.046616e+00 1.808021e+00 8.320442e-02 2.475474e-01 6.581813e-02 -9.368351e-03
3.714984e-02 1.108941e+02 1.108806e+02 4.954372e-03 4.017614e+00 2.083738e+01 3.978561e+00 2.071679e+01 1.198830e-02 3.750949e-02 -3.890966e-03 -1.713328e-03 4.119014e+01 3.167728e+02 5.783197e+01 -5.916240e-01 -2.145893e+00 -8.764284e+00 -7.991018e+00 2.047586e+00 1.809821e+00 8.351805e-02 2.484505e-01 6.605655e-02 -9.419192e-03
3.726122e-02 1.108941e+02 1.108806e+02 4.977096e-03 4.017614e+00 2.083738e+01 3.978410e+00 2.071632e+01 1.203206e-02 3.765016e-02 -3.916306e-03 -1.724808e-03 4.113539e+01 3.159536e+02 5.775508e+01 -5.926634e-01 -2.147268e+00 -8.769509e+00 -7.995359e+00 2.048553e+00 1.811618e+00 8.383282e-02 2.493565e-01 6.629575e-02 -9.470259e-03
3.737294e-02 1.108941e+02 1.108805e+02 4.999923e-03 4.017614e+00 2.083738e+01 3.978257e+00 2.071584e+01 1.207596e-02 3.779131e-02 -3.941811e-03 -1.736361e-03 4.108069e+01 3.151361e+02 5.767813e+01 -5.937042e-01 -2.148641e+00 -8.774725e+00 -7.999691e+00 2.049518e+00 1.813414e+00 8.414875e-02 2.502655e-01 6.653571e-02 -9.521553e-03
3.748499e-02 1.108941e+02 1.108804e+02 5.022855e-03 4.017614e+00 2.083738e+01 3.978105e+00 2.071535e+01 1.212001e-02 3.793293e-02 -3.967479e-03 -1.747990e-03 4.102603e+01 3.143203e+02 5.760111e+01 -5.947464e-01 -2.150011e+00 -8.779931e+00 -8.004013e+00 2.050479e+00 1.815207e+00 8.446583e-02 2.511775e-01 6.677645e-02 -9.573074e-03
3.759737e-02 1.108941e+02 1.108804e+02 5.045892e-03 4.017614e+00 2.083738e+01 3.977951e+00 2.071487e+01 1.216419e-02 3.807503e-02 -3.993313e-03 -1.759694e-03 4.097142e+01 3.135062e+02 5.752403e+01 -5.957900e-01 -2.151380e+00 -8.785128e+00 -8.008325e+00 2.051438e+00 1.816999e+00 8.478406e-02 2.520924e-01 6.701796e-02 -9.624825e-03
3.771010e-02 1.108941e+02 1.108803e+02 5.069035e-03 4.017614e+00 2.083738e+01 3.977798e+00 2.071439e+01 1.220853e-02 3.821761e-02 -4.019313e-03 -1.771473e-03 4.091685e+01 3.126938e+02 5.744690e+01 -5.968350e-01 -2.152746e+00 -8.790315e+00 -8.012628e+00 2.052395e+00 1.818788e+00 8.510346e-02 2.530102e-01 6.726026e-02 -9.676804e-03
3.782316e-02 1.108941e+02 1.108802e+02 5.092284e-03 4.017614e+00 2.083738e+01 3.977643e+00 2.071390e+01 1.225300e-02 3.836067e-02 -4.045481e-03 -1.783329e-03 4.086233e+01 3.118831e+02 5.736970e+01 -5.978814e-01 -2.154111e+00 -8.795494e+00 -8.016922e+00 2.053348e+00 1.820575e+00 8.542402e-02 2.539310e-01 6.750332e-02 -9.729014e-03
3.793656e-02 1.108941e+02 1.108802e+02 5.115640e-03 4.017614e+00 2.083738e+01 3.977489e+00 2.071341e+01 1.229762e-02 3.850422e-02 -4.071817e-03 -1.795262e-03 4.080786e+01 3.110742e+02 5.729244e+01 -5.989292e-01 -2.155473e+00 -8.800663e+00 -8.021207e+00 2.054300e+00 1.822360e+00 8.574575e-02 2.548549e-01 6.774718e-02 -9.781454e-03
3.805030e-02 1.108941e+02 1.108801e+02 5.139103e-03 4.017614e+00 2.083738e+01 3.977333e+00 2.071292e+01 1.234238e-02 3.864824e-02 -4.098322e-03 -1.807272e-03 4.075343e+01 3.102669e+02 5.721512e+01 -5.999785e-01 -2.156833e+00 -8.805823e+00 -8.025483e+00 2.055249e+00 1.824143e+00 8.606866e-02 2.557817e-01 6.799181e-02 -9.834125e-03
3.816438e-02 1.108941e+02 1.108800e+02 5.162673e-03 4.017614e+00 2.083738e+01 3.977177e+00 2.071243e+01 1.238729e-02 3.879275e-02 -4.124999e-03 -1.819359e-03 4.069905e+01 3.094614e+02 5.713774e+01 -6.010291e-01 -2.158191e+00 -8.810973e+00 -8.029751e+00 2.056196e+00 1.825924e+00 8.639274e-02 2.567115e-01 6.823723e-02 -9.887029e-03
3.827880e-02 1.108941e+02 1.108800e+02 5.186352e-03 4.017614e+00 2.083738e+01 3.977021e+00 2.071193e+01 1.243234e-02 3.893775e-02 -4.151847e-03 -1.831525e-03 4.064472e+01 3.086575e+02 5.706030e+01 -6.020812e-01 -2.159547e+00 -8.816115e+00 -8.034010e+00 2.057141e+00 1.827703e+00 8.671800e-02 2.576443e-01 6.848344e-02 -9.940166e-03
3.839356e-02 1.108941e+02 1.108799e+02 5.210139e-03 4.017614e+00 2.083738e+01 3.976864e+00 2.071144e+01 1.247753e-02 3.908324e-02 -4.178867e-03 -1.843769e-03 4.059043e+01 3.078554e+02 5.698280e+01 -6.031347e-01 -2.160900e+00 -8.821246e+00 -8.038261e+00 2.058084e+00 1.829479e+00 8.704445e-02 2.585801e-01 6.873044e-02 -9.993536e-03
3.850867e-02 1.108941e+02 1.108798e+02 5.234035e-03 4.017614e+00 2.083738e+01 3.976706e+00 2.071094e+01 1.252288e-02 3.922921e-02 -4.206062e-03 -1.856093e-03 4.053619e+01 3.070550e+02 5.690524e+01 -6.041896e-01 -2.162252e+00 -8.826369e+00 -8.042504e+00 2.059025e+00 1.831253e+00 8.737208e-02 2.595190e-01 6.897823e-02 -1.004714e-02
3.862413e-02 1.108941e+02 1.108798e+02 5.258041e-03 4.017614e+00 2.083738e+01 3.976548e+00 2.071044e+01 1.256836e-02 3.937568e-02 -4.233432e-03 -1.868496e-03 4.048200e+01 3.062563e+02 5.682763e+01 -6.052459e-01 -2.163601e+00 -8.831482e+00 -8.046739e+00 2.059965e+00 1.833025e+00 8.770090e-02 2.604609e-01 6.922682e-02 -1.010098e-02
3.873993e-02 1.108941e+02 1.108797e+02 5.282157e-03 4.017614e+00 2.083738e+01 3.976389e+00 2.070994e+01 1.261400e-02 3.952264e-02 -4.260977e-03 -1.880979e-03 4.042785e+01 3.054592e+02 5.674995e+01 -6.063036e-01 -2.164949e+00 -8.836586e+00 -8.050967e+00 2.060902e+00 1.834795e+00 8.803093e-02 2.614058e-01 6.947620e-02 -1.015506e-02
3.885608e-02 1.108941e+02 1.108796e+02 5.306383e-03 4.017614e+00 2.083738e+01 3.976230e+00 2.070944e+01 1.265978e-02 3.967009e-02 -4.288700e-03 -1.893543e-03 4.037374e+01 3.046639e+02 5.667222e+01 -6.073628e-01 -2.166294e+00 -8.841680e+00 -8.055186e+00 2.061838e+00 1.836562e+00 8.836215e-02 2.623538e-01 6.972638e-02 -1.020937e-02
3.897257e-02 1.108941e+02 1.108795e+02 5.330721e-03 4.017614e+00 2.083738e+01 3.976070e+00 2.070893e+01 1.270571e-02 3.981803e-02 -4.316601e-03 -1.906188e-03 4.031969e+01 3.038702e+02 5.659443e+01 -6.084234e-01 -2.167637e+00 -8.846765e+00 -8.059399e+00 2.062773e+00 1.838328e+00 8.869457e-02 2.633049e-01 6.997736e-02 -1.026392e-02
3.908942e-02 1.108941e+02 1.108795e+02 5.355170e-03 4.017614e+00 2.083738e+01 3.975910e+00 2.070842e+01 1.275179e-02 3.996648e-02 -4.344682e-03 -1.918915e-03 4.026568e+01 3.030783e+02 5.651659e+01 -6.094854e-01 -2.168978e+00 -8.851841e+00 -8.063603e+00 2.063706e+00 1.840091e+00 8.902820e-02 2.642590e-01 7.022914e-02 -1.031870e-02
3.920661e-02 1.108941e+02 1.108794e+02 5.379732e-03 4.017614e+00 2.083738e+01 3.975749e+00 2.070792e+01 1.279801e-02 4.011542e-02 -4.372943e-03 -1.931724e-03 4.021172e+01 3.022880e+02 5.643869e+01 -6.105488e-01 -2.170317e+00 -8.856907e+00 -8.067800e+00 2.064637e+00 1.841851e+00 8.936304e-02 2.652162e-01 7.048173e-02 -1.037373e-02
3.932416e-02 1.108941e+02 1.108793e+02 5.404406e-03 4.017614e+00 2.083738e+01 3.975587e+00 2.070741e+01 1.284439e-02 4.026486e-02 -4.401385e-03 -1.944616e-03 4.015780e+01 3.014994e+02 5.636073e+01 -6.116137e-01 -2.171653e+00 -8.861964e+00 -8.071990e+00 2.065566e+00 1.843610e+00 8.969910e-02 2.661765e-01 7.073513e-02 -1.042900e-02
3.944206e-02 1.108941e+02 1.108793e+02 5.429193e-03 4.017614e+00 2.083738e+01 3.975425e+00 2.070689e+01 1.289091e-02 4.041480e-02 -4.430011e-03 -1.957591e-03 4.010393e+01 3.007125e+02 5.628271e+01 -6.126800e-01 -2.172988e+00 -8.867012e+00 -8.076172e+00 2.066494e+00 1.845366e+00 9.003637e-02 2.671399e-01 7.098934e-02 -1.048450e-02
3.956031e-02 1.108941e+02 1.108792e+02 5.454094e-03 4.017614e+00 2.083738e+01 3.975262e+00 2.070638e+01 1.293759e-02 4.056524e-02 -4.458820e-03 -1.970650e-03 4.005011e+01 2.999273e+02 5.620464e+01 -6.137477e-01 -2.174320e+00 -8.872050e+00 -8.080347e+00 2.067421e+00 1.847120e+00 9.037487e-02 2.681064e-01 7.124436e-02 -1.054025e-02
3.967892e-02 1.108941e+02 1.108791e+02 5.479109e-03 4.017614e+00 2.083738e+01 3.975099e+00 2.070586e+01 1.298441e-02 4.071619e-02 -4.487815e-03 -1.983793e-03 3.999633e+01 2.991438e+02 5.612652e+01 -6.148168e-01 -2.175650e+00 -8.877078e+00 -8.084514e+00 2.068345e+00 1.848872e+00 9.071459e-02 2.690760e-01 7.150019e-02 -1.059624e-02
3.979788e-02 1.108941e+02 1.108790e+02 5.504239e-03 4.017614e+00 2.083738e+01 3.974935e+00 2.070535e+01 1.303139e-02 4.086764e-02 -4.516996e-03 -1.997021e-03 3.994261e+01 2.983619e+02 5.604834e+01 -6.158874e-01 -2.176979e+00 -8.882097e+00 -8.088673e+00 2.069268e+00 1.850621e+00 9.105555e-02 2.700488e-01 7.175684e-02 -1.065247e-02
3.991720e-02 1.108941e+02 1.108790e+02 5.529484e-03 4.017614e+00 2.083738e+01 3.974771e+00 2.070483e+01 1.307851e-02 4.101960e-02 -4.546364e-03 -2.010334e-03 3.988892e+01 2.975818e+02 5.597011e+01 -6.169594e-01 -2.178304e+00 -8.887107e+00 -8.092824e+00 2.070190e+00 1.852368e+00 9.139774e-02 2.710246e-01 7.201431e-02 -1.070894e-02
4.003688e-02 1.108941e+02 1.108789e+02 5.554845e-03 4.017614e+00 2.083738e+01 3.974606e+00 2.070430e+01 1.312579e-02 4.117206e-02 -4.575921e-03 -2.023733e-03 3.983529e+01 2.968033e+02 5.589182e+01 -6.180329e-01 -2.179628e+00 -8.892107e+00 -8.096967e+00 2.071109e+00 1.854113e+00 9.174117e-02 2.720036e-01 7.227260e-02 -1.076566e-02
4.015692e-02 1.108941e+02 1.108788e+02 5.580322e-03 4.017614e+00 2.083738e+01 3.974441e+00 2.070378e+01 1.317322e-02 4.132504e-02 -4.605667e-03 -2.037218e-03 3.978170e+01 2.960264e+02 5.581348e+01 -6.191078e-01 -2.180950e+00 -8.897098e+00 -8.101102e+00 2.072026e+00 1.855855e+00 9.208584e-02 2.729858e-01 7.253171e-02 -1.082262e-02
4.027731e-02 1.108941e+02 1.108787e+02 5.605916e-03 4.017614e+00 2.083738e+01 3.974274e+00 2.070326e+01 1.322080e-02 4.147853e-02 -4.635605e-03 -2.050791e-03 3.972816e+01 2.952513e+02 5.573509e+01 -6.201841e-01 -2.182269e+00 -8.902080e+00 -8.105229e+00 2.072942e+00 1.857595e+00 9.243175e-02 2.739711e-01 7.279165e-02 -1.087983e-02
4.039807e-02 1.108941e+02 1.108787e+02 5.631627e-03 4.017614e+00 2.083738e+01 3.974108e+00 2.070273e+01 1.326854e-02 4.163253e-02 -4.665735e-03 -2.064451e-03 3.967467e+01 2.944778e+02 5.565664e+01 -6.212619e-01 -2.183586e+00 -8.907052e+00 -8.109347e+00 2.073855e+00 1.859333e+00 9.277892e-02 2.749596e-01 7.305242e-02 -1.093728e-02
4.051919e-02 1.108941e+02 1.108786e+02 5.657457e-03 4.017614e+00 2.083738e+01 3.973940e+00 2.070220e+01 1.331643e-02 4.178704e-02 -4.696058e-03 -2.078199e-03 3.962122e+01 2.937060e+02 5.557815e+01 -6.223411e-01 -2.184901e+00 -8.912014e+00 -8.113457e+00 2.074766e+00 1.861069e+00 9.312734e-02 2.759513e-01 7.331401e-02 -1.099499e-02
4.064067e-02 1.108941e+02 1.108785e+02 5.683405e-03 4.017614e+00 2.083738e+01 3.973773e+00 2.070167e+01 1.336447e-02 4.194207e-02 -4.726576e-03 -2.092035e-03 3.956782e+01 2.929358e+02 5.549960e+01 -6.234217e-01 -2.186214e+00 -8.916967e+00 -8.117557e+00 2.075674e+00 1.862802e+00 9.347702e-02 2.769462e-01 7.357644e-02 -1.105294e-02
4.076252e-02 1.108941e+02 1.108784e+02 5.709472e-03 4.017614e+00 2.083738e+01 3.973604e+00 2.070114e+01 1.341267e-02 4.209762e-02 -4.757290e-03 -2.105961e-03 3.951447e+01 2.921673e+02 5.542100e+01 -6.245038e-01 -2.187525e+00 -8.921911e+00 -8.121649e+00 2.076580e+00 1.864532e+00 9.382796e-02 2.779442e-01 7.383971e-02 -1.111113e-02
4.088473e-02 1.108941e+02 1.108784e+02 5.735658e-03 4.017614e+00 2.083738e+01 3.973435e+00 2.070060e+01 1.346102e-02 4.225368e-02 -4.788201e-03 -2.119976e-03 3.946116e+01 2.914005e+02 5.534235e+01 -6.255874e-01 -2.188834e+00 -8.926844e+00 -8.125730e+00 2.077484e+00 1.866260e+00 9.418017e-02 2.789455e-01 7.410380e-02 -1.116958e-02
4.100731e-02 1.108941e+02 1.108783e+02 5.761964e-03 4.017614e+00 2.083738e+01 3.973266e+00 2.070006e+01 1.350953e-02 4.241027e-02 -4.819310e-03 -2.134082e-03 3.940791e+01 2.906353e+02 5.526365e+01 -6.266723e-01 -2.190140e+00 -8.931769e+00 -8.129803e+00 2.078384e+00 1.867986e+00 9.453365e-02 2.799500e-01 7.436874e-02 -1.122828e-02
4.113026e-02 1.108941e+02 1.108782e+02 5.788392e-03 4.017614e+00 2.083738e+01 3.973095e+00 2.069953e+01 1.355819e-02 4.256737e-02 -4.850619e-03 -2.148278e-03 3.935470e+01 2.898718e+02 5.518491e+01 -6.277588e-01 -2.191444e+00 -8.936684e+00 -8.133865e+00 2.079282e+00 1.869710e+00 9.488841e-02 2.809577e-01 7.463452e-02 -1.128723e-02
4.125357e-02 1.108941e+02 1.108781e+02 5.814940e-03 4.017614e+00 2.083738e+01 3.972925e+00 2.069898e+01 1.360701e-02 4.272500e-02 -4.882128e-03 -2.162566e-03 3.930153e+01 2.891099e+02 5.510611e+01 -6.288466e-01 -2.192746e+00 -8.941589e+00 -8.137917e+00 2.080177e+00 1.871431e+00 9.524444e-02 2.819686e-01 7.490114e-02 -1.134642e-02
4.137726e-02 1.108941e+02 1.108781e+02 5.841610e-03 4.017614e+00 2.083738e+01 3.972753e+00 2.069844e+01 1.365598e-02 4.288316e-02 -4.913839e-03 -2.176945e-03 3.924842e+01 2.883497e+02 5.502726e+01 -6.299360e-01 -2.194046e+00 -8.946485e+00 -8.141959e+00 2.081068e+00 1.873149e+00 9.560176e-02 2.829828e-01 7.516861e-02 -1.140588e-02
4.150131e-02 1.108941e+02 1.108780e+02 5.868403e-03 4.017614e+00 2.083738e+01 3.972581e+00 2.069790e+01 1.370511e-02 4.304184e-02 -4.945754e-03 -2.191417e-03 3.919535e+01 2.875912e+02 5.494837e+01 -6.310267e-01 -2.195344e+00 -8.951372e+00 -8.145990e+00 2.081957e+00 1.874866e+00 9.596036e-02 2.840002e-01 7.543693e-02 -1.146558e-02
4.162574e-02 1.108941e+02 1.108779e+02 5.895318e-03 4.017614e+00 2.083738e+01 3.972409e+00 2.069735e+01 1.375440e-02 4.320105e-02 -4.977873e-03 -2.205983e-03 3.914233e+01 2.868343e+02 5.486943e+01 -6.321190e-01 -2.196640e+00 -8.956249e+00 -8.150010e+00 2.082842e+00 1.876580e+00 9.632025e-02 2.850209e-01 7.570610e-02 -1.152554e-02
4.175054e-02 1.108941e+02 1.108778e+02 5.922357e-03 4.017614e+00 2.083738e+01 3.972235e+00 2.069680e+01 1.380384e-02 4.336079e-02 -5.010198e-03 -2.220641e-03 3.908936e+01 2.860790e+02 5.479044e+01 -6.332127e-01 -2.197933e+00 -8.961116e+00 -8.154020e+00 2.083724e+00 1.878291e+00 9.668144e-02 2.860448e-01 7.597612e-02 -1.158575e-02
4.187571e-02 1.108941e+02 1.108777e+02 5.949520e-03 4.017614e+00 2.083738e+01 3.972062e+00 2.069625e+01 1.385345e-02 4.352106e-02 -5.042730e-03 -2.235395e-03 3.903643e+01 2.853254e+02 5.471141e+01 -6.343078e-01 -2.199224e+00 -8.965974e+00 -8.158019e+00 2.084602e+00 1.880000e+00 9.704393e-02 2.870720e-01 7.624699e-02 -1.164622e-02
4.200126e-02 1.108941e+02 1.108777e+02 5.976807e-03 4.017614e+00 2.083738e+01 3.971887e+00 2.069570e+01 1.390321e-02 4.368186e-02 -5.075471e-03 -2.250243e-03 3.898355e+01 2.845734e+02 5.463233e+01 -6.354044e-01 -2.200513e+00 -8.970823e+00 -8.162006e+00 2.085477e+00 1.881706e+00 9.740772e-02 2.881025e-01 7.651873e-02 -1.170695e-02
4.212719e-02 1.108941e+02 1.108776e+02 6.004219e-03 4.017614e+00 2.083738e+01 3.971712e+00 2.069515e+01 1.395313e-02 4.384319e-02 -5.108421e-03 -2.265186e-03 3.893072e+01 2.838230e+02 5.455321e+01 -6.365024e-01 -2.201800e+00 -8.975661e+00 -8.165982e+00 2.086348e+00 1.883410e+00 9.777282e-02 2.891363e-01 7.679132e-02 -1.176793e-02
4.225349e-02 1.108941e+02 1.108775e+02 6.031758e-03 4.017614e+00 2.083738e+01 3.971537e+00 2.069459e+01 1.400321e-02 4.400506e-02 -5.141582e-03 -2.280225e-03 3.887794e+01 2.830743e+02 5.447404e+01 -6.376020e-01 -2.203085e+00 -8.980491e+00 -8.169947e+00 2.087215e+00 1.885112e+00 9.813923e-02 2.901734e-01 7.706477e-02 -1.182917e-02
4.238017e-02 1.108941e+02 1.108774e+02 6.059422e-03 4.017614e+00 2.083738e+01 3.971360e+00 2.069403e+01 1.405345e-02 4.416747e-02 -5.174956e-03 -2.295361e-03 3.882520e+01 2.823273e+02 5.439483e+01 -6.387029e-01 -2.204367e+00 -8.985310e+00 -8.173901e+00 2.088079e+00 1.886811e+00 9.850696e-02 2.912139e-01 7.733909e-02 -1.189067e-02
4.250723e-02 1.108941e+02 1.108773e+02 6.087214e-03 4.017614e+00 2.083738e+01 3.971183e+00 2.069347e+01 1.410385e-02 4.433042e-02 -5.208543e-03 -2.310594e-03 3.877252e+01 2.815818e+02 5.431558e+01 -6.398054e-01 -2.205647e+00 -8.990120e+00 -8.177843e+00 2.088940e+00 1.888508e+00 9.887600e-02 2.922576e-01 7.761428e-02 -1.195242e-02
4.263468e-02 1.108941e+02 1.108773e+02 6.115133e-03 4.017614e+00 2.083738e+01 3.971006e+00 2.069291e+01 1.415440e-02 4.449391e-02 -5.242345e-03 -2.325925e-03 3.871988e+01 2.808380e+02 5.423628e+01 -6.409093e-01 -2.206925e+00 -8.994921e+00 -8.181774e+00 2.089797e+00 1.890202e+00 9.924637e-02 2.933046e-01 7.789033e-02 -1.201444e-02
4.276250e-02 1.108941e+02 1.108772e+02 6.143180e-03 4.017614e+00 2.083738e+01 3.970828e+00 2.069234e+01 1.420512e-02 4.465793e-02 -5.276363e-03 -2.341354e-03 3.866728e+01 2.800959e+02 5.415694e+01 -6.420146e-01 -2.208201e+00 -8.999712e+00 -8.185693e+00 2.090650e+00 1.891894e+00 9.961807e-02 2.943550e-01 7.816726e-02 -1.207672e-02
4.289071e-02 1.108941e+02 1.108771e+02 6.171355e-03 4.017614e+00 2.083738e+01 3.970649e+00 2.069178e+01 1.425600e-02 4.482251e-02 -5.310598e-03 -2.356882e-03 3.861474e+01 2.793553e+02 5.407756e+01 -6.431215e-01 -2.209475e+00 -9.004494e+00 -8.189602e+00 2.091499e+00 1.893583e+00 9.999110e-02 2.954088e-01 7.844506e-02 -1.213926e-02
4.301930e-02 1.108941e+02 1.108770e+02 6.199660e-03 4.017614e+00 2.083738e+01 3.970470e+00 2.069121e+01 1.430705e-02 4.498762e-02 -5.345053e-03 -2.372510e-03 3.856224e+01 2.786164e+02 5.399814e+01 -6.442298e-01 -2.210746e+00 -9.009265e+00 -8.193499e+00 2.092346e+00 1.895270e+00 1.003655e-01 2.964659e-01 7.872374e-02 -1.220206e-02
4.314828e-02 1.108941e+02 1.108769e+02 6.228095e-03 4.017614e+00 2.083738e+01 3.970290e+00 2.069064e+01 1.435825e-02 4.515329e-02 -5.379728e-03 -2.388238e-03 3.850980e+01 2.778791e+02 5.391868e+01 -6.453395e-01 -2.212016e+00 -9.014028e+00 -8.197385e+00 2.093189e+00 1.896954e+00 1.007412e-01 2.975263e-01 7.900329e-02 -1.226513e-02
4.327765e-02 1.108941e+02 1.108768e+02 6.256660e-03 4.017614e+00 2.083738e+01 3.970109e+00 2.069007e+01 1.440962e-02 4.531950e-02 -5.414625e-03 -2.404066e-03 3.845740e+01 2.771434e+02 5.383918e+01 -6.464508e-01 -2.213283e+00 -9.018781e+00 -8.201260e+00 2.094028e+00 1.898635e+00 1.011182e-01 2.985901e-01 7.928373e-02 -1.232846e-02
4.340740e-02 1.108941e+02 1.108768e+02 6.285356e-03 4.017614e+00 2.083738e+01 3.969928e+00 2.068949e+01 1.446114e-02 4.548626e-02 -5.449745e-03 -2.419996e-03 3.840504e+01 2.764093e+02 5.375964e+01 -6.475635e-01 -2.214548e+00 -9.023524e+00 -8.205125e+00 2.094865e+00 1.900315e+00 1.014966e-01 2.996574e-01 7.956505e-02 -1.239205e-02
4.353754e-02 1.108941e+02 1.108767e+02 6.314183e-03 4.017614e+00 2.083738e+01 3.969746e+00 2.068891e+01 1.451284e-02 4.565357e-02 -5.485089e-03 -2.436029e-03 3.835274e+01 2.756769e+02 5.368006e+01 -6.486777e-01 -2.215810e+00 -9.028257e+00 -8.208979e+00 2.095698e+00 1.901991e+00 1.018764e-01 3.007279e-01 7.984726e-02 -1.245591e-02
4.366807e-02 1.108941e+02 1.108766e+02 6.343143e-03 4.017614e+00 2.083738e+01 3.969564e+00 2.068834e+01 1.456469e-02 4.582144e-02 -5.520659e-03 -2.452163e-03 3.830048e+01 2.749460e+02 5.360044e+01 -6.497933e-01 -2.217071e+00 -9.032981e+00 -8.212823e+00 2.096528e+00 1.903666e+00 1.022575e-01 3.018019e-01 8.013035e-02 -1.252004e-02
4.379900e-02 1.108941e+02 1.108765e+02 6.372236e-03 4.017614e+00 2.083738e+01 3.969381e+00 2.068776e+01 1.461671e-02 4.598986e-02 -5.556456e-03 -2.468402e-03 3.824827e+01 2.742168e+02 5.352079e+01 -6.509105e-01 -2.218329e+00 -9.037696e+00 -8.216656e+00 2.097356e+00 1.905337e+00 1.026400e-01 3.028793e-01 8.041433e-02 -1.258444e-02
4.393031e-02 1.108941e+02 1.108764e+02 6.401462e-03 4.017614e+00 2.083738e+01 3.969197e+00 2.068717e+01 1.466889e-02 4.615883e-02 -5.592482e-03 -2.484744e-03 3.819611e+01 2.734892e+02 5.344110e+01 -6.520291e-01 -2.219585e+00 -9.042401e+00 -8.220480e+00 2.098181e+00 1.907006e+00 1.030238e-01 3.039602e-01 8.069921e-02 -1.264910e-02
4.406202e-02 1.108941e+02 1.108763e+02 6.430822e-03 4.017614e+00 2.083738e+01 3.969013e+00 2.068659e+01 1.472124e-02 4.632837e-02 -5.628738e-03 -2.501190e-03 3.814400e+01 2.727632e+02 5.336138e+01 -6.531492e-01 -2.220839e+00 -9.047096e+00 -8.224294e+00 2.099003e+00 1.908673e+00 1.034090e-01 3.050444e-01 8.098499e-02 -1.271403e-02
4.419412e-02 1.108941e+02 1.108762e+02 6.460317e-03 4.017614e+00 2.083738e+01 3.968828e+00 2.068600e+01 1.477376e-02 4.649846e-02 -5.665225e-03 -2.517742e-03 3.809193e+01 2.720388e+02 5.328162e+01 -6.542708e-01 -2.222091e+00 -9.051782e+00 -8.228098e+00 2.099822e+00 1.910337e+00 1.037956e-01 3.061321e-01 8.127166e-02 -1.277923e-02
