#       q          E0lin        Elin         E2lin      E0loop220    E0loop130    E0loop22     E0loop13     E2loop22     E2loop13      E1loop       E3loop         Xi          Zeta          Chi        U10lin         U3           U11          U20          V10          V12          X10          Y10          X20          Y20     
6.564199e-03 1.108941e+02 1.108934e+02 3.502063e-04 4.017614e+00 2.083738e+01 4.014308e+00 2.082755e+01 1.165758e-03 3.481150e-03 -1.050595e-04 -2.915788e-05 7.880637e+01 1.128471e+03 9.580575e+01 -1.909811e-01 -1.186713e+00 -4.962145e+00 -4.613299e+00 1.214486e+00 7.861910e-01 1.080145e-02 2.425446e-02 6.552427e-03 -1.008705e-04
6.583879e-03 1.108941e+02 1.108934e+02 3.518125e-04 4.017614e+00 2.083738e+01 4.014293e+00 2.082750e+01 1.170807e-03 3.496558e-03 -1.056354e-04 -2.936958e-05 7.873316e+01 1.126404e+03 9.574009e+01 -1.913867e-01 -1.188319e+00 -4.968655e+00 -4.619039e+00 1.215943e+00 7.875491e-01 1.083215e-02 2.435962e-02 6.580680e-03 -1.023732e-04
6.603619e-03 1.108941e+02 1.108934e+02 3.534261e-04 4.017614e+00 2.083738e+01 4.014277e+00 2.082746e+01 1.175875e-03 3.512032e-03 -1.062232e-04 -2.958281e-05 7.865998e+01 1.124340e+03 9.567446e+01 -1.917930e-01 -1.189925e+00 -4.975169e+00 -4.624784e+00 1.217403e+00 7.889092e-01 1.086298e-02 2.446520e-02 6.609048e-03 -1.038881e-04
6.623417e-03 1.108941e+02 1.108934e+02 3.550471e-04 4.017614e+00 2.083738e+01 4.014261e+00 2.082741e+01 1.180965e-03 3.527570e-03 -1.068113e-04 -2.979759e-05 7.858682e+01 1.122278e+03 9.560886e+01 -1.922001e-01 -1.191533e+00 -4.981687e+00 -4.630536e+00 1.218864e+00 7.902711e-01 1.089395e-02 2.457122e-02 6.637534e-03 -1.054153e-04
6.643275e-03 1.108941e+02 1.108934e+02 3.566755e-04 4.017614e+00 2.083738e+01 4.014246e+00 2.082736e+01 1.186075e-03 3.543174e-03 -1.073992e-04 -3.001394e-05 7.851369e+01 1.120219e+03 9.554329e+01 -1.926079e-01 -1.193141e+00 -4.988209e+00 -4.636294e+00 1.220328e+00 7.916348e-01 1.092504e-02 2.467768e-02 6.666136e-03 -1.069549e-04
6.663193e-03 1.108941e+02 1.108934e+02 3.583114e-04 4.017614e+00 2.083738e+01 4.014230e+00 2.082731e+01 1.191206e-03 3.558843e-03 -1.079969e-04 -3.023185e-05 7.844058e+01 1.118162e+03 9.547775e+01 -1.930166e-01 -1.194751e+00 -4.994734e+00 -4.642058e+00 1.221794e+00 7.930005e-01 1.095628e-02 2.478456e-02 6.694856e-03 -1.085071e-04
6.683170e-03 1.108941e+02 1.108934e+02 3.599548e-04 4.017614e+00 2.083738e+01 4.014214e+00 2.082727e+01 1.196357e-03 3.574578e-03 -1.085968e-04 -3.045135e-05 7.836750e+01 1.116108e+03 9.541224e+01 -1.934260e-01 -1.196361e+00 -5.001264e+00 -4.647828e+00 1.223261e+00 7.943680e-01 1.098764e-02 2.489189e-02 6.723694e-03 -1.100717e-04
6.703207e-03 1.108941e+02 1.108934e+02 3.616057e-04 4.017614e+00 2.083738e+01 4.014198e+00 2.082722e+01 1.201530e-03 3.590380e-03 -1.091939e-04 -3.067244e-05 7.829444e+01 1.114057e+03 9.534676e+01 -1.938362e-01 -1.197973e+00 -5.007797e+00 -4.653605e+00 1.224731e+00 7.957373e-01 1.101914e-02 2.499965e-02 6.752650e-03 -1.116491e-04
6.723304e-03 1.108941e+02 1.108934e+02 3.632642e-04 4.017614e+00 2.083738e+01 4.014182e+00 2.082717e+01 1.206723e-03 3.606248e-03 -1.098034e-04 -3.089513e-05 7.822141e+01 1.112009e+03 9.528131e+01 -1.942472e-01 -1.199585e+00 -5.014334e+00 -4.659388e+00 1.226203e+00 7.971086e-01 1.105078e-02 2.510786e-02 6.781725e-03 -1.132391e-04
6.743462e-03 1.108941e+02 1.108934e+02 3.649303e-04 4.017614e+00 2.083738e+01 4.014166e+00 2.082712e+01 1.211938e-03 3.622182e-03 -1.104122e-04 -3.111944e-05 7.814841e+01 1.109963e+03 9.521589e+01 -1.946589e-01 -1.201199e+00 -5.020875e+00 -4.665177e+00 1.227677e+00 7.984817e-01 1.108255e-02 2.521650e-02 6.810920e-03 -1.148420e-04
6.763679e-03 1.108941e+02 1.108933e+02 3.666040e-04 4.017614e+00 2.083738e+01 4.014150e+00 2.082707e+01 1.217173e-03 3.638184e-03 -1.110276e-04 -3.134539e-05 7.807543e+01 1.107919e+03 9.515050e+01 -1.950715e-01 -1.202813e+00 -5.027420e+00 -4.670973e+00 1.229154e+00 7.998566e-01 1.111446e-02 2.532559e-02 6.840234e-03 -1.164578e-04
6.783958e-03 1.108941e+02 1.108933e+02 3.682855e-04 4.017614e+00 2.083738e+01 4.014134e+00 2.082702e+01 1.222431e-03 3.654252e-03 -1.116459e-04 -3.157297e-05 7.800247e+01 1.105879e+03 9.508514e+01 -1.954848e-01 -1.204429e+00 -5.033968e+00 -4.676775e+00 1.230632e+00 8.012335e-01 1.114651e-02 2.543513e-02 6.869669e-03 -1.180865e-04
6.804297e-03 1.108941e+02 1.108933e+02 3.699746e-04 4.017614e+00 2.083738e+01 4.014117e+00 2.082698e+01 1.227709e-03 3.670389e-03 -1.122633e-04 -3.180220e-05 7.792955e+01 1.103840e+03 9.501981e+01 -1.958989e-01 -1.206046e+00 -5.040520e+00 -4.682584e+00 1.232113e+00 8.026122e-01 1.117869e-02 2.554511e-02 6.899224e-03 -1.197283e-04
6.824698e-03 1.108941e+02 1.108933e+02 3.716715e-04 4.017614e+00 2.083738e+01 4.014101e+00 2.082693e+01 1.233009e-03 3.686593e-03 -1.128881e-04 -3.203310e-05 7.785664e+01 1.101805e+03 9.495450e+01 -1.963138e-01 -1.207663e+00 -5.047076e+00 -4.688399e+00 1.233596e+00 8.039928e-01 1.121101e-02 2.565555e-02 6.928901e-03 -1.213833e-04
6.845159e-03 1.108941e+02 1.108933e+02 3.733761e-04 4.017614e+00 2.083738e+01 4.014085e+00 2.082688e+01 1.238330e-03 3.702865e-03 -1.135184e-04 -3.226567e-05 7.778377e+01 1.099772e+03 9.488923e+01 -1.967295e-01 -1.209282e+00 -5.053636e+00 -4.694221e+00 1.235081e+00 8.053753e-01 1.124348e-02 2.576643e-02 6.958699e-03 -1.230516e-04
6.865682e-03 1.108941e+02 1.108933e+02 3.750886e-04 4.017614e+00 2.083738e+01 4.014068e+00 2.082683e+01 1.243674e-03 3.719205e-03 -1.141499e-04 -3.249993e-05 7.771092e+01 1.097742e+03 9.482399e+01 -1.971459e-01 -1.210901e+00 -5.060199e+00 -4.700049e+00 1.236568e+00 8.067596e-01 1.127608e-02 2.587777e-02 6.988619e-03 -1.247331e-04
6.886266e-03 1.108941e+02 1.108933e+02 3.768090e-04 4.017614e+00 2.083738e+01 4.014051e+00 2.082678e+01 1.249039e-03 3.735614e-03 -1.147916e-04 -3.273590e-05 7.763809e+01 1.095714e+03 9.475878e+01 -1.975632e-01 -1.212522e+00 -5.066767e+00 -4.705885e+00 1.238058e+00 8.081458e-01 1.130882e-02 2.598956e-02 7.018662e-03 -1.264281e-04
6.906912e-03 1.108941e+02 1.108933e+02 3.785372e-04 4.017614e+00 2.083738e+01 4.014035e+00 2.082673e+01 1.254426e-03 3.752091e-03 -1.154291e-04 -3.297357e-05 7.756529e+01 1.093689e+03 9.469359e+01 -1.979812e-01 -1.214143e+00 -5.073337e+00 -4.711727e+00 1.239550e+00 8.095339e-01 1.134170e-02 2.610182e-02 7.048828e-03 -1.281366e-04
6.927620e-03 1.108941e+02 1.108933e+02 3.802733e-04 4.017614e+00 2.083738e+01 4.014018e+00 2.082668e+01 1.259834e-03 3.768638e-03 -1.160771e-04 -3.321298e-05 7.749252e+01 1.091667e+03 9.462844e+01 -1.984000e-01 -1.215766e+00 -5.079912e+00 -4.717576e+00 1.241044e+00 8.109239e-01 1.137472e-02 2.621453e-02 7.079118e-03 -1.298587e-04
6.948390e-03 1.108941e+02 1.108933e+02 3.820175e-04 4.017614e+00 2.083738e+01 4.014001e+00 2.082663e+01 1.265265e-03 3.785254e-03 -1.167238e-04 -3.345412e-05 7.741977e+01 1.089647e+03 9.456331e+01 -1.988197e-01 -1.217389e+00 -5.086490e+00 -4.723432e+00 1.242540e+00 8.123157e-01 1.140788e-02 2.632770e-02 7.109531e-03 -1.315945e-04
6.969222e-03 1.108941e+02 1.108933e+02 3.837696e-04 4.017614e+00 2.083738e+01 4.013985e+00 2.082658e+01 1.270718e-03 3.801940e-03 -1.173799e-04 -3.369701e-05 7.734705e+01 1.087629e+03 9.449821e+01 -1.992401e-01 -1.219014e+00 -5.093072e+00 -4.729295e+00 1.244039e+00 8.137094e-01 1.144119e-02 2.644134e-02 7.140069e-03 -1.333440e-04
6.990117e-03 1.108941e+02 1.108933e+02 3.855297e-04 4.017614e+00 2.083738e+01 4.013968e+00 2.082652e+01 1.276194e-03 3.818695e-03 -1.180374e-04 -3.394166e-05 7.727436e+01 1.085615e+03 9.443314e+01 -1.996613e-01 -1.220639e+00 -5.099657e+00 -4.735165e+00 1.245540e+00 8.151050e-01 1.147464e-02 2.655544e-02 7.170732e-03 -1.351074e-04
7.011074e-03 1.108941e+02 1.108933e+02 3.872980e-04 4.017614e+00 2.083738e+01 4.013951e+00 2.082647e+01 1.281692e-03 3.835521e-03 -1.186940e-04 -3.418809e-05 7.720169e+01 1.083603e+03 9.436810e+01 -2.000833e-01 -1.222266e+00 -5.106246e+00 -4.741041e+00 1.247044e+00 8.165025e-01 1.150823e-02 2.667001e-02 7.201521e-03 -1.368848e-04
7.032095e-03 1.108941e+02 1.108933e+02 3.890743e-04 4.017614e+00 2.083738e+01 4.013934e+00 2.082642e+01 1.287212e-03 3.852417e-03 -1.193633e-04 -3.443632e-05 7.712904e+01 1.081593e+03 9.430309e+01 -2.005061e-01 -1.223893e+00 -5.112839e+00 -4.746925e+00 1.248549e+00 8.179018e-01 1.154197e-02 2.678504e-02 7.232435e-03 -1.386762e-04
7.053178e-03 1.108941e+02 1.108933e+02 3.908588e-04 4.017614e+00 2.083738e+01 4.013916e+00 2.082637e+01 1.292755e-03 3.869384e-03 -1.200329e-04 -3.468634e-05 7.705642e+01 1.079586e+03 9.423811e+01 -2.009297e-01 -1.225521e+00 -5.119435e+00 -4.752816e+00 1.250057e+00 8.193030e-01 1.157585e-02 2.690055e-02 7.263476e-03 -1.404818e-04
7.074324e-03 1.108941e+02 1.108933e+02 3.926515e-04 4.017614e+00 2.083738e+01 4.013899e+00 2.082632e+01 1.298320e-03 3.886422e-03 -1.207075e-04 -3.493818e-05 7.698383e+01 1.077582e+03 9.417315e+01 -2.013541e-01 -1.227151e+00 -5.126035e+00 -4.758714e+00 1.251568e+00 8.207061e-01 1.160987e-02 2.701653e-02 7.294643e-03 -1.423015e-04
7.095534e-03 1.108941e+02 1.108933e+02 3.944523e-04 4.017614e+00 2.083738e+01 4.013882e+00 2.082627e+01 1.303909e-03 3.903532e-03 -1.213879e-04 -3.519184e-05 7.691126e+01 1.075580e+03 9.410823e+01 -2.017793e-01 -1.228781e+00 -5.132639e+00 -4.764619e+00 1.253081e+00 8.221111e-01 1.164404e-02 2.713299e-02 7.325938e-03 -1.441356e-04
7.116808e-03 1.108941e+02 1.108933e+02 3.962615e-04 4.017614e+00 2.083738e+01 4.013865e+00 2.082621e+01 1.309520e-03 3.920712e-03 -1.220711e-04 -3.544735e-05 7.683872e+01 1.073581e+03 9.404333e+01 -2.022053e-01 -1.230412e+00 -5.139246e+00 -4.770532e+00 1.254596e+00 8.235180e-01 1.167836e-02 2.724992e-02 7.357361e-03 -1.459841e-04
7.138145e-03 1.108941e+02 1.108933e+02 3.980789e-04 4.017614e+00 2.083738e+01 4.013847e+00 2.082616e+01 1.315154e-03 3.937965e-03 -1.227568e-04 -3.570471e-05 7.676621e+01 1.071584e+03 9.397846e+01 -2.026321e-01 -1.232044e+00 -5.145857e+00 -4.776451e+00 1.256113e+00 8.249267e-01 1.171283e-02 2.736734e-02 7.388912e-03 -1.478472e-04
7.159546e-03 1.108941e+02 1.108933e+02 3.999047e-04 4.017614e+00 2.083738e+01 4.013830e+00 2.082611e+01 1.320812e-03 3.955290e-03 -1.234493e-04 -3.596395e-05 7.669372e+01 1.069590e+03 9.391361e+01 -2.030597e-01 -1.233677e+00 -5.152471e+00 -4.782378e+00 1.257633e+00 8.263373e-01 1.174744e-02 2.748523e-02 7.420591e-03 -1.497248e-04
7.181011e-03 1.108941e+02 1.108933e+02 4.017389e-04 4.017614e+00 2.083738e+01 4.013812e+00 2.082606e+01 1.326492e-03 3.972687e-03 -1.241426e-04 -3.622506e-05 7.662125e+01 1.067599e+03 9.384880e+01 -2.034881e-01 -1.235311e+00 -5.159089e+00 -4.788312e+00 1.259155e+00 8.277498e-01 1.178220e-02 2.760361e-02 7.452400e-03 -1.516171e-04
7.202541e-03 1.108941e+02 1.108933e+02 4.035814e-04 4.017614e+00 2.083738e+01 4.013795e+00 2.082600e+01 1.332196e-03 3.990157e-03 -1.248426e-04 -3.648807e-05 7.654882e+01 1.065610e+03 9.378401e+01 -2.039174e-01 -1.236946e+00 -5.165710e+00 -4.794254e+00 1.260680e+00 8.291642e-01 1.181711e-02 2.772247e-02 7.484339e-03 -1.535243e-04
7.224135e-03 1.108941e+02 1.108933e+02 4.054325e-04 4.017614e+00 2.083738e+01 4.013777e+00 2.082595e+01 1.337924e-03 4.007700e-03 -1.255467e-04 -3.675299e-05 7.647640e+01 1.063624e+03 9.371925e+01 -2.043474e-01 -1.238582e+00 -5.172335e+00 -4.800202e+00 1.262207e+00 8.305804e-01 1.185217e-02 2.784182e-02 7.516408e-03 -1.554463e-04
7.245794e-03 1.108941e+02 1.108933e+02 4.072920e-04 4.017614e+00 2.083738e+01 4.013759e+00 2.082590e+01 1.343675e-03 4.025317e-03 -1.262590e-04 -3.701983e-05 7.640402e+01 1.061640e+03 9.365452e+01 -2.047782e-01 -1.240219e+00 -5.178963e+00 -4.806158e+00 1.263736e+00 8.319986e-01 1.188738e-02 2.796166e-02 7.548608e-03 -1.573833e-04
7.267518e-03 1.108941e+02 1.108932e+02 4.091600e-04 4.017614e+00 2.083738e+01 4.013741e+00 2.082584e+01 1.349449e-03 4.043006e-03 -1.269712e-04 -3.728861e-05 7.633166e+01 1.059659e+03 9.358982e+01 -2.052099e-01 -1.241857e+00 -5.185595e+00 -4.812122e+00 1.265268e+00 8.334186e-01 1.192274e-02 2.808199e-02 7.580939e-03 -1.593354e-04
7.289307e-03 1.108941e+02 1.108932e+02 4.110366e-04 4.017614e+00 2.083738e+01 4.013723e+00 2.082579e+01 1.355247e-03 4.060770e-03 -1.276916e-04 -3.755934e-05 7.625932e+01 1.057681e+03 9.352514e+01 -2.056423e-01 -1.243496e+00 -5.192231e+00 -4.818092e+00 1.266802e+00 8.348405e-01 1.195825e-02 2.820281e-02 7.613402e-03 -1.613027e-04
7.311162e-03 1.108941e+02 1.108932e+02 4.129218e-04 4.017614e+00 2.083738e+01 4.013705e+00 2.082573e+01 1.361070e-03 4.078608e-03 -1.284138e-04 -3.783204e-05 7.618701e+01 1.055705e+03 9.346049e+01 -2.060756e-01 -1.245136e+00 -5.198869e+00 -4.824070e+00 1.268339e+00 8.362643e-01 1.199391e-02 2.832413e-02 7.645997e-03 -1.632852e-04
7.333082e-03 1.108941e+02 1.108932e+02 4.148157e-04 4.017614e+00 2.083738e+01 4.013687e+00 2.082568e+01 1.366916e-03 4.096520e-03 -1.291416e-04 -3.810672e-05 7.611473e+01 1.053731e+03 9.339586e+01 -2.065097e-01 -1.246776e+00 -5.205512e+00 -4.830056e+00 1.269878e+00 8.376899e-01 1.202972e-02 2.844594e-02 7.678725e-03 -1.652832e-04
7.355067e-03 1.108941e+02 1.108932e+02 4.167182e-04 4.017614e+00 2.083738e+01 4.013669e+00 2.082562e+01 1.372786e-03 4.114507e-03 -1.298739e-04 -3.838339e-05 7.604247e+01 1.051760e+03 9.333127e+01 -2.069446e-01 -1.248418e+00 -5.212157e+00 -4.836049e+00 1.271419e+00 8.391175e-01 1.206569e-02 2.856826e-02 7.711586e-03 -1.672966e-04
7.377119e-03 1.108941e+02 1.108932e+02 4.186295e-04 4.017614e+00 2.083738e+01 4.013651e+00 2.082557e+01 1.378681e-03 4.132569e-03 -1.306105e-04 -3.866207e-05 7.597024e+01 1.049792e+03 9.326670e+01 -2.073803e-01 -1.250061e+00 -5.218807e+00 -4.842049e+00 1.272963e+00 8.405469e-01 1.210181e-02 2.869108e-02 7.744581e-03 -1.693256e-04
7.399237e-03 1.108941e+02 1.108932e+02 4.205496e-04 4.017614e+00 2.083738e+01 4.013632e+00 2.082551e+01 1.384599e-03 4.150707e-03 -1.313517e-04 -3.894278e-05 7.589803e+01 1.047826e+03 9.320216e+01 -2.078168e-01 -1.251704e+00 -5.225459e+00 -4.848056e+00 1.274509e+00 8.419782e-01 1.213809e-02 2.881440e-02 7.777710e-03 -1.713702e-04
7.421421e-03 1.108941e+02 1.108932e+02 4.224784e-04 4.017614e+00 2.083738e+01 4.013614e+00 2.082546e+01 1.390542e-03 4.168919e-03 -1.320960e-04 -3.922552e-05 7.582585e+01 1.045863e+03 9.313764e+01 -2.082542e-01 -1.253348e+00 -5.232115e+00 -4.854071e+00 1.276058e+00 8.434114e-01 1.217452e-02 2.893822e-02 7.810974e-03 -1.734307e-04
7.443671e-03 1.108941e+02 1.108932e+02 4.244161e-04 4.017614e+00 2.083738e+01 4.013595e+00 2.082540e+01 1.396510e-03 4.187208e-03 -1.328490e-04 -3.951031e-05 7.575370e+01 1.043903e+03 9.307315e+01 -2.086923e-01 -1.254994e+00 -5.238775e+00 -4.860094e+00 1.277609e+00 8.448464e-01 1.221111e-02 2.906256e-02 7.844373e-03 -1.755070e-04
7.465988e-03 1.108941e+02 1.108932e+02 4.263627e-04 4.017614e+00 2.083738e+01 4.013577e+00 2.082535e+01 1.402502e-03 4.205573e-03 -1.336060e-04 -3.979717e-05 7.568157e+01 1.041945e+03 9.300869e+01 -2.091313e-01 -1.256640e+00 -5.245437e+00 -4.866124e+00 1.279162e+00 8.462834e-01 1.224785e-02 2.918740e-02 7.877908e-03 -1.775993e-04
7.488372e-03 1.108941e+02 1.108932e+02 4.283182e-04 4.017614e+00 2.083738e+01 4.013558e+00 2.082529e+01 1.408519e-03 4.224015e-03 -1.343642e-04 -4.008612e-05 7.560947e+01 1.039989e+03 9.294426e+01 -2.095711e-01 -1.258287e+00 -5.252104e+00 -4.872161e+00 1.280718e+00 8.477222e-01 1.228475e-02 2.931276e-02 7.911579e-03 -1.797077e-04
7.510824e-03 1.108941e+02 1.108932e+02 4.302826e-04 4.017614e+00 2.083738e+01 4.013540e+00 2.082523e+01 1.414561e-03 4.242533e-03 -1.351301e-04 -4.037716e-05 7.553739e+01 1.038036e+03 9.287985e+01 -2.100117e-01 -1.259935e+00 -5.258773e+00 -4.878206e+00 1.282276e+00 8.491630e-01 1.232181e-02 2.943863e-02 7.945387e-03 -1.818323e-04
7.533342e-03 1.108941e+02 1.108932e+02 4.322561e-04 4.017614e+00 2.083738e+01 4.013521e+00 2.082518e+01 1.420628e-03 4.261129e-03 -1.359008e-04 -4.067032e-05 7.546534e+01 1.036086e+03 9.281546e+01 -2.104532e-01 -1.261584e+00 -5.265446e+00 -4.884258e+00 1.283836e+00 8.506056e-01 1.235902e-02 2.956502e-02 7.979332e-03 -1.839732e-04
7.555928e-03 1.108941e+02 1.108932e+02 4.342387e-04 4.017614e+00 2.083738e+01 4.013502e+00 2.082512e+01 1.426720e-03 4.279801e-03 -1.366776e-04 -4.096560e-05 7.539331e+01 1.034138e+03 9.275111e+01 -2.108955e-01 -1.263234e+00 -5.272122e+00 -4.890317e+00 1.285399e+00 8.520501e-01 1.239639e-02 2.969192e-02 8.013415e-03 -1.861304e-04
7.578582e-03 1.108941e+02 1.108932e+02 4.362303e-04 4.017614e+00 2.083738e+01 4.013483e+00 2.082506e+01 1.432837e-03 4.298552e-03 -1.374578e-04 -4.126303e-05 7.532131e+01 1.032192e+03 9.268677e+01 -2.113386e-01 -1.264885e+00 -5.278802e+00 -4.896384e+00 1.286964e+00 8.534964e-01 1.243393e-02 2.981935e-02 8.047636e-03 -1.883042e-04
7.601304e-03 1.108941e+02 1.108932e+02 4.382311e-04 4.017614e+00 2.083738e+01 4.013464e+00 2.082500e+01 1.438980e-03 4.317380e-03 -1.382405e-04 -4.156262e-05 7.524934e+01 1.030250e+03 9.262247e+01 -2.117825e-01 -1.266536e+00 -5.285484e+00 -4.902458e+00 1.288531e+00 8.549447e-01 1.247162e-02 2.994730e-02 8.081997e-03 -1.904946e-04
7.624094e-03 1.108941e+02 1.108932e+02 4.402410e-04 4.017614e+00 2.083738e+01 4.013445e+00 2.082495e+01 1.445148e-03 4.336287e-03 -1.390341e-04 -4.186438e-05 7.517739e+01 1.028309e+03 9.255819e+01 -2.122273e-01 -1.268189e+00 -5.292170e+00 -4.908539e+00 1.290101e+00 8.563948e-01 1.250948e-02 3.007578e-02 8.116496e-03 -1.927017e-04
7.646952e-03 1.108941e+02 1.108932e+02 4.422602e-04 4.017614e+00 2.083738e+01 4.013426e+00 2.082489e+01 1.451341e-03 4.355272e-03 -1.398230e-04 -4.216834e-05 7.510547e+01 1.026372e+03 9.249393e+01 -2.126728e-01 -1.269842e+00 -5.298860e+00 -4.914628e+00 1.291673e+00 8.578468e-01 1.254749e-02 3.020478e-02 8.151136e-03 -1.949256e-04
7.669878e-03 1.108941e+02 1.108932e+02 4.442886e-04 4.017614e+00 2.083738e+01 4.013406e+00 2.082483e+01 1.457560e-03 4.374337e-03 -1.406248e-04 -4.247450e-05 7.503357e+01 1.024436e+03 9.242971e+01 -2.131193e-01 -1.271496e+00 -5.305552e+00 -4.920724e+00 1.293247e+00 8.593008e-01 1.258567e-02 3.033431e-02 8.185916e-03 -1.971664e-04
7.692874e-03 1.108941e+02 1.108932e+02 4.463263e-04 4.017614e+00 2.083738e+01 4.013387e+00 2.082477e+01 1.463805e-03 4.393480e-03 -1.414294e-04 -4.278288e-05 7.496170e+01 1.022504e+03 9.236550e+01 -2.135665e-01 -1.273152e+00 -5.312248e+00 -4.926828e+00 1.294824e+00 8.607566e-01 1.262401e-02 3.046437e-02 8.220837e-03 -1.994243e-04
7.715938e-03 1.108941e+02 1.108932e+02 4.483734e-04 4.017614e+00 2.083738e+01 4.013367e+00 2.082471e+01 1.470075e-03 4.412703e-03 -1.422431e-04 -4.309351e-05 7.488986e+01 1.020574e+03 9.230133e+01 -2.140146e-01 -1.274808e+00 -5.318947e+00 -4.932938e+00 1.296403e+00 8.622142e-01 1.266252e-02 3.059497e-02 8.255900e-03 -2.016993e-04
7.739072e-03 1.108941e+02 1.108931e+02 4.504298e-04 4.017614e+00 2.083738e+01 4.013348e+00 2.082465e+01 1.476372e-03 4.432006e-03 -1.430563e-04 -4.340639e-05 7.481804e+01 1.018646e+03 9.223717e+01 -2.144635e-01 -1.276465e+00 -5.325650e+00 -4.939056e+00 1.297984e+00 8.636738e-01 1.270119e-02 3.072611e-02 8.291104e-03 -2.039916e-04
7.762275e-03 1.108941e+02 1.108931e+02 4.524957e-04 4.017614e+00 2.083738e+01 4.013328e+00 2.082459e+01 1.482695e-03 4.451389e-03 -1.438820e-04 -4.372154e-05 7.474625e+01 1.016721e+03 9.217305e+01 -2.149133e-01 -1.278123e+00 -5.332355e+00 -4.945181e+00 1.299567e+00 8.651352e-01 1.274002e-02 3.085778e-02 8.326452e-03 -2.063013e-04
7.785547e-03 1.108941e+02 1.108931e+02 4.545711e-04 4.017614e+00 2.083738e+01 4.013309e+00 2.082454e+01 1.489044e-03 4.470853e-03 -1.447065e-04 -4.403897e-05 7.467448e+01 1.014799e+03 9.210894e+01 -2.153639e-01 -1.279781e+00 -5.339064e+00 -4.951313e+00 1.301152e+00 8.665986e-01 1.277902e-02 3.098999e-02 8.361942e-03 -2.086284e-04
7.808889e-03 1.108941e+02 1.108931e+02 4.566560e-04 4.017614e+00 2.083738e+01 4.013289e+00 2.082448e+01 1.495419e-03 4.490397e-03 -1.455394e-04 -4.435872e-05 7.460274e+01 1.012879e+03 9.204487e+01 -2.158153e-01 -1.281441e+00 -5.345776e+00 -4.957453e+00 1.302740e+00 8.680638e-01 1.281819e-02 3.112274e-02 8.397576e-03 -2.109731e-04
7.832301e-03 1.108941e+02 1.108931e+02 4.587504e-04 4.017614e+00 2.083738e+01 4.013269e+00 2.082442e+01 1.501821e-03 4.510022e-03 -1.463742e-04 -4.468078e-05 7.453102e+01 1.010961e+03 9.198081e+01 -2.162675e-01 -1.283101e+00 -5.352491e+00 -4.963599e+00 1.304330e+00 8.695309e-01 1.285752e-02 3.125604e-02 8.433354e-03 -2.133355e-04
7.855784e-03 1.108941e+02 1.108931e+02 4.608545e-04 4.017614e+00 2.083738e+01 4.013249e+00 2.082436e+01 1.508249e-03 4.529729e-03 -1.472181e-04 -4.500518e-05 7.445933e+01 1.009046e+03 9.191678e+01 -2.167206e-01 -1.284763e+00 -5.359209e+00 -4.969753e+00 1.305922e+00 8.709999e-01 1.289702e-02 3.138989e-02 8.469276e-03 -2.157157e-04
7.879337e-03 1.108941e+02 1.108931e+02 4.629682e-04 4.017614e+00 2.083738e+01 4.013229e+00 2.082429e+01 1.514704e-03 4.549517e-03 -1.480629e-04 -4.533194e-05 7.438767e+01 1.007134e+03 9.185278e+01 -2.171746e-01 -1.286425e+00 -5.365931e+00 -4.975913e+00 1.307516e+00 8.724707e-01 1.293669e-02 3.152429e-02 8.505344e-03 -2.181138e-04
7.902960e-03 1.108941e+02 1.108931e+02 4.650916e-04 4.017614e+00 2.083738e+01 4.013209e+00 2.082423e+01 1.521186e-03 4.569388e-03 -1.489172e-04 -4.566107e-05 7.431603e+01 1.005224e+03 9.178880e+01 -2.176294e-01 -1.288088e+00 -5.372655e+00 -4.982080e+00 1.309113e+00 8.739435e-01 1.297653e-02 3.165923e-02 8.541558e-03 -2.205300e-04
7.926654e-03 1.108941e+02 1.108931e+02 4.672247e-04 4.017614e+00 2.083738e+01 4.013189e+00 2.082417e+01 1.527695e-03 4.589341e-03 -1.497762e-04 -4.599259e-05 7.424442e+01 1.003316e+03 9.172485e+01 -2.180850e-01 -1.289752e+00 -5.379383e+00 -4.988255e+00 1.310711e+00 8.754181e-01 1.301654e-02 3.179473e-02 8.577918e-03 -2.229643e-04
7.950419e-03 1.108941e+02 1.108931e+02 4.693676e-04 4.017614e+00 2.083738e+01 4.013168e+00 2.082411e+01 1.534231e-03 4.609376e-03 -1.506408e-04 -4.632652e-05 7.417283e+01 1.001411e+03 9.166092e+01 -2.185415e-01 -1.291417e+00 -5.386113e+00 -4.994436e+00 1.312311e+00 8.768946e-01 1.305671e-02 3.193079e-02 8.614425e-03 -2.254169e-04
7.974256e-03 1.108941e+02 1.108931e+02 4.715204e-04 4.017614e+00 2.083738e+01 4.013148e+00 2.082405e+01 1.540793e-03 4.629495e-03 -1.515098e-04 -4.666287e-05 7.410127e+01 9.995091e+02 9.159701e+01 -2.189988e-01 -1.293082e+00 -5.392847e+00 -5.000624e+00 1.313914e+00 8.783730e-01 1.309706e-02 3.206741e-02 8.651080e-03 -2.278878e-04
7.998164e-03 1.108941e+02 1.108931e+02 4.736830e-04 4.017614e+00 2.083738e+01 4.013128e+00 2.082399e+01 1.547384e-03 4.649696e-03 -1.523828e-04 -4.700167e-05 7.402974e+01 9.976092e+02 9.153313e+01 -2.194570e-01 -1.294749e+00 -5.399584e+00 -5.006818e+00 1.315518e+00 8.798533e-01 1.313758e-02 3.220458e-02 8.687882e-03 -2.303773e-04
